pcfId	hierarchyId	name	description	differenceIndex	changeDetails	metricsAvailable	level	parent	children	category	industry
11495	3.3.3.7	Implement promotional pricing programs		0		false	4	3.3.3		Operating Processes	utilities
11496	3.3.3.8	Implement other retail pricing programs		0		false	4	3.3.3		Operating Processes	utilities
11497	3.3.3.9	Communicate and implement price changes		0		false	4	3.3.3		Operating Processes	utilities
17684	3.3.3.10	Achieve regulatory approval for pricing		1	NEW	false	4	3.3.3		Operating Processes	utilities
20010	3.3.4	Develop and manage promotional activities		2	c10167, NEW	false	3	3.3	3.3.4.1,3.3.4.2,3.3.4.3,3.3.4.4,3.3.4.5,3.3.4.6,3.3.4.7,3.3.4.8	Operating Processes	utilities
10167	3.3.4.1	Define promotional concepts and objectives		1	RENAME, WAS:Define promotional concepts	false	4	3.3.4		Operating Processes	utilities
10159	3.3.4.2	Develop marketing messages		0		false	4	3.3.4		Operating Processes	utilities
10160	3.3.4.3	Define target audience		0		false	4	3.3.4		Operating Processes	utilities
10168	3.3.4.4	Plan and test promotional activities		0		false	4	3.3.4		Operating Processes	utilities
10169	3.3.4.5	Execute promotional activities		0		false	4	3.3.4		Operating Processes	utilities
10170	3.3.4.6	Evaluate promotional performance metrics		0		false	4	3.3.4		Operating Processes	utilities
10171	3.3.4.7	Refine promotional performance metrics		0		false	4	3.3.4		Operating Processes	utilities
10172	3.3.4.8	Incorporate learning into future/planned consumer promotions		0		false	4	3.3.4		Operating Processes	utilities
10153	3.3.5	Track customer management measures		2	c10173, c10177	true	3	3.3	3.3.5.1,3.3.5.2,3.3.5.3,3.3.5.4,3.3.5.5	Operating Processes	utilities
10173	3.3.5.1	Determine customer lifetime value		1	RENAME, WAS:Determine customer loyalty/lifetime value	false	4	3.3.5		Operating Processes	utilities
10174	3.3.5.2	Analyze customer revenue trend		0		false	4	3.3.5		Operating Processes	utilities
10175	3.3.5.3	Analyze customer attrition and retention rates		0		false	4	3.3.5		Operating Processes	utilities
10176	3.3.5.4	Analyze customer metrics		0		false	4	3.3.5		Operating Processes	utilities
10177	3.3.5.5	Revise customer strategies, objectives, and plans based on metrics		1	RENAME, WAS:Revise customer strategies, objectives and plans based on metrics	false	4	3.3.5		Operating Processes	utilities
16613	3.3.6	Analyze and respond to customer insight		6	+16627, +16614, +16615, +16616, +16617, NEW	true	3	3.3	3.3.6.1,3.3.6.2,3.3.6.3,3.3.6.4,3.3.6.5	Operating Processes	utilities
16627	3.3.6.1	Monitor and respond to social media activity		1	NEW	false	4	3.3.6		Operating Processes	utilities
16614	3.3.6.2	Analyze customer website activity		1	NEW	false	4	3.3.6		Operating Processes	utilities
16615	3.3.6.3	Analyze customer purchase patterns		1	NEW	false	4	3.3.6		Operating Processes	utilities
16616	3.3.6.4	Develop business rules to provide personalized offers		1	NEW	false	4	3.3.6		Operating Processes	utilities
16617	3.3.6.5	Monitor effectiveness of personalized offers and adjust offers accordingly		1	NEW	false	4	3.3.6		Operating Processes	utilities
10154	3.3.7	Develop and manage packaging strategy		5	+10178, +10179, +10180, +10181, NEW	false	3	3.3	3.3.7.1,3.3.7.2,3.3.7.3,3.3.7.4	Operating Processes	utilities
10178	3.3.7.1	Plan packaging strategy		1	NEW	false	4	3.3.7		Operating Processes	utilities
10179	3.3.7.2	Test packaging options		1	NEW	false	4	3.3.7		Operating Processes	utilities
10180	3.3.7.3	Execute packaging strategy		1	NEW	false	4	3.3.7		Operating Processes	utilities
10181	3.3.7.4	Refine packaging		1	NEW	false	4	3.3.7		Operating Processes	utilities
16629	3.3.8	Manage product marketing content		3	+16630, +18130, NEW	false	3	3.3	3.3.8.1,3.3.8.2	Operating Processes	utilities
16630	3.3.8.1	Manage product images		1	NEW	false	4	3.3.8		Operating Processes	utilities
18130	3.3.8.2	Manage product copy		1	NEW	false	4	3.3.8		Operating Processes	utilities
10103	3.4	Develop sales strategy		4	-11478	true	2	3.0	3.4.1,3.4.2,3.4.3,3.4.4,3.4.5	Operating Processes	utilities
10129	3.4.1	Develop sales forecast		0		true	3	3.4	3.4.1.1,3.4.1.2,3.4.1.3,3.4.1.4	Operating Processes	utilities
10134	3.4.1.1	Gather current and historic order information		0		false	4	3.4.1		Operating Processes	utilities
10135	3.4.1.2	Analyze sales trends and patterns		0		false	4	3.4.1		Operating Processes	utilities
10136	3.4.1.3	Generate sales forecast		0		false	4	3.4.1		Operating Processes	utilities
10137	3.4.1.4	Analyze historical and planned promotions and events		0		false	4	3.4.1		Operating Processes	utilities
10130	3.4.2	Develop sales partner/alliance relationships		2	+18629, c11468	false	3	3.4	3.4.2.1,3.4.2.2,3.4.2.3,3.4.2.4,3.4.2.5,3.4.2.6,3.4.2.7,3.4.2.8,3.4.2.9,3.4.2.10,3.4.2.11,3.4.2.12	Operating Processes	utilities
10138	3.4.2.1	Identify alliance opportunities		0		false	4	3.4.2		Operating Processes	utilities
10139	3.4.2.2	Design alliance programs and methods for selecting and managing relationships		0		false	4	3.4.2		Operating Processes	utilities
10140	3.4.2.3	Select alliances		0		false	4	3.4.2		Operating Processes	utilities
11465	3.4.2.4	Develop customer trade strategy and customer objectives/targets		0		false	4	3.4.2		Operating Processes	utilities
11521	3.4.2.5	Define trade programs and funding options		0		false	4	3.4.2		Operating Processes	utilities
11466	3.4.2.6	Conduct planning activities for major trade customers		0		false	4	3.4.2		Operating Processes	utilities
10141	3.4.2.7	Develop partner and alliance management strategies		0		false	4	3.4.2		Operating Processes	utilities
10142	3.4.2.8	Establish partner and alliance management goals		0		false	4	3.4.2		Operating Processes	utilities
18629	3.4.2.9	Establish partner and alliance agreements		1	NEW	false	4	3.4.2		Operating Processes	utilities
11522	3.4.2.10	Develop promotional and category management calendars (trade marketing calendars)		0		false	4	3.4.2		Operating Processes	utilities
11523	3.4.2.11	Create strategic and tactical sales plans by customer		0		false	4	3.4.2		Operating Processes	utilities
11468	3.4.2.12	Communicate planning information to customer teams		1	RENAME, WAS:Communicate planning information to customerteams	false	4	3.4.2		Operating Processes	utilities
10131	3.4.3	Establish overall sales budgets		1	+17682	true	3	3.4	3.4.3.1,3.4.3.2,3.4.3.3,3.4.3.4,3.4.3.5,3.4.3.6	Operating Processes	utilities
17682	3.4.3.1	Calculate product market share		1	NEW	true	4	3.4.3		Operating Processes	utilities
10143	3.4.3.2	Calculate product revenue		0		false	4	3.4.3		Operating Processes	utilities
10144	3.4.3.3	Determine variable costs		0		false	4	3.4.3		Operating Processes	utilities
10145	3.4.3.4	Determine overhead and fixed costs		0		false	4	3.4.3		Operating Processes	utilities
10146	3.4.3.5	Calculate net profit		0		false	4	3.4.3		Operating Processes	utilities
10147	3.4.3.6	Create budget		0		false	4	3.4.3		Operating Processes	utilities
10132	3.4.4	Establish sales goals and measures		0		true	3	3.4		Operating Processes	utilities
10133	3.4.5	Establish customer management measures		0		true	3	3.4		Operating Processes	utilities
10105	3.5	Develop and manage sales plans		39	-10186, c10182, c11779, RENAME, WAS:Develop, execute, and manage sales plans	true	2	3.0	3.5.1,3.5.2,3.5.3,3.5.4,3.5.5	Operating Processes	utilities
10182	3.5.1	Manage leads/opportunities		8	+18115, +11773, +18116, +20011, c10184, c10189, RENAME, WAS:Generate leads	true	3	3.5	3.5.1.1,3.5.1.2,3.5.1.3,3.5.1.4,3.5.1.5,3.5.1.6,3.5.1.7,3.5.1.8	Operating Processes	utilities
10188	3.5.1.1	Identify potential customers		0		false	4	3.5.1		Operating Processes	utilities
10189	3.5.1.2	Identify/receive leads/opportunities		1	RENAME, WAS:Identify leads	false	4	3.5.1		Operating Processes	utilities
18115	3.5.1.3	Validate and qualify leads/opportunities		1	NEW	false	4	3.5.1		Operating Processes	utilities
11773	3.5.1.4	Match opportunities to business strategy		1	NEW	false	4	3.5.1		Operating Processes	utilities
18116	3.5.1.5	Develop opportunity win plans		1	NEW	false	4	3.5.1		Operating Processes	utilities
20011	3.5.1.6	Manage opportunity pipeline		1	NEW	true	4	3.5.1		Operating Processes	utilities
10209	3.5.1.7	Determine sales resource allocation		0		false	4	3.5.1		Operating Processes	utilities
10184	3.5.1.8	Manage customer sales calls		2	+20012, RENAME, WAS:Manage customer sales	true	4	3.5.1	3.5.1.8.1,3.5.1.8.2,3.5.1.8.3,3.5.1.8.4,3.5.1.8.5	Operating Processes	utilities
10190	3.5.1.8.1	Perform sales calls		0		false	5	3.5.1.8		Operating Processes	utilities
10191	3.5.1.8.2	Perform pre-sales activities		0		false	5	3.5.1.8		Operating Processes	utilities
20012	3.5.1.8.3	Manage customer meetings/workshops		1	NEW	false	5	3.5.1.8		Operating Processes	utilities
10192	3.5.1.8.4	Close the sale		0		false	5	3.5.1.8		Operating Processes	utilities
10193	3.5.1.8.5	Record outcome of sales process		0		true	5	3.5.1.8		Operating Processes	utilities
10183	3.5.2	Manage customers and accounts		4	+20013, +20014	true	3	3.5	3.5.2.1,3.5.2.2,3.5.2.3,3.5.2.4,3.5.2.5	Operating Processes	utilities
20013	3.5.2.1	Select key customers/accounts		1	NEW	false	4	3.5.2		Operating Processes	utilities
11173	3.5.2.2	Develop sales/key account plan		0		false	4	3.5.2		Operating Processes	utilities
20014	3.5.2.3	Manage sales/key account plan		1	NEW	false	4	3.5.2		Operating Processes	utilities
11174	3.5.2.4	Manage customer relationships		0		false	4	3.5.2		Operating Processes	utilities
14208	3.5.2.5	Manage customer master data		2	+16598, +16599	false	4	3.5.2	3.5.2.5.1,3.5.2.5.2	Operating Processes	utilities
16598	3.5.2.5.1	Collect and merge internal and third-party customer information		1	NEW	false	5	3.5.2.5		Operating Processes	utilities
16599	3.5.2.5.2	De-duplicate customer data		1	NEW	false	5	3.5.2.5		Operating Processes	utilities
11779	3.5.3	Develop and manage sales proposals, bids, and quotes		12	+11781, +11782, +11785, +20015, +11787, +20016, +20017, +20018, c11784, c11790, c11793, RENAME, WAS:Bid and proposal development	true	3	3.5	3.5.3.1,3.5.3.2,3.5.3.3,3.5.3.4,3.5.3.5,3.5.3.6,3.5.3.7,3.5.3.8,3.5.3.9,3.5.3.10,3.5.3.11,3.5.3.12,3.5.3.13,3.5.3.14,3.5.3.15	Operating Processes	utilities
11781	3.5.3.1	Receive Request For Proposal (RFP)/Request For Quote (RFQ)		1	NEW	false	4	3.5.3		Operating Processes	utilities
11780	3.5.3.2	Refine customer requirements		0		false	4	3.5.3		Operating Processes	utilities
11782	3.5.3.3	Review RFP/RFQ request		1	NEW	false	4	3.5.3		Operating Processes	utilities
11783	3.5.3.4	Perform competitive analysis		0		false	4	3.5.3		Operating Processes	utilities
11784	3.5.3.5	Validate with strategy/business plans		1	RENAME, WAS:Verify match with strategic/tactical plans	false	4	3.5.3		Operating Processes	utilities
11785	3.5.3.6	Understand customer business and requirements		1	NEW	false	4	3.5.3		Operating Processes	utilities
20015	3.5.3.7	Develop solution and delivery approach		1	NEW	false	4	3.5.3		Operating Processes	utilities
11787	3.5.3.8	Identify staffing requirements		1	NEW	false	4	3.5.3		Operating Processes	utilities
11788	3.5.3.9	Develop pricing and scheduling estimates		0		false	4	3.5.3		Operating Processes	utilities
11789	3.5.3.10	Conduct profitability analysis		0		false	4	3.5.3		Operating Processes	utilities
20016	3.5.3.11	Manage internal reviews		1	NEW	false	4	3.5.3		Operating Processes	utilities
20017	3.5.3.12	Manage internal approvals		1	NEW	false	4	3.5.3		Operating Processes	utilities
11790	3.5.3.13	Submit/present bid/proposal/quote to customer		1	RENAME, WAS:Submit bid	false	4	3.5.3		Operating Processes	utilities
20018	3.5.3.14	Revise bid/proposal/quote		1	NEW	false	4	3.5.3		Operating Processes	utilities
11793	3.5.3.15	Manage notification outcome		1	RENAME, WAS:Receive notification	false	4	3.5.3		Operating Processes	utilities
10185	3.5.4	Manage sales orders		5	+17404, c10195, c10198, c10200	true	3	3.5	3.5.4.1,3.5.4.2,3.5.4.3,3.5.4.4,3.5.4.5,3.5.4.6,3.5.4.7,3.5.4.8	Operating Processes	utilities
10194	3.5.4.1	Accept and validate sales orders		0		false	4	3.5.4		Operating Processes	utilities
10195	3.5.4.2	Collect and maintain account information		2	c10201, RENAME, WAS:Collect and maintain customer account information	true	4	3.5.4	3.5.4.2.1,3.5.4.2.2,3.5.4.2.3,3.5.4.2.4,3.5.4.2.5,3.5.4.2.6,3.5.4.2.7,3.5.4.2.8	Operating Processes	utilities
10201	3.5.4.2.1	Administer key account details		1	RENAME, WAS:Administer key customer/account details	false	5	3.5.4.2		Operating Processes	utilities
10202	3.5.4.2.2	Retrieve full customer details		0		false	5	3.5.4.2		Operating Processes	utilities
10203	3.5.4.2.3	Modify involved party details		0		false	5	3.5.4.2		Operating Processes	utilities
10204	3.5.4.2.4	Record address details		0		false	5	3.5.4.2		Operating Processes	utilities
10205	3.5.4.2.5	Record contact details		0		false	5	3.5.4.2		Operating Processes	utilities
10206	3.5.4.2.6	Record key customer communication profile details		0		false	5	3.5.4.2		Operating Processes	utilities
10207	3.5.4.2.7	Review involved party information		0		false	5	3.5.4.2		Operating Processes	utilities
10208	3.5.4.2.8	Terminate involved party information		0		false	5	3.5.4.2		Operating Processes	utilities
10196	3.5.4.3	Determine availability		0		true	4	3.5.4		Operating Processes	utilities
10197	3.5.4.4	Determine fulfillment process		0		true	4	3.5.4		Operating Processes	utilities
10198	3.5.4.5	Enter orders into system		1	RENAME, WAS:Enter orders into system and identify/perform cross-sell/up-sell activity	true	4	3.5.4		Operating Processes	utilities
17404	3.5.4.6	Identify/perform cross-sell/up-sell activity		1	NEW	true	4	3.5.4		Operating Processes	utilities
10199	3.5.4.7	Process back orders and updates		0		false	4	3.5.4		Operating Processes	utilities
10200	3.5.4.8	Handle sales order inquiries including post-order fulfillment transactions		1	RENAME, WAS:Handle order inquiries including post-order fulfillment transactions	false	4	3.5.4		Operating Processes	utilities
10187	3.5.5	Manage sales partners and alliances		8	+18641, -10212, -10213, c10211, c14209	false	3	3.5	3.5.5.1,3.5.5.2,3.5.5.3,3.5.5.4	Operating Processes	utilities
10211	3.5.5.1	Provide sales and product/service training to sales partners/alliances		4	+20019, +20020, +20021, RENAME, WAS:Provide sales and product training to sales partners/alliances	false	4	3.5.5	3.5.5.1.1,3.5.5.1.2,3.5.5.1.3	Operating Processes	utilities
20019	3.5.5.1.1	Provide certification enablement training		1	NEW	false	5	3.5.5.1		Operating Processes	utilities
20020	3.5.5.1.2	Manage certifications and skills		1	NEW	false	5	3.5.5.1		Operating Processes	utilities
20021	3.5.5.1.3	Provide support to partners/alliances		1	NEW	false	5	3.5.5.1		Operating Processes	utilities
18641	3.5.5.2	Provide marketing materials to sales partners/alliances		1	NEW	false	4	3.5.5		Operating Processes	utilities
10214	3.5.5.3	Evaluate partner/alliance results		0		false	4	3.5.5		Operating Processes	utilities
14209	3.5.5.4	Manage sales partner/alliance master data		1	RENAME, WAS:Manage channel partner master data	false	4	3.5.5		Operating Processes	utilities
12908	3.6	Trade Energy Commodities		2		false	2	3.0	3.6.1,3.6.2,3.6.3,3.6.4	Operating Processes	utilities
12909	3.6.1	Develop overall trading strategy and measurement approach		0		false	3	3.6	3.6.1.1,3.6.1.2,3.6.1.3,3.6.1.4,3.6.1.5,3.6.1.6	Operating Processes	utilities
19138	3.6.1.1	Define objectives		0		false	4	3.6.1		Operating Processes	utilities
19139	3.6.1.2	Define evaluation criteria		0		false	4	3.6.1		Operating Processes	utilities
19140	3.6.1.3	Assess and analyze long term market dynamics		0		false	4	3.6.1		Operating Processes	utilities
19141	3.6.1.4	Develop possible strategies		0		false	4	3.6.1		Operating Processes	utilities
19142	3.6.1.5	Test strategies under various scenarios and environmental conditions		0		false	4	3.6.1		Operating Processes	utilities
19143	3.6.1.6	Evaluate trade-offs, refine and select strategy		0		false	4	3.6.1		Operating Processes	utilities
19144	3.6.2	Evaluate trading opportunities		0		false	3	3.6	3.6.2.1,3.6.2.2,3.6.2.3	Operating Processes	utilities
19145	3.6.2.1	Gather and analyze market data (supply, demand, inventory, pricing) for relevant products in relevant markets		0		false	4	3.6.2		Operating Processes	utilities
19146	3.6.2.2	Discover potential value in opportunities consistent with trading strategy and objectives and within established capital allocation and risk limits		0		false	4	3.6.2		Operating Processes	utilities
12911	3.6.2.3	Monitor environment for trading opportunities		0		false	4	3.6.2		Operating Processes	utilities
19147	3.6.3	Execute physical energy pool and spot trading		2	c19149, c19152	false	3	3.6	3.6.3.1,3.6.3.2,3.6.3.3,3.6.3.4,3.6.3.5,3.6.3.6,3.6.3.7,3.6.3.8,3.6.3.9,3.6.3.10,3.6.3.11,3.6.3.12	Operating Processes	utilities
19148	3.6.3.1	Determine medium term plant availability and demand forecasts		0		false	4	3.6.3		Operating Processes	utilities
19149	3.6.3.2	Analyze bid/offer tactics		1	RENAME, WAS:Analyse bid/offer tactics	false	4	3.6.3		Operating Processes	utilities
19150	3.6.3.3	Prepare and submit basic weekly dispatch offers		0		false	4	3.6.3		Operating Processes	utilities
19151	3.6.3.4	Determine short term plant availability and demand forecasts		0		false	4	3.6.3		Operating Processes	utilities
19152	3.6.3.5	Analyze rebid tactics		1	RENAME, WAS:Analyse rebid tactics	false	4	3.6.3		Operating Processes	utilities
19153	3.6.3.6	Prepare and submit short term market rebids		0		false	4	3.6.3		Operating Processes	utilities
19154	3.6.3.7	Report on pool trading activities		0		false	4	3.6.3		Operating Processes	utilities
19155	3.6.3.8	Manage physical dispatch		0		false	4	3.6.3		Operating Processes	utilities
19156	3.6.3.9	Communicate with market and system operators		0		false	4	3.6.3		Operating Processes	utilities
19157	3.6.3.10	Communicate with generation and demand management operators		0		false	4	3.6.3		Operating Processes	utilities
19158	3.6.3.11	Conduct pool/exchange balancing		0		false	4	3.6.3		Operating Processes	utilities
19159	3.6.3.12	Perform settlement and reconciliation		0		false	4	3.6.3		Operating Processes	utilities
19160	3.6.4	Execute bi-lateral and over-the-counter trades		0		false	3	3.6	3.6.4.1,3.6.4.2,3.6.4.3,3.6.4.4,3.6.4.5,3.6.4.6,3.6.4.7,3.6.4.8	Operating Processes	utilities
19161	3.6.4.1	Select and contact counterparties		0		false	4	3.6.4		Operating Processes	utilities
19162	3.6.4.2	Establish hedges based on the appropriate derivative instrument and terms		0		false	4	3.6.4		Operating Processes	utilities
19163	3.6.4.3	Establish terms and conditions of transaction		0		false	4	3.6.4		Operating Processes	utilities
19164	3.6.4.4	Obtain credit clearance or collateralization		0		false	4	3.6.4		Operating Processes	utilities
19165	3.6.4.5	Finalize terms and confirm		0		false	4	3.6.4		Operating Processes	utilities
19166	3.6.4.6	Communicate deal terms to operations for deal execution and fulfillment		0		false	4	3.6.4		Operating Processes	utilities
19167	3.6.4.7	Unwind hedges when the physical position is eliminated		0		false	4	3.6.4		Operating Processes	utilities
19168	3.6.4.8	Measure hedge effectiveness		0		false	4	3.6.4		Operating Processes	utilities
12953	3.7	Manage energy trading positions		3		false	2	3.0	3.7.1,3.7.2,3.7.3,3.7.4	Operating Processes	utilities
12954	3.7.1	Manage volumetric position		0		false	3	3.7	3.7.1.1,3.7.1.2,3.7.1.3,3.7.1.4,3.7.1.5,3.7.1.6	Operating Processes	utilities
12955	3.7.1.1	Monitor current and forward physical positions		0		false	4	3.7.1		Operating Processes	utilities
19169	3.7.1.2	Determine value at risk		0		false	4	3.7.1		Operating Processes	utilities
19170	3.7.1.3	Compare position with risk limits/trading book parameters		0		false	4	3.7.1		Operating Processes	utilities
19171	3.7.1.4	Apply trading limits and rules		0		false	4	3.7.1		Operating Processes	utilities
12956	3.7.1.5	Monitor strategic supply agreements		0		false	4	3.7.1		Operating Processes	utilities
12957	3.7.1.6	Manage exchange reconciliations		0		false	4	3.7.1		Operating Processes	utilities
12958	3.7.2	Monitor against trading and physical energy supply /purchase plans		0		false	3	3.7	3.7.2.1,3.7.2.2	Operating Processes	utilities
12959	3.7.2.1	Manage strategy and trader performance		0		false	4	3.7.2		Operating Processes	utilities
12960	3.7.2.2	Revise supply/purchase plans		0		false	4	3.7.2		Operating Processes	utilities
19172	3.7.3	Calculate Daily (Trading) Profit & Loss (Mark-to-Market)		0		false	3	3.7	3.7.3.1,3.7.3.2,3.7.3.3,3.7.3.4,3.7.3.5	Operating Processes	utilities
19173	3.7.3.1	Obtain market and internal pricing data		0		false	4	3.7.3		Operating Processes	utilities
19174	3.7.3.2	Calculate change in market value of positions		0		false	4	3.7.3		Operating Processes	utilities
19175	3.7.3.3	Determine other margins and costs		0		false	4	3.7.3		Operating Processes	utilities
19176	3.7.3.4	Calculate daily trading profit and loss		0		false	4	3.7.3		Operating Processes	utilities
19177	3.7.3.5	Create and communicate pricing exposure report		0		false	4	3.7.3		Operating Processes	utilities
19178	3.7.4	Manage Carbon (Certificate) Position and P&L		3	c19182, c19185, c19186	false	3	3.7	3.7.4.1,3.7.4.2,3.7.4.3,3.7.4.4,3.7.4.5,3.7.4.6,3.7.4.7,3.7.4.8,3.7.4.9	Operating Processes	utilities
19179	3.7.4.1	Calculate from all emissions control on units and monitoring of carbon emissions		0		false	4	3.7.4		Operating Processes	utilities
19180	3.7.4.2	Determine current carbon certificate position/obligations by vintage		0		false	4	3.7.4		Operating Processes	utilities
19181	3.7.4.3	Determine carbon trading marker		0		false	4	3.7.4		Operating Processes	utilities
19182	3.7.4.4	Obtain carbon market and internal pricing data		1	RENAME, WAS:Obtain market and internal pricing data	false	4	3.7.4		Operating Processes	utilities
19183	3.7.4.5	Determine cost and value of certificate creation		0		false	4	3.7.4		Operating Processes	utilities
19184	3.7.4.6	Determine recovery from customers		0		false	4	3.7.4		Operating Processes	utilities
19185	3.7.4.7	Calculate change in market value of positions for carbon		1	RENAME, WAS:Calculate change in market value of positions	false	4	3.7.4		Operating Processes	utilities
19186	3.7.4.8	Determine other margins and costs for carbon		1	RENAME, WAS:Determine other margins and costs	false	4	3.7.4		Operating Processes	utilities
19187	3.7.4.9	Calculate P&L on certificate trading		0		false	4	3.7.4		Operating Processes	utilities
20022	4.0	Deliver Physical Products		71	+10217, NEW	true	1		4.1,4.2,4.3,4.4	Operating Processes	utilities
10215	4.1	Plan for and align supply chain resources		31	+10221, +10224, +17042, -19188, -10225, -10228, c10222, c10226, c10227	true	2	4.0	4.1.1,4.1.2,4.1.3,4.1.4,4.1.5,4.1.6,4.1.7,4.1.8	Operating Processes	utilities
10221	4.1.1	Develop production and materials strategies		6	+14193, +19551, +14194, c10229, c10234, NEW	false	3	4.1	4.1.1.1,4.1.1.2,4.1.1.3,4.1.1.4,4.1.1.5,4.1.1.6,4.1.1.7,4.1.1.8,4.1.1.9	Operating Processes	utilities
10229	4.1.1.1	Define manufacturing goals		1	RENAME, WAS:Define goals	false	4	4.1.1		Operating Processes	utilities
10230	4.1.1.2	Define labor and materials policies		0		false	4	4.1.1		Operating Processes	utilities
10231	4.1.1.3	Define outsourcing policies		0		false	4	4.1.1		Operating Processes	utilities
10232	4.1.1.4	Define capital expense policies		0		false	4	4.1.1		Operating Processes	utilities
10233	4.1.1.5	Define capacities		0		false	4	4.1.1		Operating Processes	utilities
10234	4.1.1.6	Define production network and supply constraints		1	RENAME, WAS:Define logisticsand supply constraints	false	4	4.1.1		Operating Processes	utilities
14193	4.1.1.7	Define production process		1	NEW	false	4	4.1.1		Operating Processes	utilities
19551	4.1.1.8	Define standard operating procedures		1	NEW	false	4	4.1.1		Operating Processes	utilities
14194	4.1.1.9	Define production workplace layout and infrastructure		1	NEW	false	4	4.1.1		Operating Processes	utilities
10222	4.1.2	Manage demand for products		7	c10235, c10236, c10237, c10239, c10240, c10241, RENAME, WAS:Forecastdemand for materials and services	true	3	4.1	4.1.2.1,4.1.2.2,4.1.2.3,4.1.2.4,4.1.2.5,4.1.2.6,4.1.2.7	Operating Processes	utilities
10235	4.1.2.1	Develop baseline demand forecasts		1	RENAME, WAS:Develop baseline forecasts	false	4	4.1.2		Operating Processes	utilities
10236	4.1.2.2	Collaborate demand with customers		1	RENAME, WAS:Collaborate with customers	false	4	4.1.2		Operating Processes	utilities
10237	4.1.2.3	Develop demand consensus forecast		1	RENAME, WAS:Develop consensus forecast	false	4	4.1.2		Operating Processes	utilities
10238	4.1.2.4	Determine available to promise		0		false	4	4.1.2		Operating Processes	utilities
10239	4.1.2.5	Monitor activity against demand forecast and revise forecast		1	RENAME, WAS:Monitor activity against forecast and revise forecast	false	4	4.1.2		Operating Processes	utilities
10240	4.1.2.6	Evaluate and revise demand forecasting approach		1	RENAME, WAS:Evaluate and revise forecasting approach	false	4	4.1.2		Operating Processes	utilities
10241	4.1.2.7	Measure demand forecast accuracy		1	RENAME, WAS:Measure forecast accuracy	true	4	4.1.2		Operating Processes	utilities
10223	4.1.3	Create materials plan		1	+14196	false	3	4.1	4.1.3.1,4.1.3.2,4.1.3.3,4.1.3.4,4.1.3.5,4.1.3.6	Operating Processes	utilities
10242	4.1.3.1	Create unconstrained plan		0		false	4	4.1.3		Operating Processes	utilities
10243	4.1.3.2	Collaborate with supplier and contract manufacturers		0		false	4	4.1.3		Operating Processes	utilities
10244	4.1.3.3	Identify critical materials and supplier capacity		0		false	4	4.1.3		Operating Processes	utilities
10245	4.1.3.4	Monitor material specifications		0		false	4	4.1.3		Operating Processes	utilities
10246	4.1.3.5	Generate constrained plan		0		false	4	4.1.3		Operating Processes	utilities
14196	4.1.3.6	Define production balance and control		1	NEW	false	4	4.1.3		Operating Processes	utilities
10224	4.1.4	Create and manage master production schedule		4	+20023, +20024, +17041, NEW	false	3	4.1	4.1.4.1,4.1.4.2,4.1.4.3	Operating Processes	utilities
20023	4.1.4.1	Model production network to enable simulation and optimization		1	NEW	false	4	4.1.4		Operating Processes	utilities
20024	4.1.4.2	Create master production schedule		1	NEW	false	4	4.1.4		Operating Processes	utilities
17041	4.1.4.3	Maintain master production schedule		1	NEW	false	4	4.1.4		Operating Processes	utilities
17042	4.1.5	Plan distribution requirements		6	+19555, c10253, c10258, c10260, c10262, NEW	false	3	4.1	4.1.5.1,4.1.5.2,4.1.5.3,4.1.5.4,4.1.5.5,4.1.5.6,4.1.5.7,4.1.5.8,4.1.5.9,4.1.5.10,4.1.5.11,4.1.5.12	Operating Processes	utilities
10252	4.1.5.1	Maintain master data		0		false	4	4.1.5		Operating Processes	utilities
10253	4.1.5.2	Determine finished goods inventory requirements at destination		1	RENAME, WAS:Determineinventory requirements at destination	false	4	4.1.5		Operating Processes	utilities
19555	4.1.5.3	Determine product storage facility requirements		1	NEW	false	4	4.1.5		Operating Processes	utilities
10254	4.1.5.4	Calculate requirements at destination		0		false	4	4.1.5		Operating Processes	utilities
10255	4.1.5.5	Calculate consolidation at source		0		false	4	4.1.5		Operating Processes	utilities
10256	4.1.5.6	Manage collaborative replenishment planning		0		false	4	4.1.5		Operating Processes	utilities
10258	4.1.5.7	Calculate and optimize destination dispatch plan		1	RENAME, WAS:Calculate destination dispatch plan	false	4	4.1.5		Operating Processes	utilities
10259	4.1.5.8	Manage dispatch plan attainment		0		false	4	4.1.5		Operating Processes	utilities
10260	4.1.5.9	Calculate and optimize destination load plans		1	RENAME, WAS:Calculate destination load plans	false	4	4.1.5		Operating Processes	utilities
10261	4.1.5.10	Manage partner load plan		0		false	4	4.1.5		Operating Processes	utilities
10262	4.1.5.11	Manage cost of supply		1	RENAME, WAS:Manage the cost of supply	false	4	4.1.5		Operating Processes	utilities
10263	4.1.5.12	Manage capacity utilization		0		false	4	4.1.5		Operating Processes	utilities
10226	4.1.6	Establish distribution planning constraints		2	+19558, RENAME, WAS:Establish material distribution planning constraints	false	3	4.1	4.1.6.1,4.1.6.2,4.1.6.3,4.1.6.4	Operating Processes	utilities
10267	4.1.6.1	Establish distribution center layout constraints		0		false	4	4.1.6		Operating Processes	utilities
10268	4.1.6.2	Establish inventory management constraints		0		false	4	4.1.6		Operating Processes	utilities
10269	4.1.6.3	Establish transportation management constraints		0		false	4	4.1.6		Operating Processes	utilities
