id	name	type	label	comment	subClassOf	supersededBy	domainIncludes	rangeIncludes
schema:recipeCategory	schema:recipeCategory	rdf:Property	recipeCategory	The category of the recipe—for example, appetizer, entree, etc.			schema:Recipe	schema:Text
schema:nonprofitStatus	schema:nonprofitStatus	rdf:Property	nonprofitStatus	nonprofitStatus indicates the legal status of a non-profit organization in its primary place of business.			schema:Organization	schema:NonprofitType
schema:hasCategoryCode	schema:hasCategoryCode	rdf:Property	hasCategoryCode	A Category code contained in this code set.			schema:CategoryCodeSet	schema:CategoryCode
schema:season	schema:season	rdf:Property	season	A season in a media series.		schema:containsSeason	schema:TVSeries,schema:RadioSeries,schema:VideoGameSeries	schema:CreativeWorkSeason,schema:URL
schema:travelBans	schema:travelBans	rdf:Property	travelBans	Information about travel bans, e.g. in the context of a pandemic.			schema:SpecialAnnouncement	schema:URL,schema:WebContent
schema:homeTeam	schema:homeTeam	rdf:Property	homeTeam	The home team in a sports event.			schema:SportsEvent	schema:Person,schema:SportsTeam
schema:publicationType	schema:publicationType	rdf:Property	publicationType	The type of the medical article, taken from the US NLM MeSH publication type catalog. See also [MeSH documentation](http://www.nlm.nih.gov/mesh/pubtypes.html).			schema:MedicalScholarlyArticle	schema:Text
schema:title	schema:title	rdf:Property	title	The title of the job.			schema:JobPosting	schema:Text
schema:catalogNumber	schema:catalogNumber	rdf:Property	catalogNumber	The catalog number for the release.			schema:MusicRelease	schema:Text
schema:countryOfAssembly	schema:countryOfAssembly	rdf:Property	countryOfAssembly	The place where the product was assembled.			schema:Product	schema:Text
schema:bccRecipient	schema:bccRecipient	rdf:Property	bccRecipient	A sub property of recipient. The recipient blind copied on a message.			schema:Message	schema:Organization,schema:ContactPoint,schema:Person
schema:proteinContent	schema:proteinContent	rdf:Property	proteinContent	The number of grams of protein.			schema:NutritionInformation	schema:Mass
schema:inProductGroupWithID	schema:inProductGroupWithID	rdf:Property	inProductGroupWithID	Indicates the [[productGroupID]] for a [[ProductGroup]] that this product [[isVariantOf]]. 			schema:Product	schema:Text
schema:audienceType	schema:audienceType	rdf:Property	audienceType	The target group associated with a given audience (e.g. veterans, car owners, musicians, etc.).			schema:Audience	schema:Text
schema:courseSchedule	schema:courseSchedule	rdf:Property	courseSchedule	Represents the length and pace of a course, expressed as a [[Schedule]].			schema:CourseInstance	schema:Schedule
schema:jobLocation	schema:jobLocation	rdf:Property	jobLocation	A (typically single) geographic location associated with the job position.			schema:JobPosting	schema:Place
schema:costOrigin	schema:costOrigin	rdf:Property	costOrigin	Additional details to capture the origin of the cost data. For example, 'Medicare Part B'.			schema:DrugCost	schema:Text
schema:itinerary	schema:itinerary	rdf:Property	itinerary	Destination(s) ( [[Place]] ) that make up a trip. For a trip where destination order is important use [[ItemList]] to specify that order (see examples).			schema:Trip	schema:ItemList,schema:Place
schema:recommendedIntake	schema:recommendedIntake	rdf:Property	recommendedIntake	Recommended intake of this supplement for a given population as defined by a specific recommending authority.			schema:DietarySupplement	schema:RecommendedDoseSchedule
schema:instrument	schema:instrument	rdf:Property	instrument	The object that helped the agent perform the action. E.g. John wrote a book with *a pen*.			schema:Action	schema:Thing
schema:bitrate	schema:bitrate	rdf:Property	bitrate	The bitrate of the media object.			schema:MediaObject	schema:Text
schema:membershipPointsEarned	schema:membershipPointsEarned	rdf:Property	membershipPointsEarned	The number of membership points earned by the member. If necessary, the unitText can be used to express the units the points are issued in. (E.g. stars, miles, etc.)			schema:MemberProgramTier,schema:ProgramMembership,schema:PriceSpecification	schema:QuantitativeValue,schema:Number
schema:healthPlanCoinsuranceOption	schema:healthPlanCoinsuranceOption	rdf:Property	healthPlanCoinsuranceOption	Whether the coinsurance applies before or after deductible, etc. TODO: Is this a closed set?			schema:HealthPlanCostSharingSpecification	schema:Text
schema:variesBy	schema:variesBy	rdf:Property	variesBy	Indicates the property or properties by which the variants in a [[ProductGroup]] vary, e.g. their size, color etc. Schema.org properties can be referenced by their short name e.g. "color"; terms defined elsewhere can be referenced with their URIs.			schema:ProductGroup	schema:DefinedTerm,schema:Text
schema:runtimePlatform	schema:runtimePlatform	rdf:Property	runtimePlatform	Runtime platform or script interpreter dependencies (example: Java v1, Python 2.3, .NET Framework 3.0).			schema:SoftwareSourceCode	schema:Text
schema:medicineSystem	schema:medicineSystem	rdf:Property	medicineSystem	The system of medicine that includes this MedicalEntity, for example 'evidence-based', 'homeopathic', 'chiropractic', etc.			schema:MedicalEntity	schema:MedicineSystem
schema:inAlbum	schema:inAlbum	rdf:Property	inAlbum	The album to which this recording belongs.			schema:MusicRecording	schema:MusicAlbum
schema:unitText	schema:unitText	rdf:Property	unitText	A string or text indicating the unit of measurement. Useful if you cannot provide a standard unit code for <a href='unitCode'>unitCode</a>.			schema:UnitPriceSpecification,schema:PropertyValue,schema:QuantitativeValue,schema:TypeAndQuantityNode	schema:Text
schema:relevantSpecialty	schema:relevantSpecialty	rdf:Property	relevantSpecialty	If applicable, a medical specialty in which this entity is relevant.			schema:MedicalEntity	schema:MedicalSpecialty
schema:suggestedGender	schema:suggestedGender	rdf:Property	suggestedGender	The suggested gender of the intended person or audience, for example "male", "female", or "unisex".			schema:PeopleAudience,schema:SizeSpecification	schema:GenderType,schema:Text
schema:applicationStartDate	schema:applicationStartDate	rdf:Property	applicationStartDate	The date at which the program begins collecting applications for the next enrollment cycle.			schema:EducationalOccupationalProgram	schema:Date
schema:underName	schema:underName	rdf:Property	underName	The person or organization the reservation or ticket is for.			schema:Ticket,schema:Reservation	schema:Person,schema:Organization
schema:artMedium	schema:artMedium	rdf:Property	artMedium	The material used. (E.g. Oil, Watercolour, Acrylic, Linoprint, Marble, Cyanotype, Digital, Lithograph, DryPoint, Intaglio, Pastel, Woodcut, Pencil, Mixed Media, etc.)			schema:VisualArtwork	schema:Text,schema:URL
schema:subjectOf	schema:subjectOf	rdf:Property	subjectOf	A CreativeWork or Event about this Thing.			schema:Thing	schema:Event,schema:CreativeWork
schema:grantee	schema:grantee	rdf:Property	grantee	The person, organization, contact point, or audience that has been granted this permission.			schema:DigitalDocumentPermission	schema:Organization,schema:Audience,schema:Person,schema:ContactPoint
schema:loanRepaymentForm	schema:loanRepaymentForm	rdf:Property	loanRepaymentForm	A form of paying back money previously borrowed from a lender. Repayment usually takes the form of periodic payments that normally include part principal plus interest in each payment.			schema:LoanOrCredit	schema:RepaymentSpecification
schema:valueMaxLength	schema:valueMaxLength	rdf:Property	valueMaxLength	Specifies the allowed range for number of characters in a literal value.			schema:PropertyValueSpecification	schema:Number
schema:lastReviewed	schema:lastReviewed	rdf:Property	lastReviewed	Date on which the content on this web page was last reviewed for accuracy and/or completeness.			schema:WebPage	schema:Date
schema:producer	schema:producer	rdf:Property	producer	The person or organization who produced the work (e.g. music album, movie, TV/radio series etc.).			schema:CreativeWork	schema:Person,schema:Organization
schema:legislationCorrects	schema:legislationCorrects	rdf:Property	legislationCorrects	Another legislation in which this one introduces textual changes, like correction of spelling mistakes, with no legal impact (for modifications that have legal impact, use <a href="/legislationAmends">legislationAmends</a>).			schema:Legislation	schema:Legislation
schema:lodgingUnitType	schema:lodgingUnitType	rdf:Property	lodgingUnitType	Textual description of the unit type (including suite vs. room, size of bed, etc.).			schema:LodgingReservation	schema:Text,schema:QualitativeValue
schema:chemicalRole	schema:chemicalRole	rdf:Property	chemicalRole	A role played by the BioChemEntity within a chemical context.			schema:MolecularEntity,schema:ChemicalSubstance	schema:DefinedTerm
schema:monthlyMinimumRepaymentAmount	schema:monthlyMinimumRepaymentAmount	rdf:Property	monthlyMinimumRepaymentAmount	The minimum payment is the lowest amount of money that one is required to pay on a credit card statement each month.			schema:PaymentCard	schema:Number,schema:MonetaryAmount
schema:incentivizedItem	schema:incentivizedItem	rdf:Property	incentivizedItem	The type or specific product(s) and/or service(s) being incentivized. <p>DefinedTermSets are used for product and service categories such as the United Nations Standard Products and Services Code:</p>     {         "@type": "DefinedTerm",         "inDefinedTermSet": "https://www.unspsc.org/",         "termCode": "261315XX",         "name": "Photovoltaic module"     }  <p>For a specific product or service, use the Product type:</p>     {         "@type": "Product",         "name": "Kenmore White 17" Microwave",     } For multiple different incentivized items, use multiple [[DefinedTerm]] or [[Product]].			schema:FinancialIncentive	schema:DefinedTerm,schema:Product
schema:messageAttachment	schema:messageAttachment	rdf:Property	messageAttachment	A CreativeWork attached to the message.			schema:Message	schema:CreativeWork
schema:usNPI	schema:usNPI	rdf:Property	usNPI	A <a href="https://en.wikipedia.org/wiki/National_Provider_Identifier">National Provider Identifier</a> (NPI)      is a unique 10-digit identification number issued to health care providers in the United States by the Centers for Medicare and Medicaid Services.			schema:Physician	schema:Text
schema:relatedCondition	schema:relatedCondition	rdf:Property	relatedCondition	A medical condition associated with this anatomy.			schema:AnatomicalStructure,schema:SuperficialAnatomy,schema:AnatomicalSystem	schema:MedicalCondition
schema:spouse	schema:spouse	rdf:Property	spouse	The person's spouse.			schema:Person	schema:Person
schema:schemaVersion	schema:schemaVersion	rdf:Property	schemaVersion	Indicates (by URL or string) a particular version of a schema used in some CreativeWork. This property was created primarily to     indicate the use of a specific schema.org release, e.g. ```10.0``` as a simple string, or more explicitly via URL, ```https://schema.org/docs/releases.html#v10.0```. There may be situations in which other schemas might usefully be referenced this way, e.g. ```http://dublincore.org/specifications/dublin-core/dces/1999-07-02/``` but this has not been carefully explored in the community.			schema:CreativeWork	schema:Text,schema:URL
schema:departureAirport	schema:departureAirport	rdf:Property	departureAirport	The airport where the flight originates.			schema:Flight	schema:Airport
schema:hasTierRequirement	schema:hasTierRequirement	rdf:Property	hasTierRequirement	A requirement for a user to join a membership tier, for example: a CreditCard if the tier requires sign up for a credit card, A UnitPriceSpecification if the user is required to pay a (periodic) fee, or a MonetaryAmount if the user needs to spend a minimum amount to join the tier. If a tier is free to join then this property does not need to be specified.			schema:MemberProgramTier	schema:MonetaryAmount,schema:CreditCard,schema:Text,schema:UnitPriceSpecification
schema:hasDeliveryMethod	schema:hasDeliveryMethod	rdf:Property	hasDeliveryMethod	Method used for delivery or shipping.			schema:ParcelDelivery,schema:DeliveryEvent	schema:DeliveryMethod
schema:gettingTestedInfo	schema:gettingTestedInfo	rdf:Property	gettingTestedInfo	Information about getting tested (for a [[MedicalCondition]]), e.g. in the context of a pandemic.			schema:SpecialAnnouncement	schema:URL,schema:WebContent
schema:isAvailableGenerically	schema:isAvailableGenerically	rdf:Property	isAvailableGenerically	True if the drug is available in a generic form (regardless of name).			schema:Drug	schema:Boolean
schema:serviceType	schema:serviceType	rdf:Property	serviceType	The type of service being offered, e.g. veterans' benefits, emergency relief, etc.			schema:Service	schema:GovernmentBenefitsType,schema:Text
schema:credentialCategory	schema:credentialCategory	rdf:Property	credentialCategory	The category or type of credential being described, for example "degree”, “certificate”, “badge”, or more specific term.			schema:EducationalOccupationalCredential	schema:DefinedTerm,schema:Text,schema:URL
schema:musicBy	schema:musicBy	rdf:Property	musicBy	The composer of the soundtrack.			schema:MovieSeries,schema:TVSeries,schema:VideoGame,schema:Movie,schema:RadioSeries,schema:Episode,schema:VideoGameSeries,schema:VideoObject,schema:Clip	schema:MusicGroup,schema:Person
schema:instructor	schema:instructor	rdf:Property	instructor	A person assigned to instruct or provide instructional assistance for the [[CourseInstance]].			schema:CourseInstance	schema:Person
schema:eligibleWithSupplier	schema:eligibleWithSupplier	rdf:Property	eligibleWithSupplier	The supplier of the incentivized item/service for which the incentive is valid for such as a utility company, merchant, or contractor.			schema:FinancialIncentive	schema:Organization
schema:hasDefinedTerm	schema:hasDefinedTerm	rdf:Property	hasDefinedTerm	A Defined Term contained in this term set.			schema:Taxon,schema:DefinedTermSet	schema:DefinedTerm
schema:upvoteCount	schema:upvoteCount	rdf:Property	upvoteCount	The number of upvotes this question, answer or comment has received from the community.			schema:Comment	schema:Integer
schema:numChildren	schema:numChildren	rdf:Property	numChildren	The number of children staying in the unit.			schema:LodgingReservation	schema:QuantitativeValue,schema:Integer
schema:gtin14	schema:gtin14	rdf:Property	gtin14	The GTIN-14 code of the product, or the product to which the offer refers. See [GS1 GTIN Summary](http://www.gs1.org/barcodes/technical/idkeys/gtin) for more details.			schema:Offer,schema:Demand,schema:Product	schema:Text
schema:includedRiskFactor	schema:includedRiskFactor	rdf:Property	includedRiskFactor	A modifiable or non-modifiable risk factor included in the calculation, e.g. age, coexisting condition.			schema:MedicalRiskEstimator	schema:MedicalRiskFactor
schema:serviceArea	schema:serviceArea	rdf:Property	serviceArea	The geographic area where the service is provided.		schema:areaServed	schema:ContactPoint,schema:Organization,schema:Service	schema:AdministrativeArea,schema:GeoShape,schema:Place
schema:inStoreReturnsOffered	schema:inStoreReturnsOffered	rdf:Property	inStoreReturnsOffered	Are in-store returns offered? (For more advanced return methods use the [[returnMethod]] property.)			schema:MerchantReturnPolicy	schema:Boolean
schema:processorRequirements	schema:processorRequirements	rdf:Property	processorRequirements	Processor architecture required to run the application (e.g. IA64).			schema:SoftwareApplication	schema:Text
schema:availableTest	schema:availableTest	rdf:Property	availableTest	A diagnostic test or procedure offered by this lab.			schema:DiagnosticLab	schema:MedicalTest
schema:educationalCredentialAwarded	schema:educationalCredentialAwarded	rdf:Property	educationalCredentialAwarded	A description of the qualification, award, certificate, diploma or other educational credential awarded as a consequence of successful completion of this course or program.			schema:Course,schema:EducationalOccupationalProgram	schema:EducationalOccupationalCredential,schema:Text,schema:URL
schema:isEncodedByBioChemEntity	schema:isEncodedByBioChemEntity	rdf:Property	isEncodedByBioChemEntity	Another BioChemEntity encoding by this one.			schema:BioChemEntity	schema:Gene
schema:foundingDate	schema:foundingDate	rdf:Property	foundingDate	The date that this organization was founded.			schema:Organization	schema:Date
schema:referee	schema:referee	rdf:Property	referee	An official who watches a game or match closely to enforce the rules and arbitrate on matters arising from the play such as referees, umpires or judges. The name of the effective function can vary according to the sport.			schema:SportsEvent	schema:Person
schema:name	schema:name	rdf:Property	name	The name of the item.			schema:Thing	schema:Text
schema:torque	schema:torque	rdf:Property	torque	The torque (turning force) of the vehicle's engine.\n\nTypical unit code(s): NU for newton metre (N m), F17 for pound-force per foot, or F48 for pound-force per inch\n\n* Note 1: You can link to information about how the given value has been determined (e.g. reference RPM) using the [[valueReference]] property.\n* Note 2: You can use [[minValue]] and [[maxValue]] to indicate ranges.			schema:EngineSpecification	schema:QuantitativeValue
schema:seasons	schema:seasons	rdf:Property	seasons	A season in a media series.		schema:season	schema:TVSeries,schema:RadioSeries,schema:VideoGameSeries	schema:CreativeWorkSeason
schema:primaryImageOfPage	schema:primaryImageOfPage	rdf:Property	primaryImageOfPage	Indicates the main image on the page.			schema:WebPage	schema:ImageObject
schema:geoIntersects	schema:geoIntersects	rdf:Property	geoIntersects	Represents spatial relations in which two geometries (or the places they represent) have at least one point in common. As defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM).			schema:Place,schema:GeospatialGeometry	schema:Place,schema:GeospatialGeometry
schema:parents	schema:parents	rdf:Property	parents	A parents of the person.		schema:parent	schema:Person	schema:Person
schema:countriesSupported	schema:countriesSupported	rdf:Property	countriesSupported	Countries for which the application is supported. You can also provide the two-letter ISO 3166-1 alpha-2 country code.			schema:SoftwareApplication	schema:Text
schema:caption	schema:caption	rdf:Property	caption	The caption for this object. For downloadable machine formats (closed caption, subtitles etc.) use MediaObject and indicate the [[encodingFormat]].			schema:ImageObject,schema:AudioObject,schema:VideoObject	schema:MediaObject,schema:Text
schema:subtitleLanguage	schema:subtitleLanguage	rdf:Property	subtitleLanguage	Languages in which subtitles/captions are available, in [IETF BCP 47 standard format](http://tools.ietf.org/html/bcp47).			schema:ScreeningEvent,schema:TVEpisode,schema:BroadcastEvent,schema:Movie	schema:Language,schema:Text
schema:permissions	schema:permissions	rdf:Property	permissions	Permission(s) required to run the app (for example, a mobile app may require full internet access or may run only on wifi).			schema:SoftwareApplication	schema:Text
schema:incentiveType	schema:incentiveType	rdf:Property	incentiveType	The type of incentive offered (tax credit/rebate, tax deduction, tax waiver, subsidies, etc.).			schema:FinancialIncentive	schema:IncentiveType
schema:postalCodeEnd	schema:postalCodeEnd	rdf:Property	postalCodeEnd	Last postal code in the range (included). Needs to be after [[postalCodeBegin]].			schema:PostalCodeRangeSpecification	schema:Text
schema:offeredBy	schema:offeredBy	rdf:Property	offeredBy	A pointer to the organization or person making the offer.			schema:Offer	schema:Organization,schema:Person
schema:dissolutionDate	schema:dissolutionDate	rdf:Property	dissolutionDate	The date that this organization was dissolved.			schema:Organization	schema:Date
schema:hasCredential	schema:hasCredential	rdf:Property	hasCredential	A credential awarded to the Person or Organization.			schema:Person,schema:Organization	schema:EducationalOccupationalCredential
schema:geoWithin	schema:geoWithin	rdf:Property	geoWithin	Represents a relationship between two geometries (or the places they represent), relating a geometry to one that contains it, i.e. it is inside (i.e. within) its interior. As defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM).			schema:GeospatialGeometry,schema:Place	schema:GeospatialGeometry,schema:Place
schema:administrationRoute	schema:administrationRoute	rdf:Property	administrationRoute	A route by which this drug may be administered, e.g. 'oral'.			schema:Drug	schema:Text
schema:servicePostalAddress	schema:servicePostalAddress	rdf:Property	servicePostalAddress	The address for accessing the service by mail.			schema:ServiceChannel	schema:PostalAddress
schema:expertConsiderations	schema:expertConsiderations	rdf:Property	expertConsiderations	Medical expert advice related to the plan.			schema:Diet	schema:Text
schema:safetyConsideration	schema:safetyConsideration	rdf:Property	safetyConsideration	Any potential safety concern associated with the supplement. May include interactions with other drugs and foods, pregnancy, breastfeeding, known adverse reactions, and documented efficacy of the supplement.			schema:DietarySupplement	schema:Text
schema:collectionSize	schema:collectionSize	rdf:Property	[object Object]	[object Object]			schema:Collection	schema:Integer
schema:coach	schema:coach	rdf:Property	coach	A person that acts in a coaching role for a sports team.			schema:SportsTeam	schema:Person
schema:mainEntityOfPage	schema:mainEntityOfPage	rdf:Property	mainEntityOfPage	Indicates a page (or other CreativeWork) for which this thing is the main entity being described. See [background notes](/docs/datamodel.html#mainEntityBackground) for details.			schema:Thing	schema:CreativeWork,schema:URL
schema:founder	schema:founder	rdf:Property	founder	A person or organization who founded this organization.			schema:Organization	schema:Organization,schema:Person
schema:eventAttendanceMode	schema:eventAttendanceMode	rdf:Property	eventAttendanceMode	The eventAttendanceMode of an event indicates whether it occurs online, offline, or a mix.			schema:Event	schema:EventAttendanceModeEnumeration
schema:contentSize	schema:contentSize	rdf:Property	contentSize	File size in (mega/kilo)bytes.			schema:MediaObject	schema:Text
schema:inverseOf	schema:inverseOf	rdf:Property	inverseOf	Relates a property to a property that is its inverse. Inverse properties relate the same pairs of items to each other, but in reversed direction. For example, the 'alumni' and 'alumniOf' properties are inverseOf each other. Some properties don't have explicit inverses; in these situations RDFa and JSON-LD syntax for reverse properties can be used.			schema:Property	schema:Property
schema:characterAttribute	schema:characterAttribute	rdf:Property	characterAttribute	A piece of data that represents a particular aspect of a fictional character (skill, power, character points, advantage, disadvantage).			schema:Game,schema:VideoGameSeries	schema:Thing
schema:alumniOf	schema:alumniOf	rdf:Property	alumniOf	An organization that the person is an alumni of.			schema:Person	schema:Organization,schema:EducationalOrganization
schema:asin	schema:asin	rdf:Property	asin	An Amazon Standard Identification Number (ASIN) is a 10-character alphanumeric unique identifier assigned by Amazon.com and its partners for product identification within the Amazon organization (summary from [Wikipedia](https://en.wikipedia.org/wiki/Amazon_Standard_Identification_Number)'s article).  Note also that this is a definition for how to include ASINs in Schema.org data, and not a definition of ASINs in general - see documentation from Amazon for authoritative details. ASINs are most commonly encoded as text strings, but the [asin] property supports URL/URI as potential values too.			schema:Offer,schema:Product,schema:Demand	schema:URL,schema:Text
schema:accessibilityControl	schema:accessibilityControl	rdf:Property	accessibilityControl	Identifies input methods that are sufficient to fully control the described resource. Values should be drawn from the [approved vocabulary](https://www.w3.org/2021/a11y-discov-vocab/latest/#accessibilityControl-vocabulary).			schema:CreativeWork	schema:Text
schema:value	schema:value	rdf:Property	value	The value of a [[QuantitativeValue]] (including [[Observation]]) or property value node.\n\n* For [[QuantitativeValue]] and [[MonetaryAmount]], the recommended type for values is 'Number'.\n* For [[PropertyValue]], it can be 'Text', 'Number', 'Boolean', or 'StructuredValue'.\n* Use values from 0123456789 (Unicode 'DIGIT ZERO' (U+0030) to 'DIGIT NINE' (U+0039)) rather than superficially similar Unicode symbols.\n* Use '.' (Unicode 'FULL STOP' (U+002E)) rather than ',' to indicate a decimal point. Avoid using these symbols as a readability separator.			schema:QuantitativeValue,schema:PropertyValue,schema:MonetaryAmount	schema:Number,schema:StructuredValue,schema:Boolean,schema:Text
schema:archiveHeld	schema:archiveHeld	rdf:Property	[object Object]	[object Object]			schema:ArchiveOrganization	schema:ArchiveComponent
schema:valueAddedTaxIncluded	schema:valueAddedTaxIncluded	rdf:Property	valueAddedTaxIncluded	Specifies whether the applicable value-added tax (VAT) is included in the price specification or not.			schema:PriceSpecification	schema:Boolean
schema:author	schema:author	rdf:Property	author	The author of this content or rating. Please note that author is special in that HTML 5 provides a special mechanism for indicating authorship via the rel tag. That is equivalent to this and may be used interchangeably.			schema:Rating,schema:CreativeWork	schema:Person,schema:Organization
schema:relevantOccupation	schema:relevantOccupation	rdf:Property	relevantOccupation	The Occupation for the JobPosting.			schema:JobPosting	schema:Occupation
schema:taxID	schema:taxID	rdf:Property	taxID	The Tax / Fiscal ID of the organization or person, e.g. the TIN in the US or the CIF/NIF in Spain.			schema:Person,schema:Organization	schema:Text
schema:releaseNotes	schema:releaseNotes	rdf:Property	releaseNotes	Description of what changed in this version.			schema:SoftwareApplication	schema:URL,schema:Text
schema:event	schema:event	rdf:Property	event	Upcoming or past event associated with this place, organization, or action.			schema:InformAction,schema:Place,schema:Organization,schema:JoinAction,schema:InviteAction,schema:LeaveAction,schema:PlayAction	schema:Event
schema:legalStatus	schema:legalStatus	rdf:Property	legalStatus	The drug or supplement's legal status, including any controlled substance schedules that apply.			schema:Drug,schema:MedicalEntity,schema:DietarySupplement	schema:DrugLegalStatus,schema:MedicalEnumeration,schema:Text
schema:trackingNumber	schema:trackingNumber	rdf:Property	trackingNumber	Shipper tracking number.			schema:ParcelDelivery	schema:Text
schema:collection	schema:collection	rdf:Property	collection	A sub property of object. The collection target of the action.		schema:targetCollection	schema:UpdateAction	schema:Thing
schema:playerType	schema:playerType	rdf:Property	playerType	Player type required&#x2014;for example, Flash or Silverlight.			schema:MediaObject	schema:Text
schema:cvdNumVentUse	schema:cvdNumVentUse	rdf:Property	cvdNumVentUse	numventuse - MECHANICAL VENTILATORS IN USE: Total number of ventilators in use.			schema:CDCPMDRecord	schema:Number
schema:typicalCreditsPerTerm	schema:typicalCreditsPerTerm	rdf:Property	typicalCreditsPerTerm	The number of credits or units a full-time student would be expected to take in 1 term however 'term' is defined by the institution.			schema:EducationalOccupationalProgram	schema:Integer,schema:StructuredValue
schema:benefits	schema:benefits	rdf:Property	benefits	Description of benefits associated with the job.		schema:jobBenefits	schema:JobPosting	schema:Text
schema:stepValue	schema:stepValue	rdf:Property	stepValue	The stepValue attribute indicates the granularity that is expected (and required) of the value in a PropertyValueSpecification.			schema:PropertyValueSpecification	schema:Number
schema:translator	schema:translator	rdf:Property	translator	Organization or person who adapts a creative work to different languages, regional differences and technical requirements of a target market, or that translates during some event.			schema:Event,schema:CreativeWork	schema:Person,schema:Organization
schema:actionProcess	schema:actionProcess	rdf:Property	actionProcess	Description of the process by which the action was performed.			schema:Action	schema:HowTo
schema:codeSampleType	schema:codeSampleType	rdf:Property	codeSampleType	What type of code sample: full (compile ready) solution, code snippet, inline code, scripts, template.			schema:SoftwareSourceCode	schema:Text
schema:contactlessPayment	schema:contactlessPayment	rdf:Property	contactlessPayment	A secure method for consumers to purchase products or services via debit, credit or smartcards by using RFID or NFC technology.			schema:PaymentCard	schema:Boolean
schema:speakable	schema:speakable	rdf:Property	speakable	Indicates sections of a Web page that are particularly 'speakable' in the sense of being highlighted as being especially appropriate for text-to-speech conversion. Other sections of a page may also be usefully spoken in particular circumstances; the 'speakable' property serves to indicate the parts most likely to be generally useful for speech.  The *speakable* property can be repeated an arbitrary number of times, with three kinds of possible 'content-locator' values:  1.) *id-value* URL references - uses *id-value* of an element in the page being annotated. The simplest use of *speakable* has (potentially relative) URL values, referencing identified sections of the document concerned.  2.) CSS Selectors - addresses content in the annotated page, e.g. via class attribute. Use the [[cssSelector]] property.  3.)  XPaths - addresses content via XPaths (assuming an XML view of the content). Use the [[xpath]] property.   For more sophisticated markup of speakable sections beyond simple ID references, either CSS selectors or XPath expressions to pick out document section(s) as speakable. For this we define a supporting type, [[SpeakableSpecification]]  which is defined to be a possible value of the *speakable* property.          			schema:WebPage,schema:Article	schema:URL,schema:SpeakableSpecification
schema:appearance	schema:appearance	rdf:Property	appearance	Indicates an occurrence of a [[Claim]] in some [[CreativeWork]].			schema:Claim	schema:CreativeWork
schema:application	schema:application	rdf:Property	application	An application that can complete the request.		schema:actionApplication	schema:EntryPoint	schema:SoftwareApplication
schema:originAddress	schema:originAddress	rdf:Property	originAddress	Shipper's address.			schema:ParcelDelivery	schema:PostalAddress
schema:costCategory	schema:costCategory	rdf:Property	costCategory	The category of cost, such as wholesale, retail, reimbursement cap, etc.			schema:DrugCost	schema:DrugCostCategory
schema:program	schema:program	rdf:Property	program	The [MemberProgram](https://schema.org/MemberProgram) associated with a [ProgramMembership](https://schema.org/ProgramMembership).			schema:ProgramMembership	schema:MemberProgram
schema:address	schema:address	rdf:Property	address	Physical address of the item.			schema:GeoShape,schema:GeoCoordinates,schema:Person,schema:Place,schema:Organization	schema:Text,schema:PostalAddress
schema:applicationContact	schema:applicationContact	rdf:Property	applicationContact	Contact details for further information relevant to this job posting.			schema:JobPosting	schema:ContactPoint
schema:numberOfAirbags	schema:numberOfAirbags	rdf:Property	numberOfAirbags	The number or type of airbags in the vehicle.			schema:Vehicle	schema:Number,schema:Text
schema:merchant	schema:merchant	rdf:Property	merchant	'merchant' is an out-dated term for 'seller'.		schema:seller	schema:Order	schema:Person,schema:Organization
schema:deliveryStatus	schema:deliveryStatus	rdf:Property	deliveryStatus	New entry added as the package passes through each leg of its journey (from shipment to final delivery).			schema:ParcelDelivery	schema:DeliveryEvent
schema:superEvent	schema:superEvent	rdf:Property	superEvent	An event that this event is a part of. For example, a collection of individual music performances might each have a music festival as their superEvent.			schema:Event	schema:Event
schema:foodEvent	schema:foodEvent	rdf:Property	foodEvent	A sub property of location. The specific food event where the action occurred.			schema:CookAction	schema:FoodEvent
schema:colleague	schema:colleague	rdf:Property	colleague	A colleague of the person.			schema:Person	schema:Person,schema:URL
schema:hasCourse	schema:hasCourse	rdf:Property	hasCourse	A course or class that is one of the learning opportunities that constitute an educational / occupational program. No information is implied about whether the course is mandatory or optional; no guarantee is implied about whether the course will be available to everyone on the program.			schema:EducationalOccupationalProgram	schema:Course
schema:byDay	schema:byDay	rdf:Property	byDay	Defines the day(s) of the week on which a recurring [[Event]] takes place. May be specified using either [[DayOfWeek]], or alternatively [[Text]] conforming to iCal's syntax for byDay recurrence rules.			schema:Schedule	schema:Text,schema:DayOfWeek
schema:childMinAge	schema:childMinAge	rdf:Property	childMinAge	Minimal age of the child.			schema:ParentAudience	schema:Number
schema:ratingExplanation	schema:ratingExplanation	rdf:Property	ratingExplanation	A short explanation (e.g. one to two sentences) providing background context and other information that led to the conclusion expressed in the rating. This is particularly applicable to ratings associated with "fact check" markup using [[ClaimReview]].			schema:Rating	schema:Text
schema:hasMerchantReturnPolicy	schema:hasMerchantReturnPolicy	rdf:Property	hasMerchantReturnPolicy	Specifies a MerchantReturnPolicy that may be applicable.			schema:Organization,schema:Offer,schema:Product	schema:MerchantReturnPolicy
