id	frequency	sources	baseNoun	modifiers	description
CapitalImprovementPlanVision	1	Processes			
BidSelection	1	Processes			
ContractSelection	1	Processes			
WorkOrderProcess	1	Processes			
WorkOrderCycleTime	1	Processes			
IntegratePreventiveMaintenance	1	Processes			
DispositionStrategy	1	Processes			
FacilityHousekeeping	1	Processes			
CleaningNeeds	1	Processes			
ProcessCleaningGuidelines	1	Processes			
CleaningEffectiveness	1	Processes			
RiskMitigationPlansAreImplemented	1	Processes			
RisksMitigationAction	1	Processes			
RiskMitigationAction	1	Processes			
FunctionFollowsEnterpriseRiskManagementProcess	1	Processes			
FunctionFollowsEnterpriseRiskReportingProcess	1	Processes			
RegulatoryComplianceStrategy	1	Processes			
CurrentCompliancePosition	1	Processes			
IdentifyWeaknesses	1	Processes			
MissingRegulatoryComplianceControlsPermissionGranted	1	Processes			
StrongerRegulatoryComplianceControlsPermissionGranted	1	Processes			
ContinuousDistrictOperationsPlanning	1	Processes			
ComplianceAudit	1	Processes			
RegulatoryStakeholdersRequirements	1	Processes			
FacilitySecurityVulnerabilities	1	Processes			
SecurityEquipmentSource	1	Processes			
FundingSource	1	Processes			
SecurityCompliance	1	Processes			
GovernmentDistrictRelationships	1	Processes			
OtherDistrictRelationships	1	Processes			
Trustees	1	Processes			
KeyMeasures	1	Processes			
DistrictGovernancePolicies	1	Processes			
AssociationGroups	1	Processes			
OperationalProcesses	1	Processes			
ProcessImplementation	1	Processes			
DistrictProjects	1	Processes			
OperationalProgramGovernance	1	Processes			
OperationalPrograms	1	Processes			
ProgramImplementation	1	Processes			
ProjectRationaleFunding	1	Processes			
DistrictQualityPerformance	1	Processes			
QualityMeasurements	1	Processes			
QualityAssessments	1	Processes			
ProcessCompliance	1	Processes			
StandardsCompliance	1	Processes			
OrganizationalEffectivenessAssessment	1	Processes			
SupportOperationalProcessesSystems	1	Processes			
CentralKmCoreGroup	1	Processes			
Indicator	1	Processes			
ProcessProductivity	1	Processes			
StaffEfficiency	1	Processes			
UnderstandNeed	1	Processes			
ChangeNeeded	1	Processes			
DegreeNeeded	1	Processes			
City'sComprehensivePlan	1	Processes			
ExternalInfluencers	1	Processes			
ConstituentDemographics	1	Processes			
CityStructure	1	Processes			
City'sCoreCompetencies	1	Processes			
StructuralOptions	1	Processes			
ServiceProfile	1	Processes			
AnnexationOptions	1	Processes			
CityStrategy	1	Processes			
CurrentCityFunctions	1	Processes			
ResiliencyStrategy	1	Processes			
SafetyStrategy	1	Processes			
EconomicDevelopmentStrategy	1	Processes			
LegalContext	1	Processes			
StatutoryLimitations	1	Processes			
CitySpecificPolicies	1	Processes			
CityAgenda	1	Processes			
CityServicePortfolio	1	Processes			
CityServicesAgainstComprehensivePlan	1	Processes			
SocialImpact	1	Processes			
CityServicesAgainstBenchmarkCommunities	1	Processes			
CityServiceRequirements	1	Processes			
CityServiceGapAnalysis	1	Processes			
PotentialNewCityServices	1	Processes			
ExistingCityServicesAreObsoletePoorReturn	1	Processes			
ProvidePoorReturn	1	Processes			
CityServiceConcepts	1	Processes			
ServiceSponsorship	1	Processes			
Redundancies	1	Processes			
CityServiceLifeCycle	1	Processes			
NewCityServices	1	Processes			
OutdatedPerformingCityServices	1	Processes			
PoorPerformingCityServices	1	Processes			
ServicesImplemented	1	Processes			
OtherCities	1	Processes			
IntegratingNewCityServiceConcepts	1	Processes			
CityServiceDevelopmentProject	1	Processes			
CityServiceDesignSpecifications	1	Processes			
ServiceProof	1	Processes			
DetailedFeasibilityStudy	1	Processes			
ConstituentSurveys	1	Processes			
ServiceConcept	1	Processes			
CityServiceModifications	1	Processes			
ServiceDesignChange	1	Processes			
ConstituentNeedsAnalysis	1	Processes			
ConstituentResearch	1	Processes			
ConstituentSegments	1	Processes			
DemographicTrends	1	Processes			
PromotionalOpportunities	1	Processes			
CapabilitiesComprehensivePlan	1	Processes			
OpportunityTesting	1	Processes			
PromotionalStrategy	1	Processes			
ConstituentValueProposition	1	Processes			
PromotionalBudgets	1	Processes			
PromotionAlignment	1	Processes			
PromotionsBudget	1	Processes			
ServicePricingStructure	1	Processes			
ConstituentRevenueTrends	1	Processes			
ConstituentAttritionRates	1	Processes			
ConstituentMetrics	1	Processes			
ConstituentStrategies	1	Processes			
ServiceEnrollmentStrategy	1	Processes			
EnrollmentTrends	1	Processes			
OverallServiceRevenueProjections	1	Processes			
ServiceRevenue	1	Processes			
NetGain	1	Processes			
ServiceRevenueGoals	1	Processes			
PotentialServiceSubscribers	1	Processes			
EnrollmentTraining	1	Processes			
CityProducts	1	Processes			
SustainableDemandRange	1	Processes			
FacilityAvailability	1	Processes			
FacilityDemand	1	Processes			
PlanningCoordination	1	Processes			
ServiceAvailabilityRequirements	1	Processes			
PhysicalServiceConstraints	1	Processes			
PhysicalConstraints	1	Processes			
InventoryConstraints	1	Processes			
DeliveryConstraints	1	Processes			
RegionalGovernments	1	Processes			
NeighboringGovernments	1	Processes			
ScopeSpecifications	1	Processes			
LicenseIssuance	1	Processes			
LicenseApplication	1	Processes			
LicenseeTest	1	Processes			
License	1	Processes			
PermitIssuance	1	Processes			
PermitApplication	1	Processes			
PermitCodeRequirements	1	Processes			
CertificateIssuance	1	Processes			
CerticicateIssuance	1	Processes			
Entitlements	1	Processes			
ConstituentIdentity	1	Processes			
AffectedParties	1	Processes			
InspectionScope	1	Processes			
InspectionCompliance	1	Processes			
Notice	1	Processes			
ViolationNotification	1	Processes			
InspectionResults	1	Processes			
PreliminaryAnalysisInitiation	1	Processes			
CaseInitiation	1	Processes			
Prosecution	1	Processes			
Issuance	1	Processes			
WasteHandling	1	Processes			
WasteMaterialCollection	1	Processes			
WasteMaterialCollectionSchedule	1	Processes			
WasteMaterialVendors	1	Processes			
WasteMaterialBins	1	Processes			
Landfill	1	Processes			
FutureWasteCapacityNeeds	1	Processes			
WastewaterInfrastructure	1	Processes			
WastewaterCollectionInfrastructure	1	Processes			
WastewaterTreatmentInfrastructure	1	Processes			
WastewaterSystemCapacity	1	Processes			
FutureWastewaterCapacityNeeds	1	Processes			
WastewaterTreatment	1	Processes			
TreatedWater	1	Processes			
ResponsibleUsage	1	Processes			
TrainingEducationPrograms	1	Processes			
WasteEducationPrograms	1	Processes			
RecyclingEvents	1	Processes			
Roadshows	1	Processes			
ParkUsageRules	1	Processes			
ConstituentUsage	1	Processes			
TurfMaintenance	1	Processes			
FutureParkCapacityNeeds	1	Processes			
Hardscapes	1	Processes			
Greenspaces	1	Processes			
FutureGreenspaceCapacityNeeds	1	Processes			
GreenspaceUsage	1	Processes			
ReservationPolicies	1	Processes			
ReservationFees	1	Processes			
ReservationSchedules	1	Processes			
Ages	1	Processes			
RecreationFeeSchedule	1	Processes			
RecreationalServicesUsage	1	Processes			
PublicSafetyServices	1	Processes			
EmergencyDispatchServices	1	Processes			
PublicSafetyAnsweringPoints	1	Processes			
Caller	1	Processes			
PublicSafetyAnsweringPoint	1	Processes			
AppropriatePublicSafetyDepartments	1	Processes			
EmergencyMedicalServices	1	Processes			
MedicalCalls	1	Processes			
MedicalCalloutTimes	1	Processes			
MedicalPost	1	Processes			
ProperInventory	1	Processes			
CoverageArea	1	Processes			
NewStations	1	Processes			
FutureCapacityNeeds	1	Processes			
FireServices	1	Processes			
FireCalls	1	Processes			
FireServicesCalloutTimes	1	Processes			
FireServicesPost	1	Processes			
FireServicesPublicEvents	1	Processes			
PublicSafetyRegulations	1	Processes			
PublicSafetyRegulatoryCompliance	1	Processes			
PublicSafetyViolationNotification	1	Processes			
PublicSafetyMediationStandards	1	Processes			
AdequateProtection	1	Processes			
SeizedAssets	1	Processes			
Detentions	1	Processes			
OffenderPopulationSegmentation	1	Processes			
OffenderWorkPrograms	1	Processes			
OffenderIncentivePrograms	1	Processes			
OffenderPopulation	1	Processes			
NewInmates	1	Processes			
BasicCare	1	Processes			
OffenderJobTrainingServices	1	Processes			
EducationServices	1	Processes			
ParoleReleasePrograms	1	Processes			
WorkReleasePrograms	1	Processes			
OffenderStatus	1	Processes			
Parolees	1	Processes			
TransportationSystemPlans	1	Processes			
TransportationInfrastructure	1	Processes			
TransportServices	1	Processes			
IntergovernmentalOrganizations	1	Processes			
LongRangePlan	1	Processes			
TransportationSystem	1	Processes			
TransportationMonitoringSystems	1	Processes			
TransportSystems	1	Processes			
TransportationIncidents	1	Processes			
AffectedTransportMaintenance	1	Processes			
MarineServices	1	Processes			
WaterwayServices	1	Processes			
Moorings	1	Processes			
MarineSafety	1	Processes			
WaterwaySafety	1	Processes			
MarineAccess	1	Processes			
WaterwayAccess	1	Processes			
PublicTransportServices	1	Processes			
PublicTransportFares	1	Processes			
Accessibility	1	Processes			
PublicTransport	1	Processes			
RoadwayMaintenance	1	Processes			
RoadsMarking	1	Processes			
GrassCutting	1	Processes			
SnowClearance	1	Processes			
Pavements	1	Processes			
Streetlights	1	Processes			
Bollards	1	Processes			
RoadSafety	1	Processes			
SpeedLimits	1	Processes			
RoadNuisances	1	Processes			
VehicleActivatedSigns	1	Processes			
ChildrenSafetyZones	1	Processes			
SchoolSafetyZones	1	Processes			
StreetsFacilities	1	Processes			
ParkingFacilities	1	Processes			
AbandonedVehicleRemoval	1	Processes			
WalkingInfrastructure	1	Processes			
CyclingInfrastructure	1	Processes			
AdequatePedestrian	1	Processes			
CyclingRoutesPaths	1	Processes			
WalkingPaths	1	Processes			
CyclingMaps	1	Processes			
WalkingMaps	1	Processes			
PublicRight	1	Processes			
TaxiServices	1	Processes			
TaxiRanks	1	Processes			
ConstituentServiceStrategy	1	Processes			
ConstituentServicePolicies	1	Processes			
ConstituentManagementMeasures	1	Processes			
ConstituentServiceContacts	1	Processes			
ConstituentServiceProblems	1	Processes			
InformationRequest	1	Processes			
ResponsibleAgency	1	Processes			
CaseContext	1	Processes			
CommunicationAmongstCaseStakeholders	1	Processes			
AlternativeSolutions	1	Processes			
ResolveCase	1	Processes			
CaseOutcomes	1	Processes			
DocumentOutcomes	1	Processes			
SpecificConstituent	1	Processes			
ServiceOrderFulfillmentProgress	1	Processes			
ServiceLevel	1	Processes			
ServiceLevelMandates	1	Processes			
ConstituentComplaintDataImprovementOpportunities	1	Processes			
CityServiceSatisfactionDataImprovementOpportunities	1	Processes			
BudgetOverruns	1	Processes			
BudgetAmendments	1	Processes			
ConstituentBillingData	1	Processes			
ConstituentBillingInquiries	1	Processes			
TaxRevenue	1	Processes			
Tax	1	Processes			
FundFinancialStatementsBased	1	Processes			
Governmental	1	Processes			
ConstituentReports	1	Processes			
PurchaseOrderSupplierMasterFile	1	Processes			
FundCashAccounts	1	Processes			
AccountabilityAudit	1	Processes			
CityManagement	1	Processes			
TaxesPaid	1	Processes			
TaxPaymentStrategy	1	Processes			
TaxesPayments	1	Processes			
TradeGroupRelations	1	Processes			
Chambers	1	Processes			
Commerce	1	Processes			
EmpoweringOrganizations	1	Processes			
UtilityService	1	Processes			
EfficiencyIncentivePrograms	1	Processes			
GovernancePolicies	1	Processes			
EnvironmentalStrategy	1	Processes			
ResourceConservation	1	Processes			
AchieveGoals	1	Processes			
MedicinesSystemRegulation	1	Processes			
MedicalSystemRegulation	1	Processes			
HealthcareLegislation	1	Processes			
HealthcareFunding	1	Processes			
HealthcareDelivery	1	Processes			
HealthcarePatientEngagement	1	Processes			
AlternativeStructures	1	Processes			
SeniorClientExecutives	1	Processes			
Migration	1	Processes			
HealthcareServicesBusiness	1	Processes			
IntegratedTechnology	1	Processes			
CapitationPrograms	1	Processes			
FdaRegulatoryApproval	1	Processes			
ReceiveRegulatoryApproval	1	Processes			
Assay	1	Processes			
ResearchTechnology	1	Processes			
BasicResearchEfforts	1	Processes			
RegulatoryStrategyProductProfile	1	Processes			
TargetProductProfile	1	Processes			
ScientificAdviceRegulators	1	Processes			
EngageRegulators	1	Processes			
SubmissionStructureComponents	1	Processes			
StandardBackboneTemplates	1	Processes			
ComponentTemplates	1	Processes			
SubmissionProcess	1	Processes			
RegulatoryReview	1	Processes			
PricingSchemes	1	Processes			
ManagedCareOrganizations	1	Processes			
ExternalFactors	1	Processes			
ProductUnitForecast	1	Processes			
RosterMasterData	1	Processes			
ProductTerritoryMasterData	1	Processes			
CampaignSchedule	1	Processes			
OrderRelease	1	Processes			
Ebr	1	Processes			
EbrReporting	1	Processes			
QualityStandardsProcedures	1	Processes			
SamplingProcedures	1	Processes			
SampleBatchQuantity	1	Processes			
StabilityTestsTestResults	1	Processes			
ValidatingTestsTestResults	1	Processes			
BatchRecordsLotTraceability	1	Processes			
SampleProgram	1	Processes			
SampleDeliveryTrackingProgram	1	Processes			
SampleStockLevels	1	Processes			
MedicalInquiries	1	Processes			
ReturnRequest	1	Processes			
ReturnAuthorization	1	Processes			
ReturnGoods	1	Processes			
PostMarketingClinicalTrials	1	Processes			
CrowdSourcingStrategy	1	Processes			
ProductHardware	1	Processes			
DesignBased	1	Processes			
QualityParameters	1	Processes			
ProductPre	1	Processes			
IndustrySpecificProductCertification	1	Processes			
CountrySpecificProductCertification	1	Processes			
ProductDevelopmentMilestones	1	Processes			
QualityControlProcess	1	Processes			
FinalDistributionPlans	1	Processes			
ProductionPlans	1	Processes			
ReduceTransitFailures	1	Processes			
EfficientHandling	1	Processes			
CustomerSegmentBasedExperience	1	Processes			
CustomerLifecycle	1	Processes			
TailoredProductExperience	1	Processes			
ServicesExperience	1	Processes			
CustomerAcquisitionStrategy	1	Processes			
CustomerRetentionStrategy	1	Processes			
MultichannelConsumerExperience	1	Processes			
MarketingChannelInnovationStrategy	1	Processes			
MarketingChannelInnovationFramework	1	Processes			
EngagementPlan	1	Processes			
NewMediaChannel	1	Processes			
MarketingAssets	1	Processes			
DigitalMarketingAssets	1	Processes			
PhysicalMarketingAssets	1	Processes			
ServicesMarketingContent	1	Processes			
DigitalAssetManagementRepository	1	Processes			
PhysicalAssetsManagementActivities	1	Processes			
MarketingOperations	1	Processes			
ExternalSalesChannels	1	Processes			
SalesGoal	1	Processes			
InternalSalesChannels	1	Processes			
MultiBrandRetailStore	1	Processes			
OwnBrandProducts	1	Processes			
ShopperInsights	1	Processes			
Retailer'sLoyaltyProgram	1	Processes			
MerchandisingActivities	1	Processes			
ContractManufacturingStrategy	1	Processes			
InformationFlow	1	Processes			
RepairStations	1	Processes			
SparePartWarrantyInformation	1	Processes			
SparePartsDemandPlanningExercises	1	Processes			
SparePartPricingMechanism	1	Processes			
SparePartsDeliveryTerms	1	Processes			
SinglePoint	1	Processes			
ServiceCallCenters	1	Processes			
ReclaimPartsAreUnderWarranty	1	Processes			
ServicesDeliveryStrategy	1	Processes			
CustomerServiceKpi's	1	Processes			
OverallCorporateVision	1	Processes			
CustomerServiceIndirectChannelStrategy	1	Processes			
SocialChannels	1	Processes			
SocialMediaListeningTools	1	Processes			
PreferredWarrantyFulfillmentVendor	1	Processes			
ServicesAsPerTerms	1	Processes			
WarrantyContracts	1	Processes			
ClaimTransactionFunctionalitiesInvolved	1	Processes			
StepsInvolved	1	Processes			
ClaimsAdministrationProcess	1	Processes			
WarrantyAnalyticsCheck	1	Processes			
ExperienceCheck	1	Processes			
RepairAppointments	1	Processes			
CustomerServiceKnowledge	1	Processes			
WarrantyEligibility	1	Processes			
RemoteServiceOffering	1	Processes			
SoftwareAsService	1	Processes			
Saas	1	Processes			
CustomerSaasUsageData	1	Processes			
SaasServices	1	Processes			
SaasWarrantySupportNeeds	1	Processes			
Retained	1	Processes			
DisputesDue	1	Processes			
DamagedGoods	1	Processes			
Frauds	1	Processes			
EngineeringSolution	1	Processes			
ProductiveAsset	1	Processes			
TimeBasedPreventiveMaintenance	1	Processes			
CounterBasedPreventiveMaintenance	1	Processes			
Manual	1	Processes			
MaintenanceDocumentsEvaluations	1	Processes			
PerformEvaluations	1	Processes			
EnterpriseRiskManagementProcess	1	Processes			
ReportingProcess	1	Processes			
ContractManufacturerRisks	1	Processes			
RegulatoryRisks	1	Processes			
ProductsEnvironmentalRisks	1	Processes			
ServicesEnvironmentalRisks	1	Processes			
StabilityRisks	1	Processes			
RegulatoryComplianceControls	1	Processes			
IntellectualPropertyViolation	1	Processes			
ProcessInnovationFramework	1	Processes			
OrganizationalLevelProcessImprovementPrograms	1	Processes			
OrganizationalNeed	1	Processes			
ProjectExecutionMethod	1	Processes			
ReportingTools	1	Processes			
ProjectSuccess	1	Processes			
FinancialClosure	1	Processes			
StrategicProcessInnovation	1	Processes			
ProcessInnovationLifecycle	1	Processes			
ProcessSelectionCriteria	1	Processes			
SupportStrategicProcessInnovation	1	Processes			
FutureDemand	1	Processes			
ProductsSpecifications	1	Processes			
FutureProductSpecificationsLimitations	1	Processes			
ThroughputLimitations	1	Processes			
ChangingFeedstock	1	Processes			
AssetReconfigurationAlternativesRequirements	1	Processes			
AssetPerformance	1	Processes			
FleetVehicleTests	1	Processes			
WhichComponentBlendMeetsProductSpecificationsStandards	1	Processes			
CommercialProduction	1	Processes			
RemainingProductSlate	1	Processes			
ConstraintsImposed	1	Processes			
RetailDistribution	1	Processes			
WholesaleDistribution	1	Processes			
DirectSupply	1	Processes			
RetailDistributionGoals	1	Processes			
WholesaleDistributionGoals	1	Processes			
DirectSupplyCustomerGoals	1	Processes			
LiftingAgreements	1	Processes			
TruckTransportation	1	Processes			
RackClearances	1	Processes			
AncillaryProducts	1	Processes			
RetailSales	1	Processes			
VariousScenarios	1	Processes			
SpotPurchases	1	Processes			
TermsConfirm	1	Processes			
PaperDeals	1	Processes			
CommodityPositions	1	Processes			
CurrentCommodityPositions	1	Processes			
ForwardCommodityPositions	1	Processes			
ExchangePaybacks	1	Processes			
TradingProfit	1	Processes			
Profit	1	Processes			
CarbonCertificatePosition	1	Processes			
MarketCarbonPricingData	1	Processes			
InternalCarbonPricingData	1	Processes			
CarbonPositions	1	Processes			
OtherCarbonMargins	1	Processes			
SupportUtilitiesStrategy	1	Processes			
RackAllocations	1	Processes			
SupplyNetwork	1	Processes			
InventoryTargets	1	Processes			
EquityCrudeProduction	1	Processes			
EquityAdditivesProduction	1	Processes			
LongPositions	1	Processes			
ShortPositions	1	Processes			
Hydrocarbon	1	Processes			
FuelAdditives	1	Processes			
CommodityValues	1	Processes			
MarketPrices	1	Processes			
CommodityPrices	1	Processes			
ContractCertifiedLaboratory	1	Processes			
FuelQualityAnalysis	1	Processes			
ProductsDelivered	1	Processes			
SupportUtilities	1	Processes			
PlantInventories	1	Processes			
WasteProductsMaterials	1	Processes			
ProductionYieldAccountingBalanceReconciliation	1	Processes			
MassBalanceReconciliation	1	Processes			
DeliveredMaterials	1	Processes			
ReceivedMaterials	1	Processes			
Volumes	1	Processes			
Redirects	1	Processes			
BulkTransportation	1	Processes			
LogisticsContracts	1	Processes			
NominatePipeline	1	Processes			
PipelineShipments	1	Processes			
Wharves	1	Processes			
VesselShipments	1	Processes			
RailShipments	1	Processes			
BookTransfers	1	Processes			
NetOuts	1	Processes			
InboundCrudeProductionReceipts	1	Processes			
BulkInventories	1	Processes			
BulkInventory	1	Processes			
LeasedSpace	1	Processes			
ThirdPartyBulkStorage	1	Processes			
PhysicalBulkInventories	1	Processes			
CommercialInventories	1	Processes			
RetailInventories	1	Processes			
EndUserDemand	1	Processes			
CurrentPhysicalInventoriesPositions	1	Processes			
ForwardPhysicalInventoriesPositions	1	Processes			
CustomerInventories	1	Processes			
TradingInvoice	1	Processes			
TermPurchase	1	Processes			
ThroughputStatement	1	Processes			
ExchangeStatement	1	Processes			
CommercialInvoice	1	Processes			
RetailerInvoice	1	Processes			
MajorMaintenanceTurnarounds	1	Processes			
PlantTurnarounds	1	Processes			
AssetsFacilityMaintenanceRequirements	1	Processes			
PredictFacilityMaintenanceRequirements	1	Processes			
PlantUnits	1	Processes			
PlantShutdown	1	Processes			
HsseOrganizationalStructure	1	Processes			
HsseSupport	1	Processes			
HsseDocuments	1	Processes			
HsseCosts	1	Processes			
ExplorationProduction	1	Processes			
MidstreamAssetFunding	1	Processes			
JointVentureOwnershipTaxation	1	Processes			
CurrentPhysicalAssetBase	1	Processes			
PersonnelKnowledge	1	Processes			
ProductionTarget	1	Processes			
Year	1	Processes			
BusinessStrategyTimelines	1	Processes			
Mid	1	Processes			
CommodityPriceCollapseStrategy	1	Processes			
OrganizationalChange	1	Processes			
BusinessUnitGoals	1	Processes			
CompanyGoals	1	Processes			
BusinessFinancing	1	Processes			
MeetGoals	1	Processes			
AssetClassNeeds	1	Processes			
RankNeeds	1	Processes			
Outdated	1	Processes			
IntegratingNewLeadingUpstreamPetroleum	1	Processes			
Protocol	1	Processes			
ConductCost	1	Processes			
PerformanceAnalysis	1	Processes			
ExistingSolutions	1	Processes			
BeLeveraged	1	Processes			
AssetSpecificUpstreamPetroleum	1	Processes			
FrontEndDesignFeed	1	Processes			
EngineeringFeed	1	Processes			
FieldFeasibility	1	Processes			
KeyValueDrivers	1	Processes			
KeyAlignmentPoints	1	Processes			
KeyDecisionMakers	1	Processes			
Evaluate	1	Processes			
TeamResources	1	Processes			
DedicateResources	1	Processes			
TechnicalAnalysis	1	Processes			
ValueBusinessCase	1	Processes			
DevelopBusinessCase	1	Processes			
ValueWhether	1	Processes			
PursuitPlan	1	Processes			
PriceStrategy	1	Processes			
NegotiationStrategy	1	Processes			
Agreement	1	Processes			
Exploration	1	Processes			
ExplorationStrategy	1	Processes			
SeismicModels	1	Processes			
BasinAnalysis	1	Processes			
GeologicModel	1	Processes			
Prospect	1	Processes			
SubsurfaceModel	1	Processes			
MissingDevelopmentalData	1	Processes			
DataAcquisitionPlan	1	Processes			
ProspectDefinition	1	Processes			
ExplorationPlan	1	Processes			
CulturalHydrogeological	1	Processes			
OnsiteHydrogeological	1	Processes			
ProspectDrillingPortfolio	1	Processes			
ExploratoryWells	1	Processes			
WellIfItDoesNotMeetMinimumProductivityCriteria	1	Processes			
Formation	1	Processes			
StimulateWhereNecessary	1	Processes			
DrillStemTest	1	Processes			
Productivity	1	Processes			
ExplorationWellsGeologicalProspects	1	Processes			
DelineateGeologicalProspects	1	Processes			
RegulatoryReportsAsRequired	1	Processes			
ExplorationWells	1	Processes			
Appraisal	1	Processes			
AssetData	1	Processes			
DataUncertainty	1	Processes			
AssetModel	1	Processes			
WellModel	1	Processes			
HydrocarbonPotential	1	Processes			
FieldDevelopmentScenarios	1	Processes			
FacilityInfrastructureScenarios	1	Processes			
OperatingScenarios	1	Processes			
EconomicViability	1	Processes			
WellCosts	1	Processes			
OtherInfrastructureCosts	1	Processes			
ProspectDevelopmentEconomicAnalysis	1	Processes			
UncertaintyAnalysis	1	Processes			
DevelopmentPlan	1	Processes			
CorporateApproval	1	Processes			
FieldDevelopmentTeam	1	Processes			
FieldProductionTargets	1	Processes			
DeliverAsScheduled	1	Processes			
SuppliersSystem	1	Processes			
RankingSystem	1	Processes			
VendorsCapabilities	1	Processes			
IdentifyDiscounts	1	Processes			
ProposalEvaluationCriteria	1	Processes			
Afe	1	Processes			
ServicesBased	1	Processes			
OrdersEnquiries	1	Processes			
SatisfyEnquiries	1	Processes			
SurfaceFacilities	1	Processes			
ArcheologicalAssessment	1	Processes			
EnvironmentalAssessment	1	Processes			
SurfaceRight	1	Processes			
RegulatoryAuthorities	1	Processes			
Precommission	1	Processes			
OperatingPermit	1	Processes			
Subsurface	1	Processes			
PreliminaryWellDesign	1	Processes			
DetailedWellDesign	1	Processes			
WellProgram	1	Processes			
WellPerformance	1	Processes			
AssetDepletionStrategy	1	Processes			
TermOperationalPlan	1	Processes			
OperationArchitecture	1	Processes			
ProductionDataManagementSystemAccountingSystem	1	Processes			
HydrocarbonAccountingSystem	1	Processes			
HydrocarbonWater	1	Processes			
ProducedWater	1	Processes			
Injection	1	Processes			
PowerProduction	1	Processes			
Flared	1	Processes			
ChemicalComposition	1	Processes			
AssetProduction	1	Processes			
RecordsKeepingRequired	1	Processes			
CertificationsRequired	1	Processes			
Transporters	1	Processes			
TransportContracts	1	Processes			
MaterialsTaken	1	Processes			
LicensedOff	1	Processes			
SubsurfaceAssets	1	Processes			
SurfaceAssets	1	Processes			
FutureMonitoringDisposition	1	Processes			
LandDisposition	1	Processes			
AssetExitStrategy	1	Processes			
AssetSale	1	Processes			
AssetAbandonment	1	Processes			
CustomerComplaintHandling	1	Processes			
HydrocarbonAccounting	1	Processes			
DailyFieldProduction	1	Processes			
ContractQuantities	1	Processes			
HydrocarbonsSold	1	Processes			
WorkingOwnerOwnerInterest	1	Processes			
RoyaltyOwnerInterest	1	Processes			
JointVentureAccounting	1	Processes			
JointlyControlledAssets	1	Processes			
Income	1	Processes			
JointInterestBilling	1	Processes			
LandAssets	1	Processes			
LeaseAssets	1	Processes			
MeetDrillingSchedules	1	Processes			
RegulatoryReportingRequirements	1	Processes			
PublicInformation	1	Processes			
EhsOrganizationalStructure	1	Processes			
EhsDocuments	1	Processes			
Emissions	1	Processes			
EhsContractorAccessSystem	1	Processes			
VisitorAccessSystem	1	Processes			
MarketShare	1	Processes			
Outmigration	1	Processes			
ServiceAreaUtilization	1	Processes			
MedicalDemand	1	Processes			
OperationalTrends	1	Processes			
ServicesReferred	1	Processes			
OutsideProviderOrganization	1	Processes			
ProviderUtilizationRates	1	Processes			
LineDemand	1	Processes			
StaffNeeds	1	Processes			
CurrentSkillsets	1	Processes			
SkillsetGaps	1	Processes			
CompetitiveValuePosition	1	Processes			
ExistingServicesAgainstMarketOpportunitiesMedicine	1	Processes			
ServiceConcepts	1	Processes			
DevelopmentTimelinesMilestones	1	Processes			
KeyMilestones	1	Processes			
ServiceOfferingModifications	1	Processes			
NewServiceDevelopment	1	Processes			
MaterialClassification	1	Processes			
ServiceCost	1	Processes			
PatientPopulations	1	Processes			
ImprovedMedicalTherapies	1	Processes			
IntegratingNewMedicalTherapies	1	Processes			
TreatmentsServiceOfferings	1	Processes			
ResearchSponsor	1	Processes			
NewServiceInputs	1	Processes			
ServiceDevelopmentRequirements	1	Processes			
ServiceRequirements	1	Processes			
ServiceBundlingOpportunities	1	Processes			
ServiceProject	1	Processes			
ProcessAssessments	1	Processes			
RevisedServices	1	Processes			
PatientTests	1	Processes			
FocusGroups	1	Processes			
ServiceCharacteristics	1	Processes			
PatientIntelligenceAnalysis	1	Processes			
PatientResearch	1	Processes			
PatientNeedsPatientPurchasingBehavior	1	Processes			
PredictPatientPurchasingBehavior	1	Processes			
PatientSegments	1	Processes			
PopulationsBased	1	Processes			
RiskCriteria	1	Processes			
ImmediatePopulationHealthCareNeeds	1	Processes			
ReferralValueProposition	1	Processes			
HealthCarePayors	1	Processes			
CommercialNegotiations	1	Processes			
PatientManagementMeasures	1	Processes			
PatientLoyalty	1	Processes			
PatientRevenueTrend	1	Processes			
PatientAttritionRates	1	Processes			
PatientMetrics	1	Processes			
PatientStrategies	1	Processes			
ReferralGoals	1	Processes			
ReferralManagementMeasures	1	Processes			
PotentialReferrals	1	Processes			
ReferralMarketing	1	Processes			
ReferralGenerationCalls	1	Processes			
ReferralProcess	1	Processes			
Referrals	1	Processes			
KeyAccountPlan	1	Processes			
ReferralRelationships	1	Processes			
ReferralMasterData	1	Processes			
SupplyChainStrategies	1	Processes			
SupplyChainGoals	1	Processes			
MaterialPolicies	1	Processes			
MaterialsUtilizationPolicies	1	Processes			
ProductNeeds	1	Processes			
Equivalencies	1	Processes			
ValueBenefit	1	Processes			
Fulfill	1	Processes			
AnticipatedMaterialsUtilization	1	Processes			
AppropriateSourcing	1	Processes			
MedicalDocumentation	1	Processes			
Patient'sRequestedCare	1	Processes			
ScheduledAppointment	1	Processes			
Patient'sInsuranceBenefitsAuthorization	1	Processes			
ObtainAuthorization	1	Processes			
BenefitsStatus	1	Processes			
FinancialCounseling	1	Processes			
StateLocalGovernmentProgramQualificationOptions	1	Processes			
CharityCareOptions	1	Processes			
SignedMedicalDocuments	1	Processes			
AdministrativeDocuments	1	Processes			
