id	name	description	industry	stage
SeriesBOtherGeneralPurposeMachineryManufacturingStartup	SeriesB Other General Purpose Machinery Manufacturing Startup	Series B stage startup in other general purpose machinery manufacturing	3339	SeriesB
SeriesBOtherHeavyCivilEngineeringConstructionStartup	SeriesB Other Heavy and Civil Engineering Construction Startup	Series B stage startup in other heavy and civil engineering construction	2379	SeriesB
SeriesBOtherInvestmentPoolsFundsStartup	SeriesB Other Investment Pools and Funds Startup	Series B stage startup in other investment pools and funds	5259	SeriesB
SeriesBOtherLeatherAlliedProductManufacturingStartup	SeriesB Other Leather and Allied Product Manufacturing Startup	Series B stage startup in other leather and allied product manufacturing	3169	SeriesB
SeriesBOtherMiscellaneousManufacturingStartup	SeriesB Other Miscellaneous Manufacturing Startup	Series B stage startup in other miscellaneous manufacturing	3399	SeriesB
SeriesBOtherMiscellaneousRetailersStartup	SeriesB Other Miscellaneous Retailers Startup	Series B stage startup in other miscellaneous retailers	4599	SeriesB
SeriesBOtherMotorVehicleDealersStartup	SeriesB Other Motor Vehicle Dealers Startup	Series B stage startup in other motor vehicle dealers	4412	SeriesB
SeriesBOtherNonmetallicMineralProductManufacturingStartup	SeriesB Other Nonmetallic Mineral Product Manufacturing Startup	Series B stage startup in other nonmetallic mineral product manufacturing	3279	SeriesB
SeriesBOtherPersonalServicesStartup	SeriesB Other Personal Services Startup	Series B stage startup in other personal services	8129	SeriesB
SeriesBOtherPipelineTransportationStartup	SeriesB Other Pipeline Transportation Startup	Series B stage startup in other pipeline transportation	4869	SeriesB
SeriesBOtherProfessionalScientificTechnicalServicesStartup	SeriesB Other Professional, Scientific, and Technical Services Startup	Series B stage startup in other professional, scientific, and technical services	5419	SeriesB
SeriesBOtherResidentialCareFacilitiesStartup	SeriesB Other Residential Care Facilities Startup	Series B stage startup in other residential care facilities	6239	SeriesB
SeriesBOtherSchoolsInstructionStartup	SeriesB Other Schools and Instruction Startup	Series B stage startup in other schools and instruction	6116	SeriesB
SeriesBOtherServicesExceptPublicAdministrationStartup	SeriesB Other Services (except Public Administration) Startup	Series B stage startup in other services (except public administration)	81	SeriesB
SeriesBOtherSpecialtyTradeContractorsStartup	SeriesB Other Specialty Trade Contractors Startup	Series B stage startup in other specialty trade contractors	2389	SeriesB
SeriesBOtherSupportActivitiesTransportationStartup	SeriesB Other Support Activities for Transportation Startup	Series B stage startup in other support activities for transportation	4889	SeriesB
SeriesBOtherSupportServicesStartup	SeriesB Other Support Services Startup	Series B stage startup in other support services	5619	SeriesB
SeriesBOtherTextileProductMillsStartup	SeriesB Other Textile Product Mills Startup	Series B stage startup in other textile product mills	3149	SeriesB
SeriesBOtherTransitGroundPassengerTransportationStartup	SeriesB Other Transit and Ground Passenger Transportation Startup	Series B stage startup in other transit and ground passenger transportation	4859	SeriesB
SeriesBOtherTransportationEquipmentManufacturingStartup	SeriesB Other Transportation Equipment Manufacturing Startup	Series B stage startup in other transportation equipment manufacturing	3369	SeriesB
SeriesBOtherWoodProductManufacturingStartup	SeriesB Other Wood Product Manufacturing Startup	Series B stage startup in other wood product manufacturing	3219	SeriesB
SeriesBOutpatientCareCentersStartup	SeriesB Outpatient Care Centers Startup	Series B stage startup in outpatient care centers	6214	SeriesB
SeriesBPaintCoatingAdhesiveManufacturingStartup	SeriesB Paint, Coating, and Adhesive Manufacturing Startup	Series B stage startup in paint, coating, and adhesive manufacturing	3255	SeriesB
SeriesBPaperManufacturingStartup	SeriesB Paper Manufacturing Startup	Series B stage startup in paper manufacturing	322	SeriesB
SeriesBPaperPaperProductMerchantWholesalersStartup	SeriesB Paper and Paper Product Merchant Wholesalers Startup	Series B stage startup in paper and paper product merchant wholesalers	4241	SeriesB
SeriesBPerformingArtsCompaniesStartup	SeriesB Performing Arts Companies Startup	Series B stage startup in performing arts companies	7111	SeriesB
SeriesBPerformingArtsSpectatorSportsRelatedIndustriesStartup	SeriesB Performing Arts, Spectator Sports, and Related Industries Startup	Series B stage startup in performing arts, spectator sports, and related industries	711	SeriesB
SeriesBPersonalCareServicesStartup	SeriesB Personal Care Services Startup	Series B stage startup in personal care services	8121	SeriesB
SeriesBPersonalHouseholdGoodsRepairMaintenanceStartup	SeriesB Personal and Household Goods Repair and Maintenance Startup	Series B stage startup in personal and household goods repair and maintenance	8114	SeriesB
SeriesBPersonalLaundryServicesStartup	SeriesB Personal and Laundry Services Startup	Series B stage startup in personal and laundry services	812	SeriesB
SeriesBPesticideFertilizerOtherAgriculturalChemicalManufacturingStartup	SeriesB Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing Startup	Series B stage startup in pesticide, fertilizer, and other agricultural chemical manufacturing	3253	SeriesB
SeriesBPetroleumCoalProductsManufacturingStartup	SeriesB Petroleum and Coal Products Manufacturing Startup	Series B stage startup in petroleum and coal products manufacturing	324	SeriesB
SeriesBPetroleumCoalProductsManufacturingStartup	SeriesB Petroleum and Coal Products Manufacturing Startup	Series B stage startup in petroleum and coal products manufacturing	3241	SeriesB
SeriesBPetroleumPetroleumProductsMerchantWholesalersStartup	SeriesB Petroleum and Petroleum Products Merchant Wholesalers Startup	Series B stage startup in petroleum and petroleum products merchant wholesalers	4247	SeriesB
SeriesBPharmaceuticalMedicineManufacturingStartup	SeriesB Pharmaceutical and Medicine Manufacturing Startup	Series B stage startup in pharmaceutical and medicine manufacturing	3254	SeriesB
SeriesBPipelineTransportationCrudeOilStartup	SeriesB Pipeline Transportation of Crude Oil Startup	Series B stage startup in pipeline transportation of crude oil	4861	SeriesB
SeriesBPipelineTransportationNaturalGasStartup	SeriesB Pipeline Transportation of Natural Gas Startup	Series B stage startup in pipeline transportation of natural gas	4862	SeriesB
SeriesBPipelineTransportationStartup	SeriesB Pipeline Transportation Startup	Series B stage startup in pipeline transportation	486	SeriesB
SeriesBPlasticsProductManufacturingStartup	SeriesB Plastics Product Manufacturing Startup	Series B stage startup in plastics product manufacturing	3261	SeriesB
SeriesBPlasticsRubberProductsManufacturingStartup	SeriesB Plastics and Rubber Products Manufacturing Startup	Series B stage startup in plastics and rubber products manufacturing	326	SeriesB
SeriesBPostalServiceStartup	SeriesB Postal Service Startup	Series B stage startup in postal service	491	SeriesB
SeriesBPostalServiceStartup	SeriesB Postal Service Startup	Series B stage startup in postal service	4911	SeriesB
SeriesBPoultryEggProductionStartup	SeriesB Poultry and Egg Production Startup	Series B stage startup in poultry and egg production	1123	SeriesB
SeriesBPrimaryMetalManufacturingStartup	SeriesB Primary Metal Manufacturing Startup	Series B stage startup in primary metal manufacturing	331	SeriesB
SeriesBPrintingRelatedSupportActivitiesStartup	SeriesB Printing and Related Support Activities Startup	Series B stage startup in printing and related support activities	323	SeriesB
SeriesBPrintingRelatedSupportActivitiesStartup	SeriesB Printing and Related Support Activities Startup	Series B stage startup in printing and related support activities	3231	SeriesB
SeriesBPrivateHouseholdsStartup	SeriesB Private Households Startup	Series B stage startup in private households	814	SeriesB
SeriesBPrivateHouseholdsStartup	SeriesB Private Households Startup	Series B stage startup in private households	8141	SeriesB
SeriesBProfessionalCommercialEquipmentSuppliesMerchantWholesalersStartup	SeriesB Professional and Commercial Equipment and Supplies Merchant Wholesalers Startup	Series B stage startup in professional and commercial equipment and supplies merchant wholesalers	4234	SeriesB
SeriesBProfessionalScientificTechnicalServicesStartup	SeriesB Professional, Scientific, and Technical Services Startup	Series B stage startup in professional, scientific, and technical services	54	SeriesB
SeriesBProfessionalScientificTechnicalServicesStartup	SeriesB Professional, Scientific, and Technical Services Startup	Series B stage startup in professional, scientific, and technical services	541	SeriesB
SeriesBPromotersPerformingArtsSportsSimilarEventsStartup	SeriesB Promoters of Performing Arts, Sports, and Similar Events Startup	Series B stage startup in promoters of performing arts, sports, and similar events	7113	SeriesB
SeriesBPsychiatricSubstanceAbuseHospitalsStartup	SeriesB Psychiatric and Substance Abuse Hospitals Startup	Series B stage startup in psychiatric and substance abuse hospitals	6222	SeriesB
SeriesBPublicAdministrationStartup	SeriesB Public Administration Startup	Series B stage startup in public administration	92	SeriesB
SeriesBPublishingIndustriesStartup	SeriesB Publishing Industries Startup	Series B stage startup in publishing industries	513	SeriesB
SeriesBPulpPaperPaperboardMillsStartup	SeriesB Pulp, Paper, and Paperboard Mills Startup	Series B stage startup in pulp, paper, and paperboard mills	3221	SeriesB
SeriesBRadioTelevisionBroadcastingStationsStartup	SeriesB Radio and Television Broadcasting Stations Startup	Series B stage startup in radio and television broadcasting stations	5161	SeriesB
SeriesBRailroadRollingStockManufacturingStartup	SeriesB Railroad Rolling Stock Manufacturing Startup	Series B stage startup in railroad rolling stock manufacturing	3365	SeriesB
SeriesBRailTransportationStartup	SeriesB Rail Transportation Startup	Series B stage startup in rail transportation	482	SeriesB
SeriesBRailTransportationStartup	SeriesB Rail Transportation Startup	Series B stage startup in rail transportation	4821	SeriesB
SeriesBRealEstateRentalLeasingStartup	SeriesB Real Estate and Rental and Leasing Startup	Series B stage startup in real estate and rental and leasing	53	SeriesB
SeriesBRealEstateStartup	SeriesB Real Estate Startup	Series B stage startup in real estate	531	SeriesB
SeriesBReligiousGrantmakingCivicProfessionalSimilarOrganizationsStartup	SeriesB Religious, Grantmaking, Civic, Professional, and Similar Organizations Startup	Series B stage startup in religious, grantmaking, civic, professional, and similar organizations	813	SeriesB
SeriesBReligiousOrganizationsStartup	SeriesB Religious Organizations Startup	Series B stage startup in religious organizations	8131	SeriesB
SeriesBRemediationOtherWasteManagementServicesStartup	SeriesB Remediation and Other Waste Management Services Startup	Series B stage startup in remediation and other waste management services	5629	SeriesB
SeriesBRentalLeasingServicesStartup	SeriesB Rental and Leasing Services Startup	Series B stage startup in rental and leasing services	532	SeriesB
SeriesBRepairMaintenanceStartup	SeriesB Repair and Maintenance Startup	Series B stage startup in repair and maintenance	811	SeriesB
SeriesBResidentialBuildingConstructionStartup	SeriesB Residential Building Construction Startup	Series B stage startup in residential building construction	2361	SeriesB
SeriesBResidentialIntellectualDevelopmentalDisabilityMentalHealthSubstanceAbuseFacilitiesStartup	SeriesB Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities Startup	Series B stage startup in residential intellectual and developmental disability, mental health, and substance abuse facilities	6232	SeriesB
SeriesBResinSyntheticRubberArtificialSyntheticFibersFilamentsManufacturingStartup	SeriesB Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing Startup	Series B stage startup in resin, synthetic rubber, and artificial and synthetic fibers and filaments manufacturing	3252	SeriesB
SeriesBRestaurantsOtherEatingPlacesStartup	SeriesB Restaurants and Other Eating Places Startup	Series B stage startup in restaurants and other eating places	7225	SeriesB
SeriesBRoomingBoardingHousesDormitoriesWorkers'CampsStartup	SeriesB Rooming and Boarding Houses, Dormitories, and Workers' Camps Startup	Series B stage startup in rooming and boarding houses, dormitories, and workers' camps	7213	SeriesB
SeriesBRubberProductManufacturingStartup	SeriesB Rubber Product Manufacturing Startup	Series B stage startup in rubber product manufacturing	3262	SeriesB
SeriesBRvRecreationalVehicleParksRecreationalCampsStartup	SeriesB RV (Recreational Vehicle) Parks and Recreational Camps Startup	Series B stage startup in rv (recreational vehicle) parks and recreational camps	7212	SeriesB
SeriesBSatelliteTelecommunicationsStartup	SeriesB Satellite Telecommunications Startup	Series B stage startup in satellite telecommunications	5174	SeriesB
SeriesBSawmillsWoodPreservationStartup	SeriesB Sawmills and Wood Preservation Startup	Series B stage startup in sawmills and wood preservation	3211	SeriesB
SeriesBScenicSightseeingTransportationLandStartup	SeriesB Scenic and Sightseeing Transportation, Land Startup	Series B stage startup in scenic and sightseeing transportation, land	4871	SeriesB
SeriesBScenicSightseeingTransportationOtherStartup	SeriesB Scenic and Sightseeing Transportation, Other Startup	Series B stage startup in scenic and sightseeing transportation, other	4879	SeriesB
SeriesBScenicSightseeingTransportationStartup	SeriesB Scenic and Sightseeing Transportation Startup	Series B stage startup in scenic and sightseeing transportation	487	SeriesB
SeriesBScenicSightseeingTransportationWaterStartup	SeriesB Scenic and Sightseeing Transportation, Water Startup	Series B stage startup in scenic and sightseeing transportation, water	4872	SeriesB
SeriesBScheduledAirTransportationStartup	SeriesB Scheduled Air Transportation Startup	Series B stage startup in scheduled air transportation	4811	SeriesB
SeriesBSchoolEmployeeBusTransportationStartup	SeriesB School and Employee Bus Transportation Startup	Series B stage startup in school and employee bus transportation	4854	SeriesB
SeriesBScientificResearchDevelopmentServicesStartup	SeriesB Scientific Research and Development Services Startup	Series B stage startup in scientific research and development services	5417	SeriesB
SeriesBSeafoodProductPreparationPackagingStartup	SeriesB Seafood Product Preparation and Packaging Startup	Series B stage startup in seafood product preparation and packaging	3117	SeriesB
SeriesBSecuritiesCommodityContractsIntermediationBrokerageStartup	SeriesB Securities and Commodity Contracts Intermediation and Brokerage Startup	Series B stage startup in securities and commodity contracts intermediation and brokerage	5231	SeriesB
SeriesBSecuritiesCommodityContractsOtherFinancialInvestmentsRelatedActivitiesStartup	SeriesB Securities, Commodity Contracts, and Other Financial Investments and Related Activities Startup	Series B stage startup in securities, commodity contracts, and other financial investments and related activities	523	SeriesB
SeriesBSecuritiesCommodityExchangesStartup	SeriesB Securities and Commodity Exchanges Startup	Series B stage startup in securities and commodity exchanges	5232	SeriesB
SeriesBSemiconductorOtherElectronicComponentManufacturingStartup	SeriesB Semiconductor and Other Electronic Component Manufacturing Startup	Series B stage startup in semiconductor and other electronic component manufacturing	3344	SeriesB
SeriesBServicesBuildingsDwellingsStartup	SeriesB Services to Buildings and Dwellings Startup	Series B stage startup in services to buildings and dwellings	5617	SeriesB
SeriesBSheepGoatFarmingStartup	SeriesB Sheep and Goat Farming Startup	Series B stage startup in sheep and goat farming	1124	SeriesB
SeriesBShipBoatBuildingStartup	SeriesB Ship and Boat Building Startup	Series B stage startup in ship and boat building	3366	SeriesB
SeriesBShoeRetailersStartup	SeriesB Shoe Retailers Startup	Series B stage startup in shoe retailers	4582	SeriesB
SeriesBSoapCleaningCompoundToiletPreparationManufacturingStartup	SeriesB Soap, Cleaning Compound, and Toilet Preparation Manufacturing Startup	Series B stage startup in soap, cleaning compound, and toilet preparation manufacturing	3256	SeriesB
SeriesBSocialAdvocacyOrganizationsStartup	SeriesB Social Advocacy Organizations Startup	Series B stage startup in social advocacy organizations	8133	SeriesB
SeriesBSocialAssistanceStartup	SeriesB Social Assistance Startup	Series B stage startup in social assistance	624	SeriesB
SeriesBSoftwarePublishersStartup	SeriesB Software Publishers Startup	Series B stage startup in software publishers	5132	SeriesB
SeriesBSoundRecordingIndustriesStartup	SeriesB Sound Recording Industries Startup	Series B stage startup in sound recording industries	5122	SeriesB
SeriesBSpaceResearchTechnologyStartup	SeriesB Space Research and Technology Startup	Series B stage startup in space research and technology	927	SeriesB
SeriesBSpaceResearchTechnologyStartup	SeriesB Space Research and Technology Startup	Series B stage startup in space research and technology	9271	SeriesB
SeriesBSpecialFoodServicesStartup	SeriesB Special Food Services Startup	Series B stage startup in special food services	7223	SeriesB
SeriesBSpecializedDesignServicesStartup	SeriesB Specialized Design Services Startup	Series B stage startup in specialized design services	5414	SeriesB
SeriesBSpecializedFreightTruckingStartup	SeriesB Specialized Freight Trucking Startup	Series B stage startup in specialized freight trucking	4842	SeriesB
SeriesBSpecialtyExceptPsychiatricSubstanceAbuseHospitalsStartup	SeriesB Specialty (except Psychiatric and Substance Abuse) Hospitals Startup	Series B stage startup in specialty (except psychiatric and substance abuse) hospitals	6223	SeriesB
SeriesBSpecialtyFoodRetailersStartup	SeriesB Specialty Food Retailers Startup	Series B stage startup in specialty food retailers	4452	SeriesB
SeriesBSpecialtyTradeContractorsStartup	SeriesB Specialty Trade Contractors Startup	Series B stage startup in specialty trade contractors	238	SeriesB
SeriesBSpectatorSportsStartup	SeriesB Spectator Sports Startup	Series B stage startup in spectator sports	7112	SeriesB
SeriesBSportingGoodsHobbyMusicalInstrumentBookMiscellaneousRetailersStartup	SeriesB Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers Startup	Series B stage startup in sporting goods, hobby, musical instrument, book, and miscellaneous retailers	459	SeriesB
SeriesBSportingGoodsHobbyMusicalInstrumentRetailersStartup	SeriesB Sporting Goods, Hobby, and Musical Instrument Retailers Startup	Series B stage startup in sporting goods, hobby, and musical instrument retailers	4591	SeriesB
SeriesBSpringWireProductManufacturingStartup	SeriesB Spring and Wire Product Manufacturing Startup	Series B stage startup in spring and wire product manufacturing	3326	SeriesB
SeriesBSteelProductManufacturingPurchasedSteelStartup	SeriesB Steel Product Manufacturing from Purchased Steel Startup	Series B stage startup in steel product manufacturing from purchased steel	3312	SeriesB
SeriesBSugarConfectioneryProductManufacturingStartup	SeriesB Sugar and Confectionery Product Manufacturing Startup	Series B stage startup in sugar and confectionery product manufacturing	3113	SeriesB
SeriesBSupportActivitiesAgricultureForestryStartup	SeriesB Support Activities for Agriculture and Forestry Startup	Series B stage startup in support activities for agriculture and forestry	115	SeriesB
SeriesBSupportActivitiesAirTransportationStartup	SeriesB Support Activities for Air Transportation Startup	Series B stage startup in support activities for air transportation	4881	SeriesB
SeriesBSupportActivitiesAnimalProductionStartup	SeriesB Support Activities for Animal Production Startup	Series B stage startup in support activities for animal production	1152	SeriesB
SeriesBSupportActivitiesCropProductionStartup	SeriesB Support Activities for Crop Production Startup	Series B stage startup in support activities for crop production	1151	SeriesB
SeriesBSupportActivitiesForestryStartup	SeriesB Support Activities for Forestry Startup	Series B stage startup in support activities for forestry	1153	SeriesB
SeriesBSupportActivitiesMiningStartup	SeriesB Support Activities for Mining Startup	Series B stage startup in support activities for mining	213	SeriesB
SeriesBSupportActivitiesMiningStartup	SeriesB Support Activities for Mining Startup	Series B stage startup in support activities for mining	2131	SeriesB
SeriesBSupportActivitiesRailTransportationStartup	SeriesB Support Activities for Rail Transportation Startup	Series B stage startup in support activities for rail transportation	4882	SeriesB
SeriesBSupportActivitiesRoadTransportationStartup	SeriesB Support Activities for Road Transportation Startup	Series B stage startup in support activities for road transportation	4884	SeriesB
SeriesBSupportActivitiesTransportationStartup	SeriesB Support Activities for Transportation Startup	Series B stage startup in support activities for transportation	488	SeriesB
SeriesBSupportActivitiesWaterTransportationStartup	SeriesB Support Activities for Water Transportation Startup	Series B stage startup in support activities for water transportation	4883	SeriesB
SeriesBTaxiLimousineServiceStartup	SeriesB Taxi and Limousine Service Startup	Series B stage startup in taxi and limousine service	4853	SeriesB
SeriesBTechnicalTradeSchoolsStartup	SeriesB Technical and Trade Schools Startup	Series B stage startup in technical and trade schools	6115	SeriesB
SeriesBTelecommunicationsStartup	SeriesB Telecommunications Startup	Series B stage startup in telecommunications	517	SeriesB
SeriesBTextileFabricFinishingFabricCoatingMillsStartup	SeriesB Textile and Fabric Finishing and Fabric Coating Mills Startup	Series B stage startup in textile and fabric finishing and fabric coating mills	3133	SeriesB
SeriesBTextileFurnishingsMillsStartup	SeriesB Textile Furnishings Mills Startup	Series B stage startup in textile furnishings mills	3141	SeriesB
SeriesBTextileMillsStartup	SeriesB Textile Mills Startup	Series B stage startup in textile mills	313	SeriesB
SeriesBTextileProductMillsStartup	SeriesB Textile Product Mills Startup	Series B stage startup in textile product mills	314	SeriesB
SeriesBTimberTractOperationsStartup	SeriesB Timber Tract Operations Startup	Series B stage startup in timber tract operations	1131	SeriesB
SeriesBTobaccoManufacturingStartup	SeriesB Tobacco Manufacturing Startup	Series B stage startup in tobacco manufacturing	3122	SeriesB
SeriesBTransitGroundPassengerTransportationStartup	SeriesB Transit and Ground Passenger Transportation Startup	Series B stage startup in transit and ground passenger transportation	485	SeriesB
SeriesBTransportationEquipmentManufacturingStartup	SeriesB Transportation Equipment Manufacturing Startup	Series B stage startup in transportation equipment manufacturing	336	SeriesB
SeriesBTravelArrangementReservationServicesStartup	SeriesB Travel Arrangement and Reservation Services Startup	Series B stage startup in travel arrangement and reservation services	5615	SeriesB
SeriesBTravelerAccommodationStartup	SeriesB Traveler Accommodation Startup	Series B stage startup in traveler accommodation	7211	SeriesB
SeriesBTruckTransportationStartup	SeriesB Truck Transportation Startup	Series B stage startup in truck transportation	484	SeriesB
SeriesBUrbanTransitSystemsStartup	SeriesB Urban Transit Systems Startup	Series B stage startup in urban transit systems	4851	SeriesB
SeriesBUsedMerchandiseRetailersStartup	SeriesB Used Merchandise Retailers Startup	Series B stage startup in used merchandise retailers	4595	SeriesB
SeriesBUtilitiesStartup	SeriesB Utilities Startup	Series B stage startup in utilities	22	SeriesB
SeriesBUtilitiesStartup	SeriesB Utilities Startup	Series B stage startup in utilities	221	SeriesB
SeriesBUtilitySystemConstructionStartup	SeriesB Utility System Construction Startup	Series B stage startup in utility system construction	2371	SeriesB
SeriesBVegetableMelonFarmingStartup	SeriesB Vegetable and Melon Farming Startup	Series B stage startup in vegetable and melon farming	1112	SeriesB
SeriesBVeneerPlywoodEngineeredWoodProductManufacturingStartup	SeriesB Veneer, Plywood, and Engineered Wood Product Manufacturing Startup	Series B stage startup in veneer, plywood, and engineered wood product manufacturing	3212	SeriesB
SeriesBVentilationHeatingAirConditioningCommercialRefrigerationEquipmentManufacturingStartup	SeriesB Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing Startup	Series B stage startup in ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing	3334	SeriesB
SeriesBVocationalRehabilitationServicesStartup	SeriesB Vocational Rehabilitation Services Startup	Series B stage startup in vocational rehabilitation services	6243	SeriesB
SeriesBWarehouseClubsSupercentersOtherGeneralMerchandiseRetailersStartup	SeriesB Warehouse Clubs, Supercenters, and Other General Merchandise Retailers Startup	Series B stage startup in warehouse clubs, supercenters, and other general merchandise retailers	4552	SeriesB
SeriesBWarehousingStorageStartup	SeriesB Warehousing and Storage Startup	Series B stage startup in warehousing and storage	493	SeriesB
SeriesBWarehousingStorageStartup	SeriesB Warehousing and Storage Startup	Series B stage startup in warehousing and storage	4931	SeriesB
SeriesBWasteCollectionStartup	SeriesB Waste Collection Startup	Series B stage startup in waste collection	5621	SeriesB
SeriesBWasteManagementRemediationServicesStartup	SeriesB Waste Management and Remediation Services Startup	Series B stage startup in waste management and remediation services	562	SeriesB
SeriesBWasteTreatmentDisposalStartup	SeriesB Waste Treatment and Disposal Startup	Series B stage startup in waste treatment and disposal	5622	SeriesB
SeriesBWaterSewageOtherSystemsStartup	SeriesB Water, Sewage and Other Systems Startup	Series B stage startup in water, sewage and other systems	2213	SeriesB
SeriesBWaterTransportationStartup	SeriesB Water Transportation Startup	Series B stage startup in water transportation	483	SeriesB
SeriesBWebSearchPortalsLibrariesArchivesOtherInformationServicesStartup	SeriesB Web Search Portals, Libraries, Archives, and Other Information Services Startup	Series B stage startup in web search portals, libraries, archives, and other information services	519	SeriesB
SeriesBWebSearchPortalsLibrariesArchivesOtherInformationServicesStartup	SeriesB Web Search Portals, Libraries, Archives, and Other Information Services Startup	Series B stage startup in web search portals, libraries, archives, and other information services	5192	SeriesB
SeriesBWholesaleTradeAgentsBrokersStartup	SeriesB Wholesale Trade Agents and Brokers Startup	Series B stage startup in wholesale trade agents and brokers	425	SeriesB
SeriesBWholesaleTradeAgentsBrokersStartup	SeriesB Wholesale Trade Agents and Brokers Startup	Series B stage startup in wholesale trade agents and brokers	4251	SeriesB
SeriesBWholesaleTradeStartup	SeriesB Wholesale Trade Startup	Series B stage startup in wholesale trade	42	SeriesB
SeriesBWiredWirelessTelecommunicationsExceptSatelliteStartup	SeriesB Wired and Wireless Telecommunications (except Satellite) Startup	Series B stage startup in wired and wireless telecommunications (except satellite)	5171	SeriesB
SeriesBWoodProductManufacturingStartup	SeriesB Wood Product Manufacturing Startup	Series B stage startup in wood product manufacturing	321	SeriesB
SeriesCAccommodationFoodServicesStartup	SeriesC Accommodation and Food Services Startup	Series C+ stage startup in accommodation and food services	72	SeriesC
SeriesCAccommodationStartup	SeriesC Accommodation Startup	Series C+ stage startup in accommodation	721	SeriesC
SeriesCAccountingTaxPreparationBookkeepingPayrollServicesStartup	SeriesC Accounting, Tax Preparation, Bookkeeping, and Payroll Services Startup	Series C+ stage startup in accounting, tax preparation, bookkeeping, and payroll services	5412	SeriesC
SeriesCActivitiesRelatedCreditIntermediationStartup	SeriesC Activities Related to Credit Intermediation Startup	Series C+ stage startup in activities related to credit intermediation	5223	SeriesC
SeriesCActivitiesRelatedRealEstateStartup	SeriesC Activities Related to Real Estate Startup	Series C+ stage startup in activities related to real estate	5313	SeriesC
SeriesCAdministrationEconomicProgramsStartup	SeriesC Administration of Economic Programs Startup	Series C+ stage startup in administration of economic programs	926	SeriesC
SeriesCAdministrationEconomicProgramsStartup	SeriesC Administration of Economic Programs Startup	Series C+ stage startup in administration of economic programs	9261	SeriesC
SeriesCAdministrationEnvironmentalQualityProgramsStartup	SeriesC Administration of Environmental Quality Programs Startup	Series C+ stage startup in administration of environmental quality programs	924	SeriesC
SeriesCAdministrationEnvironmentalQualityProgramsStartup	SeriesC Administration of Environmental Quality Programs Startup	Series C+ stage startup in administration of environmental quality programs	9241	SeriesC
SeriesCAdministrationHousingProgramsUrbanPlanningCommunityDevelopmentStartup	SeriesC Administration of Housing Programs, Urban Planning, and Community Development Startup	Series C+ stage startup in administration of housing programs, urban planning, and community development	925	SeriesC
SeriesCAdministrationHousingProgramsUrbanPlanningCommunityDevelopmentStartup	SeriesC Administration of Housing Programs, Urban Planning, and Community Development Startup	Series C+ stage startup in administration of housing programs, urban planning, and community development	9251	SeriesC
SeriesCAdministrationHumanResourceProgramsStartup	SeriesC Administration of Human Resource Programs Startup	Series C+ stage startup in administration of human resource programs	923	SeriesC
SeriesCAdministrationHumanResourceProgramsStartup	SeriesC Administration of Human Resource Programs Startup	Series C+ stage startup in administration of human resource programs	9231	SeriesC
SeriesCAdministrativeSupportServicesStartup	SeriesC Administrative and Support Services Startup	Series C+ stage startup in administrative and support services	561	SeriesC
SeriesCAdministrativeSupportWasteManagementRemediationServicesStartup	SeriesC Administrative and Support and Waste Management and Remediation Services Startup	Series C+ stage startup in administrative and support and waste management and remediation services	56	SeriesC
SeriesCAdvertisingPublicRelationsRelatedServicesStartup	SeriesC Advertising, Public Relations, and Related Services Startup	Series C+ stage startup in advertising, public relations, and related services	5418	SeriesC
SeriesCAerospaceProductPartsManufacturingStartup	SeriesC Aerospace Product and Parts Manufacturing Startup	Series C+ stage startup in aerospace product and parts manufacturing	3364	SeriesC
SeriesCAgenciesBrokeragesOtherInsuranceRelatedActivitiesStartup	SeriesC Agencies, Brokerages, and Other Insurance Related Activities Startup	Series C+ stage startup in agencies, brokerages, and other insurance related activities	5242	SeriesC
SeriesCAgentsManagersArtistsAthletesEntertainersOtherPublicFiguresStartup	SeriesC Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures Startup	Series C+ stage startup in agents and managers for artists, athletes, entertainers, and other public figures	7114	SeriesC
SeriesCAgricultureConstructionMiningMachineryManufacturingStartup	SeriesC Agriculture, Construction, and Mining Machinery Manufacturing Startup	Series C+ stage startup in agriculture, construction, and mining machinery manufacturing	3331	SeriesC
SeriesCAgricultureForestryFishingHuntingStartup	SeriesC Agriculture, Forestry, Fishing and Hunting Startup	Series C+ stage startup in agriculture, forestry, fishing and hunting	11	SeriesC
SeriesCAirTransportationStartup	SeriesC Air Transportation Startup	Series C+ stage startup in air transportation	481	SeriesC
SeriesCAllOtherTelecommunicationsStartup	SeriesC All Other Telecommunications Startup	Series C+ stage startup in all other telecommunications	5178	SeriesC
SeriesCAluminaAluminumProductionProcessingStartup	SeriesC Alumina and Aluminum Production and Processing Startup	Series C+ stage startup in alumina and aluminum production and processing	3313	SeriesC
SeriesCAmbulatoryHealthCareServicesStartup	SeriesC Ambulatory Health Care Services Startup	Series C+ stage startup in ambulatory health care services	621	SeriesC
