taskId	occupation
CopilotsEngineers.work.AsPart.of.Landings	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.work.AsPart.of.FlightTeam.with.OtherCrewMembers	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.work.AsPart.of.Landings	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.respond.to.	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.respond.Malfunctions	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.respond.Report.in	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.respond.Malfunctions	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.respond.to.	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.respond.Malfunctions	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.respond.Report.in	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.respond.Malfunctions	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.respond.to.	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.respond.Malfunctions	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.respond.Report.in	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.respond.Malfunctions	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.inspect.Aircraft.for.DefectsAccording.to.Pre	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.inspect.Aircraft.for.Malfunctions	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.inspect.Aircraft.for.DefectsAccording.to.Pre	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.inspect.Aircraft.for.Malfunctions	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.inspect.Aircraft.for.DefectsAccording.to.Pre	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.inspect.Aircraft.for.Malfunctions	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.contact.ControlTowers.for.TakeoffClearances	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.contact.ControlTowers.for.OtherInformation	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.contact.ControlTowers.for.TakeoffClearances	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.contact.ControlTowers.for.OtherInformation	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.contact.ControlTowers.for.TakeoffClearances	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.contact.ControlTowers.for.OtherInformation	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.monitor.EngineOperation	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.monitor.Functioning.of.AircraftSystemsDuringFlights	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.monitor.EngineOperation	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.monitor.Functioning.of.AircraftSystemsDuringFlights	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.monitor.EngineOperation	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.monitor.Functioning.of.AircraftSystemsDuringFlights	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.monitor.Gauges	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.monitor.Gauges	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.monitor.ControlPanels.to.VerifyAircraftPerformanceRegulateEngineSpeed	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.monitor.ControlPanels.to.RegulateEngineSpeed	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.monitor.Gauges	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.monitor.Gauges	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.monitor.ControlPanels.to.VerifyAircraftPerformanceRegulateEngineSpeed	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.monitor.ControlPanels.to.RegulateEngineSpeed	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.monitor.Gauges	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.monitor.Gauges	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.monitor.ControlPanels.to.VerifyAircraftPerformanceRegulateEngineSpeed	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.monitor.ControlPanels.to.RegulateEngineSpeed	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.aircraft.along.PlannedRoutes	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.aircraft.along.PlannedRoutes	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.aircraft.along.PlannedRoutes	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.check.PassengerDistributionsFuelAmounts.to.EnsureWeightSpecificationsAreMet	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.check.PassengerDistributionsFuelAmounts.to.BalanceSpecificationsAreMet	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.check.CargoDistributionsFuelAmounts.to.EnsureWeightSpecificationsAreMet	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.check.CargoDistributionsFuelAmounts.to.BalanceSpecificationsAreMet	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.check.PassengerDistributionsFuelAmounts.to.EnsureWeightSpecificationsAreMet	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.check.PassengerDistributionsFuelAmounts.to.BalanceSpecificationsAreMet	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.check.CargoDistributionsFuelAmounts.to.EnsureWeightSpecificationsAreMet	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.check.CargoDistributionsFuelAmounts.to.BalanceSpecificationsAreMet	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.check.PassengerDistributionsFuelAmounts.to.EnsureWeightSpecificationsAreMet	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.check.PassengerDistributionsFuelAmounts.to.BalanceSpecificationsAreMet	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.check.CargoDistributionsFuelAmounts.to.EnsureWeightSpecificationsAreMet	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.check.CargoDistributionsFuelAmounts.to.BalanceSpecificationsAreMet	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.confer.with.FlightDispatchersForecasters.to.KeepAbreast.of.FlightConditions	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.confer.WeatherForecasters.to.KeepAbreast.of.FlightConditions	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.confer.with.FlightDispatchersForecasters.to.KeepAbreast.of.FlightConditions	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.confer.WeatherForecasters.to.KeepAbreast.of.FlightConditions	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.confer.with.FlightDispatchersForecasters.to.KeepAbreast.of.FlightConditions	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.confer.WeatherForecasters.to.KeepAbreast.of.FlightConditions	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.order.Changes.in.FuelSupplies	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.order.Changes.in.Schedules.to.EnsureSafety.of.Flights	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.order.Changes.in.FuelSupplies	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.order.Changes.in.Schedules.to.EnsureSafety.of.Flights	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.order.Changes.in.FuelSupplies	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.order.Changes.in.Schedules.to.EnsureSafety.of.Flights	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.crews.about.FlightDetails	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.crews.about.FlightDetails	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.crews.about.FlightDetails	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.choose.Routes	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.choose.SmoothestFlights	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.choose.SpeedsWillProvideFastest	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.choose.SmoothestFlights	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.choose.Routes	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.choose.SmoothestFlights	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.choose.SpeedsWillProvideFastest	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.choose.SmoothestFlights	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.choose.Routes	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.choose.SmoothestFlights	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.choose.SpeedsWillProvideFastest	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.choose.SmoothestFlights	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.direct.Activities.of.AircraftCrewsDuringFlights	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.direct.Activities.of.AircraftCrewsDuringFlights	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.direct.Activities.of.AircraftCrewsDuringFlights	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.record.in.LogBooksInformation	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.record.FuelConsumption	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.record.in.LogBooksInformation	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.record.FuelConsumption	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.record.in.LogBooksInformation	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.record.FuelConsumption	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.other.PilotsStudentPilots.in.AircraftOperationsPrinciples.of.Flight	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.other.PilotsStudentPilots.in.AircraftOperationsPrinciples.of.Flight	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.other.PilotsStudentPilots.in.AircraftOperationsPrinciples.of.Flight	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.make.Announcements.regarding.Flights	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.make.Announcements.regarding.Flights	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.make.Announcements.regarding.Flights	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.coordinate.FlightActivities.with.GroundCrewsTrafficControlInformCrewMembers.of.FlightTestProcedures	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.coordinate.FlightActivities.with.AirTrafficControlInformCrewMembers.of.FlightTestProcedures	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.coordinate.FlightActivities.with.GroundCrewsTrafficControlInformCrewMembers.of.FlightTestProcedures	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.coordinate.FlightActivities.with.AirTrafficControlInformCrewMembers.of.FlightTestProcedures	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.coordinate.FlightActivities.with.GroundCrewsTrafficControlInformCrewMembers.of.FlightTestProcedures	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.coordinate.FlightActivities.with.AirTrafficControlInformCrewMembers.of.FlightTestProcedures	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.conduct.in	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.conduct.in	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.conduct.Evaluations.at.SpecifiedAltitudesTypes.of.Weather.to.DetermineReceptivityOtherCharacteristics.of.EquipmentSystems	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.conduct.Evaluations.at.Types.of.Weather.to.DetermineReceptivityOtherCharacteristics.of.EquipmentSystems	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.conduct.in	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.conduct.in	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.conduct.Evaluations.at.SpecifiedAltitudesTypes.of.Weather.to.DetermineReceptivityOtherCharacteristics.of.EquipmentSystems	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.conduct.Evaluations.at.Types.of.Weather.to.DetermineReceptivityOtherCharacteristics.of.EquipmentSystems	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.conduct.in	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.conduct.in	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.conduct.Evaluations.at.SpecifiedAltitudesTypes.of.Weather.to.DetermineReceptivityOtherCharacteristics.of.EquipmentSystems	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.conduct.Evaluations.at.Types.of.Weather.to.DetermineReceptivityOtherCharacteristics.of.EquipmentSystems	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.file.InstrumentFlightPlans.with.AirTrafficControl.to.EnsureFlightsAreCoordinated.with.OtherAirTraffic	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.file.InstrumentFlightPlans.with.AirTrafficControl.to.EnsureFlightsAreCoordinated.with.OtherAirTraffic	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.file.InstrumentFlightPlans.with.AirTrafficControl.to.EnsureFlightsAreCoordinated.with.OtherAirTraffic	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.perform.MinorMaintenanceWork	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.perform.Arrange.for.MajorMaintenance	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.perform.MinorMaintenanceWork	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.perform.Arrange.for.MajorMaintenance	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.perform.MinorMaintenanceWork	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.perform.Arrange.for.MajorMaintenance	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.evaluate.OtherPilotsApplicants.for.Proficiency	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.evaluate.Pilot	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.evaluate.OtherPilotsApplicants.for.Proficiency	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.evaluate.Pilot	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.evaluate.OtherPilotsApplicants.for.Proficiency	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.evaluate.Pilot	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.plan.FlightActivitiesTestSchedulesPrepareFlightEvaluationReports	Airline Pilots, Copilots, and Flight Engineers
AirlinePilotsEngineers.formulate.FlightActivitiesTestSchedulesPrepareFlightEvaluationReports	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.plan.FlightActivitiesTestSchedulesPrepareFlightEvaluationReports	Airline Pilots, Copilots, and Flight Engineers
CopilotsEngineers.formulate.FlightActivitiesTestSchedulesPrepareFlightEvaluationReports	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.plan.FlightActivitiesTestSchedulesPrepareFlightEvaluationReports	Airline Pilots, Copilots, and Flight Engineers
FlightEngineers.formulate.FlightActivitiesTestSchedulesPrepareFlightEvaluationReports	Airline Pilots, Copilots, and Flight Engineers
CommercialPilots.check.AircraftPrior.to.Flights.to.EnsureEngines	Commercial Pilots
CommercialPilots.check.AircraftPrior.to.OtherSystemsAreFunctioningProperly	Commercial Pilots
CommercialPilots.pilot.AircraftPerformCaptain'sDuties	Commercial Pilots
CommercialPilots.consider.AirportAltitudes	Commercial Pilots
CommercialPilots.consider.Directions.to.CalculateSpeedNeeded.to.BecomeAirborne	Commercial Pilots
CommercialPilots.consider.WindSpeeds.to.CalculateSpeedNeeded.to.BecomeAirborne	Commercial Pilots
CommercialPilots.consider.Directions.to.CalculateSpeedNeeded.to.BecomeAirborne	Commercial Pilots
CommercialPilots.use.Instrumentation.to.PilotAircraftWhenVisibilityIsPoor	Commercial Pilots
CommercialPilots.monitor.EngineOperation	Commercial Pilots
CommercialPilots.monitor.Functioning.of.AircraftSystemsDuringFlights	Commercial Pilots
CommercialPilots.order.Changes.in.FuelSupplies	Commercial Pilots
CommercialPilots.order.Changes.in.Schedules.to.EnsureSafety.of.Flights	Commercial Pilots
CommercialPilots.contact.ControlTowers.for.TakeoffClearances	Commercial Pilots
CommercialPilots.contact.ControlTowers.for.OtherInformation	Commercial Pilots
CommercialPilots.plan.FlightsAccording.to.GovernmentRegulations	Commercial Pilots
CommercialPilots.plan.FlightsAccording.to.CompanyRegulations	Commercial Pilots
CommercialPilots.start.Engines	Commercial Pilots
CommercialPilots.start.Engines	Commercial Pilots
CommercialPilots.start.PilotAirplanes.to.TransportPassengers	Commercial Pilots
CommercialPilots.start.PilotAirplanes.to.FreightAccording.to.FlightPlans	Commercial Pilots
CommercialPilots.check.Baggage.to.EnsureItHasBeenLoadedCorrectly	Commercial Pilots
CommercialPilots.check.Cargo.to.EnsureItHasBeenLoadedCorrectly	Commercial Pilots
CommercialPilots.obtain.DataSuchAsLoadWeights	Commercial Pilots
CommercialPilots.review.DataSuchAsLoadWeights	Commercial Pilots
CommercialPilots.conduct.in	Commercial Pilots
CommercialPilots.conduct.in	Commercial Pilots
CommercialPilots.conduct.Evaluations.at.SpecifiedAltitudesTypes.of.Weather.to.DetermineReceptivityOtherCharacteristics.of.EquipmentSystems	Commercial Pilots
CommercialPilots.conduct.Evaluations.at.Types.of.Weather.to.DetermineReceptivityOtherCharacteristics.of.EquipmentSystems	Commercial Pilots
CommercialPilots.choose.Routes	Commercial Pilots
CommercialPilots.choose.SmoothestFlights	Commercial Pilots
CommercialPilots.choose.SpeedsWillProvideFastest	Commercial Pilots
CommercialPilots.choose.SmoothestFlights	Commercial Pilots
CommercialPilots.write.SpecifiedInformation.in.FlightRecords	Commercial Pilots
CommercialPilots.write.SpecifiedInformation.in.FuelConsumption	Commercial Pilots
CommercialPilots.coordinate.FlightActivities.with.GroundCrewsTrafficControl	Commercial Pilots
CommercialPilots.coordinate.FlightActivities.with.AirTrafficControl	Commercial Pilots
CommercialPilots.perform.MinorAircraftMaintenanceWork	Commercial Pilots
CommercialPilots.perform.Arrange.for.MajorMaintenance	Commercial Pilots
CommercialPilots.perform.RepairWork	Commercial Pilots
CommercialPilots.perform.Arrange.for.MajorMaintenance	Commercial Pilots
CommercialPilots.supervise.OtherCrewMembers	Commercial Pilots
CommercialPilots.request.Changes.in.AltitudesAsCircumstancesDictate	Commercial Pilots
CommercialPilots.request.Changes.in.RoutesAsCircumstancesDictate	Commercial Pilots
CommercialPilots.file.InstrumentFlightPlans.with.AirTrafficControlFlightsCanBeCoordinated.with.OtherAirTraffic	Commercial Pilots
CommercialPilots.evacuate.InjuredPersons	Commercial Pilots
CommercialPilots.other.PilotsStudentPilots.in.AircraftOperations	Commercial Pilots
CommercialPilots.other.PilotsPilot	Commercial Pilots
CommercialPilots.plan.FlightActivitiesTestSchedulesPrepareFlightEvaluationReports	Commercial Pilots
CommercialPilots.formulate.FlightActivitiesTestSchedulesPrepareFlightEvaluationReports	Commercial Pilots
CommercialPilots.teach.CompanyRegulations.to.OtherPilots	Commercial Pilots
CommercialPilots.teach.Procedures.to.OtherPilots	Commercial Pilots
AirTrafficControllers.inform.Pilots.about.NearbyPlanesHazardousConditions	Air Traffic Controllers
AirTrafficControllers.inform.Pilots.about.NearbyPlanesHazardousConditions	Air Traffic Controllers
AirTrafficControllers.inform.PotentiallyHazardousConditions	Air Traffic Controllers
AirTrafficControllers.inform.PotentiallyHazardousConditions	Air Traffic Controllers
AirTrafficControllers.issue.LandingAuthorizations	Air Traffic Controllers
AirTrafficControllers.issue.Instructions	Air Traffic Controllers
AirTrafficControllers.issue.Take	Air Traffic Controllers
AirTrafficControllers.issue.Instructions	Air Traffic Controllers
AirTrafficControllers.transfer.Control.of.DepartingFlights.to.TrafficControlCentersControl.of.ArrivingFlights	Air Traffic Controllers
AirTrafficControllers.transfer.Control.of.AcceptControl.of.ArrivingFlights	Air Traffic Controllers
AirTrafficControllers.provide.FlightPathChanges.to.EmergencyLandingFields.for.PilotsTraveling.in.BadWeatherEmergencySituations	Air Traffic Controllers
AirTrafficControllers.provide.FlightPathChanges.to.EmergencySituations	Air Traffic Controllers
AirTrafficControllers.provide.Directions.to.EmergencyLandingFields.for.PilotsTraveling.in.BadWeatherEmergencySituations	Air Traffic Controllers
AirTrafficControllers.provide.Directions.to.EmergencySituations	Air Traffic Controllers
AirTrafficControllers.alert.AirportEmergencyServices.in.Cases.of.EmergencyAircraftAreExperiencingDifficulties	Air Traffic Controllers
AirTrafficControllers.alert.AirportEmergencyServices.in.WhenAircraftAreExperiencingDifficulties	Air Traffic Controllers
AirTrafficControllers.monitor.Movement.of.Aircraft.within.AssignedAirSpaceGround.at.Airports.to.MinimizeDelaysMaximizeSafety	Air Traffic Controllers
AirTrafficControllers.monitor.Movement.of.Ground.at.Airports.to.MinimizeDelaysMaximizeSafety	Air Traffic Controllers
AirTrafficControllers.direct.Movement.of.Aircraft.within.AssignedAirSpaceGround.at.Airports.to.MinimizeDelaysMaximizeSafety	Air Traffic Controllers
AirTrafficControllers.direct.Movement.of.Ground.at.Airports.to.MinimizeDelaysMaximizeSafety	Air Traffic Controllers
AirTrafficControllers.direct.Pilots.to.RunwaysWhenSpaceIsAvailableThem.to.MaintainTrafficPatternUntilThereIsSpace.for.Them.to.Land	Air Traffic Controllers
AirTrafficControllers.direct.Pilots.to.DirectThem.to.MaintainTrafficPatternUntilThereIsSpace.for.Them.to.Land	Air Traffic Controllers
AirTrafficControllers.monitor.Aircraft.within.SpecificAirspace	Air Traffic Controllers
AirTrafficControllers.monitor.VisualReferences	Air Traffic Controllers
AirTrafficControllers.direct.GroundTraffic	Air Traffic Controllers
AirTrafficControllers.direct.AirportWorkers	Air Traffic Controllers
AirTrafficControllers.direct.BaggageVehicles	Air Traffic Controllers
AirTrafficControllers.direct.AirportWorkers	Air Traffic Controllers
AirTrafficControllers.contact.Pilots.by.Radio.to.ProvideMeteorological	Air Traffic Controllers
AirTrafficControllers.contact.Pilots.by.OtherInformation	Air Traffic Controllers
AirTrafficControllers.maintain.RadioContact.with.AdjacentControlTowers	Air Traffic Controllers
AirTrafficControllers.maintain.RadioContact.with.OtherAreaControlCenters.to.CoordinateAircraftMovement	Air Traffic Controllers
AirTrafficControllers.maintain.TelephoneContact.with.AdjacentControlTowers	Air Traffic Controllers
AirTrafficControllers.maintain.TelephoneContact.with.OtherAreaControlCenters.to.CoordinateAircraftMovement	Air Traffic Controllers
AirTrafficControllers.determine.Timing.for.FlightVectorChanges	Air Traffic Controllers
AirTrafficControllers.determine.Procedures.for.FlightVectorChanges	Air Traffic Controllers
AirTrafficControllers.initiate.Searches.for.MissingAircraft	Air Traffic Controllers
AirTrafficControllers.coordinate.Searches.for.MissingAircraft	Air Traffic Controllers
AirTrafficControllers.provide.on	Air Traffic Controllers
AirTrafficControllers.check.Conditions.at.DifferentAltitudes.in.Response.to.PilotsRequests.for.AltitudeChanges	Air Traffic Controllers
AirTrafficControllers.check.Traffic.at.DifferentAltitudes.in.Response.to.PilotsRequests.for.AltitudeChanges	Air Traffic Controllers
AirTrafficControllers.air.TrafficInformation	Air Traffic Controllers
AirTrafficControllers.inspect	Air Traffic Controllers
AirTrafficControllers.compile.Information.about.Flights.from.FlightPlans	Air Traffic Controllers
AirTrafficControllers.compile.Information.about.Flights.from.Observations	Air Traffic Controllers
AirTrafficControllers.organize.FlightPlansManagementPlans.to.Prepare.for.Planes.about.EnterAssignedAirspace	Air Traffic Controllers
AirTrafficControllers.organize.TrafficManagementPlans.to.Prepare.for.Planes.about.EnterAssignedAirspace	Air Traffic Controllers
AirTrafficControllers.review.Records.for.ClarityMaintainRecordsReports	Air Traffic Controllers
AirTrafficControllers.review.Records.for.CompletenessMaintainRecordsReports	Air Traffic Controllers
AirTrafficControllers.review.Reports.for.ClarityMaintainRecordsReports	Air Traffic Controllers
AirTrafficControllers.review.Reports.for.CompletenessMaintainRecordsReports	Air Traffic Controllers
AirTrafficControllers.complete.DailyActivityReportsRecords.of.Messages.from.Aircraft	Air Traffic Controllers
AirTrafficControllers.complete.KeepRecords.of.Messages.from.Aircraft	Air Traffic Controllers
AirTrafficControllers.conduct.Pre	Air Traffic Controllers
AirTrafficControllers.conduct.Pre	Air Traffic Controllers
AirTrafficControllers.analyze.FactorsSuchAsWeatherReports	Air Traffic Controllers
AirTrafficControllers.analyze.Maps.to.DetermineAirRoutes	Air Traffic Controllers
AirfieldOperationsSpecialists.inspect.AirfieldConditions.to.EnsureCompliance.with.FederalRegulatoryRequirements	Airfield Operations Specialists
AirfieldOperationsSpecialists.implement.AirfieldSafetyProcedures.to.EnsureSafeOperatingEnvironment.for.PersonnelOperation	Airfield Operations Specialists
AirfieldOperationsSpecialists.implement.AirfieldSafetyProcedures.to.AircraftOperation	Airfield Operations Specialists
AirfieldOperationsSpecialists.conduct.Inspections.of.AirportProperty.to.MaintainControlledAccess.to.Airfields	Airfield Operations Specialists
AirfieldOperationsSpecialists.conduct.Inspections.of.Perimeter.to.MaintainControlledAccess.to.Airfields	Airfield Operations Specialists
AirfieldOperationsSpecialists.assist.in.Responding.to.AircraftEmergencies	Airfield Operations Specialists
AirfieldOperationsSpecialists.assist.in.Responding.to.MedicalEmergencies	Airfield Operations Specialists
AirfieldOperationsSpecialists.initiate.Airport	Airfield Operations Specialists
AirfieldOperationsSpecialists.initiate.Airport	Airfield Operations Specialists
AirfieldOperationsSpecialists.conduct.Airport	Airfield Operations Specialists
AirfieldOperationsSpecialists.conduct.Airport	Airfield Operations Specialists
AirfieldOperationsSpecialists.manage.Wildlife.on.AroundAirportGrounds	Airfield Operations Specialists
AirfieldOperationsSpecialists.coordinate.Communications.between.AirTrafficControlPersonnel	Airfield Operations Specialists
AirfieldOperationsSpecialists.coordinate.MaintenancePersonnel	Airfield Operations Specialists
AirfieldOperationsSpecialists.perform.AirfieldManagementActivities	Airfield Operations Specialists
AirfieldOperationsSpecialists.supervise.AirfieldManagementActivities	Airfield Operations Specialists
AirfieldOperationsSpecialists.plan.AirfieldConstruction	Airfield Operations Specialists
AirfieldOperationsSpecialists.coordinate.AirfieldConstruction	Airfield Operations Specialists
AirfieldOperationsSpecialists.monitor.Arrival	Airfield Operations Specialists
AirfieldOperationsSpecialists.monitor.Departure.of.Aircraft	Airfield Operations Specialists
AirfieldOperationsSpecialists.train.OperationsStaff	Airfield Operations Specialists
AirfieldOperationsSpecialists.coordinate.with.Agencies	Airfield Operations Specialists
AirfieldOperationsSpecialists.coordinate.CommandPosts	Airfield Operations Specialists
AirfieldOperationsSpecialists.departure	Airfield Operations Specialists
AirfieldOperationsSpecialists.provide.Aircrews.with.InformationNeeded.for.AirfieldManagementFlightPlanning	Airfield Operations Specialists
AirfieldOperationsSpecialists.provide.Aircrews.with.ServicesNeeded.for.AirfieldManagementFlightPlanning	Airfield Operations Specialists
AirfieldOperationsSpecialists.coordinate.with.Agencies.to.MeetAircrewRequirements.for.Billeting	Airfield Operations Specialists
AirfieldOperationsSpecialists.coordinate.with.Agencies.to.TransientAircraftMaintenance	Airfield Operations Specialists
AirfieldOperationsSpecialists.use.AirfieldLandingAidsDataTerminalCommunicationsEquipment.to.PerformDuties	Airfield Operations Specialists
