id	name	description	code	hotTechnology	inDemand
ThomsonCreativeSolutionsEngagementCs	Thomson Creative Solutions Engagement CS	Financial analysis software	43231604	false	false
ThomsonCreativeSolutionsFinancialAnalysisCs	Thomson Creative Solutions Financial Analysis CS	Financial analysis software	43231604	false	false
ThomsonDialog	Thomson Dialog	Graphics or photo imaging software	43232102	false	false
ThomsonEndnote	Thomson EndNote	Data base user interface and query software	43232306	false	false
ThomsonFinancialInvestext	Thomson Financial Investext	Information retrieval or search software	43232309	false	false
ThomsonGosystemMytaxinfo	Thomson GoSystem MyTaxInfo	Spreadsheet software	43232110	false	false
ThomsonGosystemTax	Thomson GoSystem Tax	Tax preparation software	43231603	false	false
ThomsonOneAdvisor	Thomson ONE Advisor	Financial analysis software	43231604	false	false
ThomsonPpcEToolsSuite	Thomson PPC e-Tools Suite	Financial analysis software	43231604	false	false
ThomsonReutersClear	Thomson Reuters CLEAR	Data base user interface and query software	43232306	false	false
ThomsonReutersEliteBillingManager	Thomson Reuters Elite Billing Manager	Accounting software	43231601	false	false
ThomsonReutersEliteEnterprise	Thomson Reuters Elite Enterprise	Accounting software	43231601	false	false
ThomsonReutersEliteProlaw	Thomson Reuters Elite ProLaw	Data base user interface and query software	43232306	false	false
ThomsonReutersEndnote	Thomson Reuters EndNote	Data base user interface and query software	43232306	false	false
ThomsonReutersFilecabinetCs	Thomson Reuters FileCabinet CS	Document management software	43232202	false	false
ThomsonReutersGofileroom	Thomson Reuters GoFileRoom	Content workflow software	43232201	false	false
ThomsonReutersLiquentCoredossierSubmissionAcceleratorForEctd	Thomson Reuters Liquent CoreDossier Submission Accelerator for eCTD	Document management software	43232202	false	false
ThomsonReutersLiquentInsightSuite	Thomson Reuters Liquent InSight Suite	Compliance software	43232606	false	false
ThomsonReutersLivenoteStream	Thomson Reuters LiveNote Stream	Video creation and editing software	43232103	false	false
ThomsonReutersPaisleyEnterpriseGrc	Thomson Reuters Paisley Enterprise GRC	Compliance software	43232606	false	false
ThomsonReutersRiskManagement	Thomson Reuters Risk Management	Risk management data and analysis software	43232620	false	false
ThomsonReutersTradeweb	Thomson Reuters Tradeweb	Financial analysis software	43231604	false	false
ThomsonReutersUltrataxCs	Thomson Reuters UltraTax CS	Tax preparation software	43231603	false	false
ThomsonReutersWebOfScience	Thomson Reuters Web of Science	Library software	43232609	false	false
ThomsonReutersWestlaw	Thomson Reuters Westlaw	Information retrieval or search software	43232309	false	false
ThomsonReutersWestlawEdge	Thomson Reuters Westlaw Edge	Information retrieval or search software	43232309	false	false
ThomsonReutersWestlawnext	Thomson Reuters WestlawNext	Information retrieval or search software	43232309	false	false
ThomsonReutersWestlawnextLitigator	Thomson Reuters WestlawNext Litigator	Legal management software	43232616	false	false
ThomsonScientificDialog	Thomson Scientific Dialog	Data base user interface and query software	43232306	false	false
ThomsonWestCowlesEstatePracticeSystem	Thomson West Cowles Estate Practice System	Document management software	43232202	false	false
ThomsonWestFindlaw	Thomson West FindLaw	Information retrieval or search software	43232309	false	false
ThomsonWestLivenote	Thomson West LiveNote	Word processing software	43232104	false	false
ThomsonWestProlaw	Thomson West ProLaw	Customer relationship management CRM software	43232303	false	false
ThoughtfulSystemsSchedulingManagerForAutoDetailing	Thoughtful Systems Scheduling Manager for Auto Detailing	Calendar and scheduling software	43232108	false	false
ThoughtTechnologyBiographInfiniti	Thought Technology BioGraph Infiniti	Analytical or scientific software	43232605	false	false
ThoughtworksStudioMingle	ThoughtWorks Studio Mingle	Project management software	43231507	false	false
ThreadedCodeCompiler	Threaded code compiler	Compiler and decompiler software	43232409	false	false
ThreeDimensional3dComputerAidedDesignCadSoftware	Three-dimensional 3D computer aided design CAD software	Computer aided design CAD software	43232604	false	false
ThreeDimensional3dSolidModelingSoftware	Three-dimensional 3D solid modeling software	Computer aided manufacturing CAM software	43232612	false	false
ThreeDimensional3dVirtualSurgerySoftware	Three-dimensional 3D virtual surgery software	Medical software	43232610	false	false
ThreeDimensionalGraphicsSoftware	Three-dimensional graphics software	Graphics or photo imaging software	43232102	false	false
ThreeDimensionalModelingSoftware	Three-dimensional modeling software	Computer aided design CAD software	43232604	false	false
ThreeDimensionalMotionCaptureSoftware	Three-dimensional motion capture software	Analytical or scientific software	43232605	false	false
ThreeDimensionalParametricDesignSoftware	Three-dimensional parametric design software	Computer aided design CAD software	43232604	false	false
ThreeDimensionalScanningSoftware	Three-dimensional scanning software	Optical character reader OCR or scanning software	43232111	false	false
ThreeDimensionalSimulationTranslationSoftware	Three-dimensional simulation translation software	Analytical or scientific software	43232605	false	false
ThriveworksTherapybuddy	Thriveworks TherapyBuddy	Calendar and scheduling software	43232108	false	false
TibcoScribeSoftware	Tibco Scribe Software	Analytical or scientific software	43232605	false	false
TibcoSPlus	Tibco S-PLUS	Analytical or scientific software	43232605	false	false
TibcoSpotfire	TIBCO Spotfire	Business intelligence and data analysis software	43232314	false	false
TibcoSpotfireS+	TIBCO Spotfire S+	Analytical or scientific software	43232605	false	false
TicketAlternativeExpressEntry	Ticket Alternative Express Entry	Optical character reader OCR or scanning software	43232111	false	false
TicketInformationTrackingSoftware	Ticket information tracking software	Helpdesk or call center software	43231501	false	false
TicketIssuingSoftware	Ticket issuing software	Data base user interface and query software	43232306	false	false
TicketScanningSoftware	Ticket scanning software	Optical character reader OCR or scanning software	43232111	false	false
TickquestNeoticker	TickQuest NeoTicker	Charting software	43232105	false	false
TidepoolScientificSoftwareComprehensiveEnvironmentalToxicityInformationSystemCetis	Tidepool Scientific Software Comprehensive Environmental Toxicity Information System CETIS	Data base user interface and query software	43232306	false	false
TidepoolScientificSoftwareToxcalc	Tidepool Scientific Software ToxCalc	Analytical or scientific software	43232605	false	false
TierGeneratorSoftware	Tier generator software	Development environment software	43232402	false	false
TietoenatorPromatch	TietoEnator ProMatch	Financial analysis software	43231604	false	false
Tigerpaw	Tigerpaw	Customer relationship management CRM software	43232303	false	false
TigrisCabie	Tigris Cabie	Development environment software	43232402	false	false
Tiktok	TikTok	Video creation and editing software	43232103	true	false
Tilegem	TileGem	Computer aided design CAD software	43232604	false	false
TimberlakeConsultantsOxmetrics	Timberlake Consultants OxMetrics	Analytical or scientific software	43232605	false	false
Time	Time and payroll management software	Time accounting software	43231605	false	false
TimeCardSoftware	Time card software	Human resources software	43231505	false	false
TimekeepingSoftware	Timekeeping software	Time accounting software	43231605	false	false
TimelineSoftware	Timeline software	Charting software	43232105	false	false
TimeplusPayroll	TimePlus Payroll	Time accounting software	43231605	false	false
TimeproLegalSoftwareTimepro	TimePro Legal Software TimePro	Accounting software	43231601	false	false
TimeRecordingSoftware	Time recording software	Time accounting software	43231605	false	false
TimeReportingSoftware	Time reporting software	Time accounting software	43231605	false	false
TimeReportSoftware	Time report software	Time accounting software	43231605	false	false
TimeSeriesModelingTsmSoftware	Time series modeling TSM software	Analytical or scientific software	43232605	false	false
TimeSharingOptionTsoSoftware	Time sharing option TSO software	Compiler and decompiler software	43232409	false	false
TimesolvLegal	TimeSolv Legal	Accounting software	43231601	false	false
TimeTrackingSoftware	Time tracking software	Time accounting software	43231605	false	false
TimetrakSystemsCloctrack	TimeTrak Systems ClocTrack	Time accounting software	43231605	false	false
TimetrakSystemsSchedtrak	TimeTrak Systems SchedTrak	Calendar and scheduling software	43232108	false	false
TimevalueSoftware	TimeValue software	Financial analysis software	43231604	false	false
TimingAnalysisSoftware	Timing analysis software	Analytical or scientific software	43232605	false	false
TimpaniChat	Timpani Chat	Network conferencing software	43233503	false	false
TimpaniContactCenter	Timpani Contact Center	Contact center software	43232903	false	false
TimpaniEmail	Timpani Email	Contact center software	43232903	false	false
TipsStandardSecuritiesCalculationBondAnalyticsModule	Tips Standard Securities Calculation Bond Analytics Module	Financial analysis software	43231604	false	false
TipsStandardSecuritiesCalculationMortgageBackedAnalyticsModule	Tips Standard Securities Calculation Mortgage-Backed Analytics Module	Financial analysis software	43231604	false	false
TitleSoftware	SoftPro real estate closing and title software	Project management software	43231507	false	false
TksoftwareRcmSoftware	TKSoftware RCM software	Graphical user interface development software	43232404	false	false
TmwEnterpriseTransportationManagementSystems	TMW Enterprise Transportation Management Systems	Materials requirements planning logistics and supply chain software	43231506	false	false
TmwPowersuite	TMW PowerSuite	Enterprise resource planning ERP software	43231602	false	false
TnsMarketwhys	TNS MarketWhys	Analytical or scientific software	43232605	false	false
TnsMiriad	TNS Miriad	Analytical or scientific software	43232605	false	false
ToadsoftToad	ToadSoft Toad	Development environment software	43232402	false	false
TokenRing	Token Ring	Switch or router software	43232908	false	false
TokenworksMagneticCardReader	TokenWorks Magnetic Card Reader	Point of sale POS software	43232611	false	false
Tokenx	TokenX	Data mining software	43232307	false	false
ToleranceAnalysisSoftware	Tolerance analysis software	Analytical or scientific software	43232605	false	false
TolerancingSoftware	Geometric dimensioning and tolerancing software	Analytical or scientific software	43232605	false	false
TonalenergyTuner&Metronome	TonalEnergy Tuner & Metronome	Analytical or scientific software	43232605	false	false
TonalitySystemsSymoblicComposer	Tonality Systems Symoblic Composer	Music or sound editing software	43232005	false	false
ToolCenterPointTcpSettingSoftware	Tool center point TCP setting software	Industrial control software	43232608	false	false
ToolCommandLanguageTcl	Tool command language Tcl	Development environment software	43232402	false	false
Tools	Yokogawa FAST/TOOLS	Industrial control software	43232608	false	false
ToothpicsSoftware	ToothPics software	Medical software	43232610	false	false
TopazEnterpriseSoftwareSuite	TOPAZ Enterprise Software Suite	Data base user interface and query software	43232306	false	false
TopazSoftwareSymplifi	Topaz Software Symplifi (business analysis feature)	Expert system software	43231511	false	false
Topcaats	TopCAATs	Financial analysis software	43231604	false	false
Topdoglegal	TopDogLegal	Data base user interface and query software	43232306	false	false
Tophat	TopHat	Analytical or scientific software	43232605	false	false
ToplineSoftwareSolutionsToplineServiceManager	Topline Software Solutions Topline Service Manager	Data base user interface and query software	43232306	false	false
TopographicDatabaseSoftware	Topographic database software	Information retrieval or search software	43232309	false	false
TopographicMapSoftware	Topographic map software	Map creation software	43233506	false	false
Topproducer	TopProducer	Customer relationship management CRM software	43232303	false	false
TopsEngineeringMaxloadPro	TOPS Engineering MaxLoad Pro	Materials requirements planning logistics and supply chain software	43231506	false	false
TopSystemsTFlexCam	Top Systems T-FLEX CAM	Computer aided manufacturing CAM software	43232612	false	false
TorridRetirementPlanner	Torrid Retirement Planner	Financial analysis software	43231604	false	false
TotalOfficerPersonnelManagementInformationSystemTopmis	Total Officer Personnel Management Information System TOPMIS	Human resources software	43231505	false	false
TotalQualityManagementTqmSoftware	Total quality management TQM software	Project management software	43231507	false	false
TotalTurnkeySolutionsEVision	Total Turnkey Solutions E-Vision	Data base user interface and query software	43232306	false	false
ToteCode	TOTE code	Development environment software	43232402	false	false
TouchsuiteSalon	TouchSuite Salon	Point of sale POS software	43232611	false	false
Tourcms	TourCMS	Data base user interface and query software	43232306	false	false
TourtechSystemsTourtools	TourTech Systems TourTools	Customer relationship management CRM software	43232303	false	false
Tourwriter	TourWriter	Data base user interface and query software	43232306	false	false
TovaCompanyTestOfVariablesOfAttention	The Tova Company Test of Variables of Attention	Medical software	43232610	false	false
TowersPerrinMoses	Towers Perrin MoSes	Financial analysis software	43231604	false	false
ToxicologyDatabases	Toxicology databases	Data base user interface and query software	43232306	false	false
Tpnassist	TPNassist	Analytical or scientific software	43232605	false	false
TraceabilitySoftware	Traceability software	Inventory management software	43231508	false	false
Traceroute	Traceroute	Network monitoring software	43232801	false	false
TrackingSoftware	Package location and tracking software	Industrial control software	43232608	false	false
TrackproServicesTrackproManager	TrackPro Services TrackPro Manager	Accounting software	43231601	false	false
TracksSoftware	Tracks Software	Data base user interface and query software	43232306	false	false
TrackumRepairManager	TRACKUM Repair Manager	Data base user interface and query software	43232306	false	false
TracwareAerotrac	Tracware AeroTrac	Enterprise resource planning ERP software	43231602	false	false
TradeBinderySoftwareBinderyEstimatingSystem	Trade Bindery Software Bindery Estimating System	Accounting software	43231601	false	false
TradeBinderySoftwareBinderyManagementSystem	Trade Bindery Software Bindery Management System	Enterprise resource planning ERP software	43231602	false	false
Tradesman'sSoftwareMasterEstimator	Tradesman's Software Master Estimator	Project management software	43231507	false	false
Tradesman&aposSSoftwareMasterEstimator	Tradesman&apos;s Software Master Estimator	Analytical or scientific software	43232605	false	false
TradetecComputerSystemsTallyworksLogs	TradeTec Computer Systems TallyWorks Logs	Inventory management software	43231508	false	false
TradetecTallyworksLogs	TradeTec TallyWorks Logs	Inventory management software	43231508	false	false
TradetecTallyworksTimetracker	TradeTec TallyWorks TimeTracker	Human resources software	43231505	false	false
TradetoolsFinancialMarketDatabases	TradeTools Financial Market Databases	Information retrieval or search software	43232309	false	false
TradetoolsMonthlyU.s.EconomicDatabase	TradeTools Monthly U.S. Economic Database	Information retrieval or search software	43232309	false	false
TradewebMarketsTradeweb	Tradeweb Markets Tradeweb	Financial analysis software	43231604	false	false
TradingBlox	Trading Blox	Financial analysis software	43231604	false	false
TrafficControlSoftware	Traffic control software	Industrial control software	43232608	false	false
TrafficManagementAdvisorTmaSoftware	Traffic management advisor TMA software	Flight control software	43232607	false	false
TrafficRecordDatabases	Traffic record databases	Data base user interface and query software	43232306	false	false
TrafficShapers	Traffic shapers	Network operating system enhancement software	43232802	false	false
TrafficSignalSoftware	Traffic signal software	Industrial control software	43232608	false	false
TrafficwareSimtraffic	Trafficware SimTraffic	Computer aided design CAD software	43232604	false	false
TrafficwareSynchrogreen	Trafficware SynchroGreen	Analytical or scientific software	43232605	false	false
TraincasterLms	TrainCaster LMS	Computer based training software	43232502	false	false
TrainingSoftware	Training software	Computer based training software	43232502	false	false
TrainontrackLearningManagementSystemLms	TrainOnTrack Learning Management System LMS	Computer based training software	43232502	false	false
TranciteLogicSystemsScenepd	Trancite Logic Systems ScenePD	Graphics or photo imaging software	43232102	false	false
TraneSystemAnalyzer	Trane System Analyzer	Analytical or scientific software	43232605	false	false
TraneTrace	Trane TRACE	Analytical or scientific software	43232605	false	false
TransactionAccountingSoftware	Transaction accounting software	Accounting software	43231601	false	false
TransactionProcessingSoftware	Transaction processing software	Data base user interface and query software	43232306	false	false
TransactSql	Transact-SQL	Data base user interface and query software	43232306	true	false
TransasGroupPisces2	Transas Group PISCES2	Analytical or scientific software	43232605	false	false
TranscendTechnologiesGroupBenefitsconnect	Transcend Technologies Group benefitsCONNECT	Human resources software	43231505	false	false
TranscriptHsst	High School Scheduling and Transcript HSST	Calendar and scheduling software	43232108	false	false
TranscriptionSoftware	Transcription software	Word processing software	43232104	false	false
TranscriptionSystemSoftware	Transcription system software	Document management software	43232202	false	false
Transfer	Circle Systems Stat/Transfer	Analytical or scientific software	43232605	false	false
TransferAdtSoftware	Admissions, discharge, and transfer ADT software	Medical software	43232610	false	false
TransientReactorAnalysisCodeTrac	Transient reactor analysis code TRAC	Analytical or scientific software	43232605	false	false
TranslatorFortran	Formula translation/translator FORTRAN	Development environment software	43232402	false	false
TransmissionLineSimulators	Transmission line simulators	Analytical or scientific software	43232605	false	false
TransoftSolutionsAutoturn	Transoft Solutions AutoTURN	Computer aided design CAD software	43232604	false	false
TransparentInterconnectionOfLotsOfLinksTrill	Transparent Interconnection of Lots of Links TRILL	Switch or router software	43232908	false	false
TranspolinkBidleads	TranspoLink BidLeads	Data base user interface and query software	43232306	false	false
TransportationManagementSoftware	Transportation management software	Mobile location based services software	43233511	false	false
TransportationManagementSystemTmsSoftware	Transportation management system TMS software	Mobile location based services software	43233511	false	false
TransportationPlanningSoftware	Transportation planning software	Analytical or scientific software	43232605	false	false
TransportModelingSoftware	Biodegration flow and transport modeling software	Analytical or scientific software	43232605	false	false
TranstekCompassErp	Transtek Compass ERP	Enterprise resource planning ERP software	43231602	false	false
TranwareEnterpriseSuite	TranWare Enterprise Suite	Data base user interface and query software	43232306	false	false
TrapcodeParticular	Trapcode Particular	Graphics or photo imaging software	43232102	false	false
TravelAgentCms	Travel Agent CMS	Data base user interface and query software	43232306	false	false
Travelcarma	TravelCarma	Data base user interface and query software	43232306	false	false
TraversePc	Traverse PC	Map creation software	43233506	false	false
TraviiReservationSystemSoftware	Travii reservation system software	Data base user interface and query software	43232306	false	false
Travis	Travis	Program testing software	43232406	false	false
TravisSoftwareTravisflex	Travis Software TravisFlex	Human resources software	43231505	false	false
TraxAnimalControl	TRAX Animal Control and Dog Warden Officer Software	Data base user interface and query software	43232306	false	false
TrcConsultantsPhdwin	TRC Consultants PHDWin	Analytical or scientific software	43232605	false	false
TreasuryEnforcementCommunicationsSystemTecs	Treasury Enforcement Communications System TECS	Data base user interface and query software	43232306	false	false
TreatmentPlanningSoftware	Treatment planning software	Medical software	43232610	false	false
TreatmentPlanSystems	Anasazi Software Assessment and Treatment Plan Systems	Medical software	43232610	false	false
TreeageSoftwareTreeagePro	TreeAge Software TreeAge Pro	Analytical or scientific software	43232605	false	false
TreenoSoftwareTreenoContentServer	Treeno Software Treeno Content Server	Document management software	43232202	false	false
Treeview	TreeView	Analytical or scientific software	43232605	false	false
TrendMicroTippingpoint	Trend Micro TippingPoint	Network security and virtual private network VPN equipment software	43233204	false	false
TrendsetterSoftwareProanalyst	Trendsetter Software ProAnalyst	Financial analysis software	43231604	false	false
TrendtrackerComplianceSolution	TrendTracker Compliance Solution	Compliance software	43232606	false	false
Trialworks	TrialWorks	Data base user interface and query software	43232306	false	false
TriangleResearchCollaborativeObservationalCodingSystemOcsTools	Triangle Research Collaborative Observational Coding System OCS Tools	Analytical or scientific software	43232605	false	false
TrigonRoadForteLeaveManagement	Trigon Road Forte Leave Management	Human resources software	43231505	false	false
TrigramSoftwareAcubasePro	Trigram Software AcuBase Pro	Medical software	43232610	false	false
TrimbleAggpsEzMap	Trimble AgGPS EZ-Map	Map creation software	43233506	false	false
TrimbleAggpsMultiplane	Trimble AgGPS MultiPlane	Map creation software	43233506	false	false
TrimbleCengea	Trimble CENGEA	Enterprise resource planning ERP software	43231602	false	false
TrimbleDigitalFieldbook	Trimble Digital Fieldbook	Map creation software	43233506	false	false
TrimbleFarmWorks	Trimble Farm Works	Data base user interface and query software	43232306	false	false
TrimbleGeomaticsOffice	Trimble Geomatics Office	Analytical or scientific software	43232605	false	false
TrimbleGpsPathfinderOffice	Trimble GPS Pathfinder Office	Map creation software	43233506	false	false
TrimbleHydropro	Trimble HYDROpro	Map creation software	43233506	false	false
TrimbleMytopoTerrainNavigatorPro	Trimble MyTopo Terrain Navigator Pro	Map creation software	43233506	false	false
TrimblePathfinderOffice	Trimble Pathfinder Office	Map creation software	43233506	false	false
TrimbleSketchupPro	Trimble SketchUp Pro	Graphics or photo imaging software	43232102	true	false
TrimbleTerramodel	Trimble Terramodel	Computer aided design CAD software	43232604	false	false
TrimbleTerrasync	Trimble TerraSync	Geographic information system	43232510	false	false
TrimbleTotalControl	Trimble Total Control	Analytical or scientific software	43232605	false	false
TrinitySoftwareSolutionsBeacon	Trinity Software Solutions BEACON	Medical software	43232610	false	false
TripleGUltraLaboratoryInformationSystem	Triple G ULTRA Laboratory Information System	Analytical or scientific software	43232605	false	false
TriplePointCommodityXl	Triple Point Commodity XL	Financial analysis software	43231604	false	false
TripodDataSystemsCogo	Tripod Data Systems COGO	Map creation software	43233506	false	false
TripodDataSystemsForesight	Tripod Data Systems Foresight	Computer aided design CAD software	43232604	false	false
TripodDataSystemsSoftware	Tripod Data Systems software	Analytical or scientific software	43232605	false	false
TriposSybyl	Tripos SYBYL	Analytical or scientific software	43232605	false	false
TritechFinancialSystemsGeneralInsuranceManagementSystemGims	Tritech Financial Systems General Insurance Management System GIMS	Enterprise resource planning ERP software	43231602	false	false
TritonElicsInternationalIsis	Triton Elics International Isis	Analytical or scientific software	43232605	false	false
TritonElicsInternationalSeaclass	Triton Elics International SeaClass	Analytical or scientific software	43232605	false	false
TrivantisCoursemill	Trivantis CourseMill	Computer based training software	43232502	false	false
TrivantisLectora	Trivantis Lectora	Computer based training software	43232502	false	false
TrixTractrix	Trix TracTrix	Data conversion software	43233402	false	false
TrizettoQnxt	TriZetto QNXT	Data base user interface and query software	43232306	false	false
TrlSoftwareTransyt	TRL Software TRANSYT	Analytical or scientific software	43232605	false	false
TrmiAirportAvi	TRMI Airport AVI	Data base user interface and query software	43232306	false	false
TropicsClaimsReserveManagement	Tropics Claims Reserve Management	Data base user interface and query software	43232306	false	false
TropicsWorkers'CompensationSoftware	Tropics workers' compensation software	Financial analysis software	43231604	false	false
TroubleshootingSoftware	Troubleshooting software	Analytical or scientific software	43232605	false	false
TrsSoftwareTomcadd	TRS Software TomCADD	Computer aided design CAD software	43232604	false	false
Truckershelper	TruckersHelper	Data base user interface and query software	43232306	false	false
TrueAudioWinspeakerz	True Audio WinSpeakerz	Analytical or scientific software	43232605	false	false
Truecrypt	TrueCrypt	Network security and virtual private network VPN equipment software	43233204	false	false
TrueNorthComputerRetailPlus	True North Computer Retail Plus	Point of sale POS software	43232611	false	false
Truepianos	Truepianos	Music or sound editing software	43232005	false	false
TSolutionsEasyStreetDraw	A-T Solutions Easy Street Draw	Graphics or photo imaging software	43232102	false	false
TssWirelessFleetManagementSuite	TSS Wireless Fleet Management Suite	Mobile location based services software	43233511	false	false
TtpLabtechCompound	TTP LabTech comPOUND	Analytical or scientific software	43232605	false	false
TubaSoftware	TUBA software	Data base user interface and query software	43232306	false	false
TucowsChembase	Tucows ChemBase	Data base user interface and query software	43232306	false	false
TumbleweedSecuretransport	Tumbleweed SecureTransport	Transaction server software	43232313	false	false
Tumblr	Tumblr	Web page creation and editing software	43232107	false	false
TunableInstrumentTuner	Tunable Instrument Tuner	Analytical or scientific software	43232605	false	false
Tunelab	TuneLab	Analytical or scientific software	43232605	false	false
TunicOnlypure	Tunic OnlyPure	Analytical or scientific software	43232605	false	false
TurboSpringStat	TURBO Spring-Stat	Analytical or scientific software	43232605	false	false
TurningTechnologiesTurningpoint	Turning Technologies TurningPoint	Multi-media educational software	43232505	false	false
TurtleCreekSoftwareGoldenseal	Turtle Creek Software Goldenseal	Accounting software	43231601	false	false
TurtleCreekSoftwareGoldensealArchitect	Turtle Creek Software Goldenseal Architect	Financial analysis software	43231604	false	false
Tuxguitar	TuxGuitar	Music or sound editing software	43232005	false	false
TwelveToneMatrixCalculator	Twelve Tone Matrix Calculator	Music or sound editing software	43232005	false	false
TwelveToneRowAnalyzer	Twelve Tone Row Analyzer	Music or sound editing software	43232005	false	false
Twiki	Twiki	Content workflow software	43232201	false	false
TwinpeaksSoftwareVisualZBake	TwinPeaks Software Visual Z-Bake	Enterprise resource planning ERP software	43231602	false	false
TwinTiersTechnologiesCims	Twin Tiers Technologies CIMS	Data base user interface and query software	43232306	false	false
TwinTiersTechnologiesMims	Twin Tiers Technologies MIMS	Data base user interface and query software	43232306	false	false
TwinTierTechnologiesMims	Twin Tier Technologies MIMS	Data base user interface and query software	43232306	false	false
Twitter	Twitter	Instant messaging software	43233504	false	false
TwoDimensional2dComputerAidedDesignCadSoftware	Two-dimensional 2D computer aided design CAD software	Computer aided design CAD software	43232604	false	false
TwoDimensionalGraphicsSoftware	Two-dimensional graphics software	Graphics or photo imaging software	43232102	false	false
TylerTechnologiesMunis	Tyler Technologies MUNIS	Enterprise resource planning ERP software	43231602	false	false
TylerTechnologiesOdysseyCaseManager	Tyler Technologies Odyssey Case Manager	Project management software	43231507	false	false
Typescript	TypeScript	Object or component oriented development software	43232405	true	false
U.s.DepartmentOfAgricultureUsdaNationalNutrientDatabase	U.S. Department of Agriculture USDA National Nutrient Database	Data base user interface and query software	43232306	false	false
U.s.DepartmentOfAgricultureUsdaWinsrm	U.S. Department of Agriculture USDA WinSRM	Analytical or scientific software	43232605	false	false
UaBusinessSoftwareProfessionalEdition	UA Business Software Professional Edition	Accounting software	43231601	false	false
UbiBiotracker	UBI Biotracker	Inventory management software	43231508	false	false
Ubuntu	Ubuntu	Operating system software	43233004	false	false
UcnIncontactWorkforceManagementSoftwareWfm	UCN inContact Workforce Management Software WFM	Human resources software	43231505	false	false
UdaTechnologiesConstructionsuite	UDA Technologies ConstructionSuite	Data base user interface and query software	43232306	false	false
Ugcs	UgCS	Analytical or scientific software	43232605	false	false
UgsIDeas	UGS I-DEAS	Computer aided design CAD software	43232604	false	false
UgsSolidEdge	UGS Solid Edge	Computer aided design CAD software	43232604	false	false
UleadPhotoimpact	Ulead PhotoImpact	Graphics or photo imaging software	43232102	false	false
Ulrichsweb	Ulrichsweb	Library software	43232609	false	false
UltimateSoftwareUltipro	Ultimate Software UltiPro	Human resources software	43231505	false	false
UltimateSoftwareUltiproWorkplace	Ultimate Software UltiPro Workplace	Human resources software	43231505	false	false
Unawave	Unawave	Project management software	43231507	false	false
UncamcoUcam	Uncamco Ucam	Computer aided manufacturing CAM software	43232612	false	false
UnderhillGeomaticsCopan	Underhill Geomatics Copan	Analytical or scientific software	43232605	false	false
UnderwareDesignDtab	Underware Design DTAB	Music or sound editing software	43232005	false	false
UnderwritingSoftware	Underwriting software	Financial analysis software	43231604	false	false
UngerSoftwareMethusaleh	Unger Software Methusaleh	Financial analysis software	43231604	false	false
Uni	UNI/CARE Pro-Filer	Medical software	43232610	false	false
UnicornHroOpen4	Unicorn HRO Open4	Human resources software	43231505	false	false
UnidataGempak	Unidata GEMPAK	Analytical or scientific software	43232605	false	false
UnidataGempakAnalysis	Unidata Gempak Analysis and Rendering Program GARP	Analytical or scientific software	43232605	false	false
UnidataIntegratedDataViewerIdv	Unidata Integrated Data Viewer IDV	Analytical or scientific software	43232605	false	false
UnidataMcidasX	Unidata McIDAS-X	Analytical or scientific software	43232605	false	false
UnidataNetworkCommonDataFormNetcdf	Unidata Network common data form NetCDF	Development environment software	43232402	false	false
UnifiedMessagingSoftware	Unified messaging software	Mobile messaging service software	43233509	false	false
UnifiedModelingLanguageUml	Unified modeling language UML	Requirements analysis and system architecture software	43232407	false	false
UnifocusWatsonHumanResourcesManager	UniFocus Watson Human Resources Manager	Human resources software	43231505	false	false
UniGroupLockpavePro	UNI-GROUP Lockpave Pro	Computer aided design CAD software	43232604	false	false
UniqueIdentificationUidSystemDatabases	Unique Identification UID system databases	Data base user interface and query software	43232306	false	false
Uniresman	UniResMan	Facilities management software	43232603	false	false
Uniscribe	Uniscribe	Analytical or scientific software	43232605	false	false
UnisoncareUnicharts	UnisonCare UniCharts	Medical software	43232610	false	false
UnistatStatisticalPackage	UNISTAT Statistical Package	Analytical or scientific software	43232605	false	false
UnitConversionSoftware	Unit conversion software	Analytical or scientific software	43232605	false	false
UnitedNationsFood	United Nations Food and Agriculture Organization Livestock and Environment Toolbox LEAD	Analytical or scientific software	43232605	false	false
UnitedSystems	United Systems and Software Individual Life and Health Administration System	Enterprise resource planning ERP software	43231602	false	false
Unitime	UNITIME	Time accounting software	43231605	false	false
UnitTestingSoftware	Unit testing software	Program testing software	43232406	false	false
UnityTechnologiesUnity	Unity Technologies Unity	Development environment software	43232402	false	false
UniversalParcelShippingSoftware	Universal parcel shipping software	Materials requirements planning logistics and supply chain software	43231506	false	false
UniversalSoftwareSolutionsVersavision	Universal Software Solutions VersaVision	Medical software	43232610	false	false
UniversalTaxSystemsTaxwise	Universal Tax Systems TaxWise	Tax preparation software	43231603	false	false
UniversalTechnicalSystemsTkSolver	Universal Technical Systems TK Solver	Analytical or scientific software	43232605	false	false
UniversityOfArizonaRangeview	University of Arizona RangeView	Analytical or scientific software	43232605	false	false
UniversityOfCaliforniaThesaurusLinguaeGraecaeTlg	University of California Thesaurus Linguae Graecae TLG	Dictionary software	43232507	false	false
UniversityOfTennesseeFordisc	The University of Tennessee FORDISC	Analytical or scientific software	43232605	false	false
Unix	UNIX	Operating system software	43233004	true	false
UnixShell	UNIX Shell	Operating system software	43233004	true	false
UnlimitedLearningResourcesValusourcePro	Unlimited Learning Resources Valusource Pro	Financial analysis software	43231604	false	false
