processId	industry
Retailers.analyze.StorePerformance	retail
Retailers.manage.StorePerformance	retail
Retailers.review.KeyMetricsKpis.for.Store	retail
Retailers.analyze.KeyMetricsKpis.for.Store	retail
Retailers.develop.ActionPlans.to.ImprovePerformance	retail
Retailers.implement.ActionPlans.to.ImprovePerformance	retail
Retailers.manage.RetailStoryRegulatoryCompliance	retail
Retailers.develop.ComplianceTrainingProgram	retail
Retailers.monitor.Compliance.with.Channel	retail
Retailers.report.RectifyViolations	retail
Retailers.develop.OmniChannel	retail
Retailers.manage.OmniChannel	retail
Retailers.define.ChannelStrategy	retail
Retailers.manage.ChannelStrategy	retail
Retailers.evaluate.ChannelAttributes	retail
Retailers.evaluate.Partners	retail
Retailers.determine.ChannelFit.with.TargetSegments	retail
Retailers.select.Channels.for.TargetSegments	retail
Retailers.develop.CustomerServiceStrategy	retail
Retailers.develop.CustomerServiceSegmentation	retail
Retailers.analyze.ExistingCustomers	retail
Retailers.analyze.Feedback.of.CustomerNeeds	retail
Retailers.define.CustomerServicePolicies	retail
Retailers.define.Procedures	retail
Retailers.establish.ServiceLevels.for.Customers	retail
Retailers.analyze.ChannelPerformance	retail
Retailers.establish.Channel	retail
Retailers.establish.Targets	retail
Retailers.monitor.Performance	retail
Retailers.report.Performance	retail
Retailers.monitor.EventsInfluencingFactors	retail
Retailers.report.EventsInfluencingFactors	retail
Retailers.prevent.Loss	retail
Retailers.monitor.SuspiciousActivity	retail
Retailers.monitor.ReturnMerchandisePatterns	retail
Retailers.develop.Loss	retail
Retailers.assess.RemedyPotentialDangerousConditions	retail
Retailers.develop.OperationsPolicyProcedures	retail
Retailers.manage.OperationsPolicyProcedures	retail
Retailers.develop.StoreOperatingProcedures	retail
Retailers.develop.Procedures.for.Returns	retail
Retailers.develop.Procedures.for.Layaway	retail
Retailers.develop.Procedures.for.SpecialOrders	retail
Retailers.develop.Procedures.for.StorePickup	retail
Retailers.develop.OperationsPoliciesTrainingProgram	retail
Retailers.develop.ProceduresTrainingProgram	retail
Retailers.manage.Omni	retail
Retailers.define.Omni	retail
Retailers.define.Omni	retail
Retailers.develop.Omni	retail
Retailers.develop.Procedures	retail
Retailers.manage.Omni	retail
Retailers.orchestrate.SeamlessOmni	retail
Retailers.manage.CustomerRelationship	retail
Retailers.define.CustomerRelationshipPolicies	retail
Retailers.define.Procedures	retail
Retailers.develop.CallCenterOperatingProcedures	retail
Retailers.develop.OperatingProcedures.for.Orders	retail
Retailers.develop.OperatingProcedures.for.Returns	retail
Retailers.develop.OperatingProcedures.for.Complaints	retail
Retailers.develop.CustomerScripts.for.Policies	retail
Retailers.develop.Training.for.CallCenterAssociates	retail
Retailers.measure.CustomerSatisfaction	retail
Retailers.evaluate.CustomerSatisfaction	retail
Retailers.measure.CustomerSatisfaction.with.CustomerRequests	retail
Retailers.gather.Post	retail
Retailers.solicit.Post	retail
Retailers.solicit.Post	retail
Retailers.analyze.ProductSatisfactionDataImprovementOpportunitiesRequests	retail
Retailers.analyze.IdentifyImprovementOpportunitiesRequests	retail
Retailers.analyze.ServiceSatisfactionDataImprovementOpportunitiesRequests	retail
Retailers.analyze.IdentifyImprovementOpportunitiesRequests	retail
Retailers.provide.CustomerFeedback.to.ProductManagement.on.ProductsRequests	retail
Retailers.provide.CustomerFeedback.to.ServicesRequests	retail
Retailers.measure.CustomerSatisfaction.with.Customer	retail
Retailers.measure.CustomerSatisfaction.with.Resolution	retail
Retailers.solicit.CustomerFeedback.on.ComplaintHandling	retail
Retailers.solicit.CustomerFeedback.on.Resolution	retail
Retailers.analyze.CustomerComplaintDataImprovementOpportunities	retail
Retailers.analyze.IdentifyImprovementOpportunities	retail
Retailers.measure.CustomerSatisfaction.with.Products	retail
Retailers.measure.CustomerSatisfaction.with.Services	retail
Retailers.gather.Post	retail
Retailers.solicit.Post	retail
Retailers.solicit.Post	retail
Retailers.analyze.ProductSatisfactionDataImprovementOpportunities	retail
Retailers.analyze.IdentifyImprovementOpportunities	retail
Retailers.analyze.ServiceSatisfactionDataImprovementOpportunities	retail
Retailers.analyze.IdentifyImprovementOpportunities	retail
Retailers.provide.CustomerFeedback.to.ProductManagement.on.Products	retail
Retailers.provide.CustomerFeedback.to.Services	retail
Retailers.measure.CustomerSatisfaction.with.OrderingExperience	retail
Retailers.maintain.CustomerMasterData	retail
Retailers.collect.InternalThird	retail
Retailers.merge.InternalThird	retail
Retailers.duplicate.CustomerData	retail
Retailers.create.Households	retail
Retailers.manage.Households	retail
Retailers.maintain.DemographicHistoryInformation	retail
Retailers.maintain.PurchaseHistoryInformation	retail
Retailers.market.Products	retail
Retailers.market.Services	retail
Retailers.perform.CustomerAnalysis	retail
Retailers.perform.MarketAnalysis	retail
Retailers.perform.Analysis	retail
Retailers.conduct.CustomerResearch	retail
Retailers.conduct.MarketResearch	retail
Retailers.identify.MarketSegments	retail
Retailers.analyze.MarketTrends	retail
Retailers.analyze.IndustryTrends	retail
Retailers.analyze.CompetingOrganizations	retail
Retailers.evaluate.ExistingProducts	retail
Retailers.assess.InternalBusinessEnvironment	retail
Retailers.assess.ExternalBusinessEnvironment	retail
Retailers.evaluate.MarketOpportunities	retail
Retailers.prioritize.MarketOpportunities	retail
Retailers.quantify.MarketOpportunities	retail
Retailers.determine.TargetSegments	retail
Retailers.prioritize.OpportunitiesConsistent.with.CapabilitiesBusinessStrategy	retail
Retailers.prioritize.OpportunitiesConsistent.with.OverallBusinessStrategy	retail
Retailers.validate.Opportunities	retail
Retailers.track.to.ShopperInsight	retail
Retailers.respond.to.ShopperInsight	retail
Retailers.track.CustomerSiteActivity	retail
Retailers.track.CustomerPurchasePatterns	retail
Retailers.develop.BusinessRules.to.ProvidePersonalizedOffers	retail
Retailers.monitor.EffectivenessOffers	retail
Retailers.monitor.AdjustOffers	retail
Retailers.market.to.Customers	retail
Retailers.promote.Brands	retail
Retailers.manage.Brands	retail
Retailers.define.UniqueBrandPositioning	retail
Retailers.align.MarketStrategy	retail
Retailers.determine.StrategicInvestmentPlan	retail
Retailers.determine.StrategicInvestmentPlan	retail
Retailers.manage.BrandLicensing	retail
Retailers.manage.Usage	retail
Retailers.measure.ReassessActivities.against.Strategy	retail
Retailers.measure.Investment	retail
Retailers.develop.PromotionalActivities	retail
Retailers.manage.PromotionalActivities	retail
Retailers.define.PromotionalConcepts	retail
Retailers.plan.PromotionalActivities	retail
Retailers.test.PromotionalActivities	retail
Retailers.execute.PromotionalActivities	retail
Retailers.evaluate.PromotionalPerformanceMetrics	retail
Retailers.refine.PromotionalPerformanceMetrics	retail
Retailers.incorporate.Learning.into.Future	retail
Retailers.manage.SocialMedia	retail
Retailers.develop.SocialMediaStrategy	retail
Retailers.define.SocialMediaPerformanceMetrics	retail
Retailers.monitor.to.SocialMediaActivity	retail
Retailers.respond.to.SocialMediaActivity	retail
Retailers.execute.SocialMediaCampaigns	retail
Retailers.evaluate.SocialMediaPerformanceMetrics	retail
Retailers.develop.MediaCampaigns	retail
Retailers.manage.MediaCampaigns	retail
Retailers.define.MediaObjectives	retail
Retailers.develop.MarketingMessages	retail
Retailers.define.TargetAudience	retail
Retailers.engage.MediaProvider	retail
Retailers.develop.Advertising	retail
Retailers.execute.Advertising	retail
Retailers.develop.OtherMarketingCampaigns	retail
Retailers.execute.OtherMarketingCampaigns	retail
Retailers.assess.Brand	retail
Retailers.manage.ProductMarketingContent	retail
Retailers.manage.ProductImages	retail
Retailers.manage.ProductCopy	retail
Retailers.develop.CustomerLoyaltyPrograms	retail
Retailers.manage.CustomerLoyaltyPrograms	retail
Retailers.determine.CustomerLoyalty	retail
Retailers.analyze.CustomerRevenueTrend	retail
Retailers.analyze.CustomerAttritionRates	retail
Retailers.analyze.RetentionRates	retail
Retailers.analyze.CustomerMetrics	retail
Retailers.revise.CustomerStrategies	retail
Retailers.revise.PlansBased.on.Metrics	retail
Retailers.define.CustomerLoyaltyProgramBenefitsEvents	retail
Retailers.manage.CustomerLoyaltyProgramBenefitsEvents	retail
Retailers.services	retail
Retailers.develop.ProductPlan	retail
Retailers.develop.CategoryPlan	retail
Retailers.analyze.Category	retail
Retailers.analyze.Performance	retail
Retailers.forecast.CategoryDemand.by.Market	retail
Retailers.assign.RevenueTargets.to.Category	retail
Retailers.assign.MarginTargets.to.Category	retail
Retailers.define.AssortmentPlan	retail
Retailers.define.Cross	retail
Retailers.evaluate.Performance.of.ExistingProducts	retail
Retailers.define.Product	retail
Retailers.identify.PotentialImprovements.to.ExistingProducts	retail
Retailers.identify.PotentialImprovements.to.Services	retail
Retailers.identify.PotentialNewProducts	retail
Retailers.identify.Services	retail
Retailers.develop.ProductPlan.to.MeetCategoryGoals	retail
Retailers.develop.ItemAssortmentPlan	retail
Retailers.develop.PackagingStrategy	retail
Retailers.manage.PackagingStrategy	retail
Retailers.plan.PackagingStrategy	retail
Retailers.test.PackagingOptions	retail
Retailers.execute.PackagingStrategy	retail
Retailers.refine.Packaging	retail
Retailers.develop.SalesPricingPlan	retail
Retailers.manage.SalesPricingPlan	retail
Retailers.gather.CurrentOrderInformation	retail
Retailers.gather.HistoricOrderInformation	retail
Retailers.analyze.SalesTrends	retail
Retailers.analyze.Patterns	retail
Retailers.generate.SalesForecast	retail
Retailers.analyze.HistoricalPromotions	retail
Retailers.analyze.Events	retail
Retailers.analyze.PlannedPromotions	retail
Retailers.analyze.Events	retail
Retailers.generate.Open	retail
Retailers.develop.AllocationPlan	retail
Retailers.assess.ChannelDemand.for.Products	retail
Retailers.assess.ChannelDemand.for.Services	retail
Retailers.assess.StoreDemand.for.Products	retail
Retailers.assess.StoreDemand.for.Services	retail
Retailers.forecast.ChannelDemand.for.Products	retail
Retailers.forecast.ChannelDemand.for.Services	retail
Retailers.forecast.StoreDemand.for.Products	retail
Retailers.forecast.StoreDemand.for.Services	retail
Retailers.develop.InventoryAllocationPlan	retail
Retailers.monitor.InventoryLevels.to.MeetDemand	retail
Retailers.adjust.InventoryLevels.to.MeetDemand	retail
Retailers.manage.ProductLifecycle	retail
Retailers.introduce.NewProducts	retail
Retailers.execute.PricingPlan	retail
Retailers.monitor.SalesPerformance	retail
Retailers.monitor.MarginPerformance	retail
Retailers.retire.OutdatedProducts	retail
Retailers.manage.ProductDevelopmentLifecycle	retail
Retailers.develop.ManufacturingOutsourcingStrategy	retail
Retailers.assess.ManufacturerCapabilitiesVsRequirements	retail
Retailers.assess.Availability.of.Materials	retail
Retailers.set.MarketPenetrationTargets	retail
Retailers.prepare.BusinessCase	retail
Retailers.design.Products	retail
Retailers.develop.Product	retail
Retailers.document.DesignSpecifications	retail
Retailers.conduct.MandatoryExternalReviews	retail
Retailers.conduct.ElectiveExternalReviews	retail
Retailers.build.Prototypes	retail
Retailers.procure.Materials	retail
Retailers.assess.MaterialRequirements.across.ProductLines	retail
Retailers.contract.with.MaterialSuppliers	retail
Retailers.issue.MaterialPurchaseOrders	retail
Retailers.manage.Contract.with.Manufacturers	retail
Retailers.collaborate.on.Design.with.SuppliersManufacturers	retail
Retailers.collaborate.on.Design.with.ContractManufacturers	retail
Retailers.establish.ManufacturerMetrics	retail
Retailers.contract.with.Manufacturers	retail
Retailers.manage.Production	retail
Retailers.integrate.with.DemandManagement	retail
Retailers.manage.Logistics	retail
Retailers.monitor.ProductionVsMetrics	retail
Retailers.provide.Feedback.to.ManufacturerContract	retail
Retailers.provide.Feedback.to.AdjustContract	retail
Retailers.monitor.Quality.of.ProductProcess	retail
Retailers.monitor.Quality.of.AdjustProcess	retail
Retailers.provide.End	retail
Retailers.source.Products	retail
Retailers.develop.SourcingPlans	retail
Retailers.develop.ProcurementPlan	retail
Retailers.clarify.PurchasingRequirements	retail
Retailers.develop.InventoryStrategy	retail
Retailers.match.Needs.to.SupplyCapabilities	retail
Retailers.analyze.CompanySpendProfile	retail
Retailers.seek.Opportunities.to.ImproveEfficiency	retail
Retailers.seek.Opportunities.to.Value	retail
Retailers.collaborate.with.Suppliers.to.IdentifySourcingOpportunities	retail
Retailers.negotiate.TradeAgreements.with.Vendors	retail
Retailers.purchase.Product	retail
Retailers.process.Requisitions	retail
Retailers.review.Requisitions	retail
Retailers.approve.Requisitions	retail
Retailers.solicit.VendorQuotes	retail
Retailers.track.VendorQuotes	retail
Retailers.create.PurchaseOrders	retail
Retailers.distribute.PurchaseOrders	retail
Retailers.expedite.OrdersInquiries	retail
Retailers.expedite.SatisfyInquiries	retail
Retailers.record.Receipt.of.Goods	retail
Retailers.research.Exceptions	retail
Retailers.resolve.Exceptions	retail
Retailers.manage.SupplierPerformance	retail
Retailers.monitor.SupplierInformation	retail
Retailers.manage.SupplierInformation	retail
Retailers.prepare.ProcurementVendorPerformance	retail
Retailers.analyze.ProcurementVendorPerformance	retail
Retailers.monitor.Quality.of.ProductDelivered	retail
Retailers.select.SuppliersContracts	retail
Retailers.select.Develop	retail
Retailers.select.Suppliers	retail
Retailers.certify.Suppliers	retail
Retailers.validate.Suppliers	retail
Retailers.negotiate.Contracts	retail
Retailers.establish.Contracts	retail
Retailers.manage.Contracts	retail
Retailers.negotiate.Supplier	retail
Retailers.manage.Demand	retail
Retailers.develop.BaselineDemandForecasts	retail
Retailers.collaborate.Demand.with.Customers	retail
Retailers.evaluate.DemandForecastingApproach	retail
Retailers.revise.DemandForecastingApproach	retail
Retailers.measure.DemandForecastAccuracy	retail
Retailers.develop.ReplenishmentOrders	retail
Retailers.manage.ProductMasterData	retail
Retailers.create.NewItem	retail
Retailers.create.ItemAttributes	retail
Retailers.maintain.ProductAttributes	retail
Retailers.deliver.Products	retail
Retailers.operate.Warehouse	retail
Retailers.plan.WarehouseLayout	retail
Retailers.plan.Operations	retail
Retailers.establish.DistributionPlanningConstraints	retail
Retailers.establish.DistributionCenterLayoutConstraints	retail
Retailers.establish.InventoryManagementConstraints	retail
Retailers.establish.TransportationManagementConstraints	retail
Retailers.determine.ProductInventoryRequirements.at.Destination	retail
Retailers.plan.InboundMaterialReceipts	retail
Retailers.plan.OutboundProductFlow	retail
Retailers.manage.Inventory	retail
Retailers.plan.InventoryLevels	retail
Retailers.plan.ReplenishmentLevels	retail
Retailers.track.Quantity.of.Items	retail
Retailers.track.Location.of.Items	retail
Retailers.determine.LotNumberingSystem	retail
Retailers.determine.LotUsage	retail
Retailers.track.LotsSerialNumberedItems	retail
Retailers.manage.LotsSerialNumberedItems	retail
Retailers.track.InventoryDeployment	retail
Retailers.receive.InboundDeliveries	retail
Retailers.inspect.InboundDeliveries	retail
Retailers.store.InboundDeliveries	retail
Retailers.track.ProductAvailability	retail
Retailers.track.InventoryAccuracy	retail
Retailers.track.Third	retail
Retailers.track.ShippingPerformance	retail
Retailers.manage.PhysicalFinishedGoodsInventory	retail
Retailers.prepare.Items	retail
Retailers.repackage.Items.into.Skus	retail
Retailers.manage.LoadingDocks	retail
Retailers.manage.Yard	retail
Retailers.analyze.Yard	retail
Retailers.forecast.Yard	retail
Retailers.execute.YardSchedules	retail
Retailers.execute.DockSchedules	retail
Retailers.adjust.Schedules	retail
Retailers.pick	retail
Retailers.analyze.ProductVelocities	retail
Retailers.develop.PickPlan	retail
Retailers.generate.PickLists	retail
Retailers.generate.Pick	retail
Retailers.pack.OrdersShippingLabels	retail
Retailers.pack.ApplyShippingLabels	retail
Retailers.load.Trucks	retail
Retailers.plan.Workforce	retail
Retailers.manage.Workforce	retail
Retailers.estimate.Workload	retail
Retailers.schedule.Labor	retail
Retailers.approve.Overtime	retail
Retailers.assign.Tasks	retail
Retailers.manage.Tasks	retail
Retailers.monitor.LaborLevel	retail
Retailers.adjust.LaborLevel	retail
Retailers.manage.Returns	retail
Retailers.authorize.Returns	retail
Retailers.process.Returns	retail
Retailers.perform.ReverseLogistics	retail
Retailers.perform.SalvageActivities	retail
Retailers.manage.WarrantyClaims	retail
Retailers.process.WarrantyClaims	retail
Retailers.manage.Repair	retail
Retailers.manage.Return.to.Customer	retail
Retailers.transfer.ProductCross	retail
Retailers.manage.Transportation	retail
Retailers.manage.Logistics	retail
Retailers.define.DistributionPlan	retail
Retailers.analyze.Sources.of.Goods	retail
Retailers.analyze.Destinations.of.Goods	retail
Retailers.analyze.AverageGoodsFlowsTimes	retail
Retailers.analyze.LeadTimes	retail
Retailers.analyze.PeakGoodsFlowsTimes	retail
Retailers.analyze.LeadTimes	retail
Retailers.identify.TransportationStorageAlternatives	retail
Retailers.assess.TransportationStorageAlternatives	retail
Retailers.develop.OverallDistributionPlan	retail
Retailers.assess.PerformancePlan	retail
Retailers.assess.AdjustPlan	retail
Retailers.plan.TransportationNetwork	retail
Retailers.assess.CurrentTransportationNetworkPerformance	retail
Retailers.select.TransportationSuppliers	retail
Retailers.negotiate.Contracts.with.TransportationSuppliers	retail
Retailers.optimize.TransportationSchedules	retail
Retailers.optimize.Costs	retail
Retailers.define.KeyPerformanceMeasures	retail
Retailers.define.RoutingPolicies	retail
Retailers.plan.InboundProductFlow	retail
Retailers.manage.InboundProductFlow	retail
Retailers.manage.InboundProductFlow	retail
Retailers.monitor.InboundDeliveryPerformance	retail
Retailers.manage.Flow.of.ReturnedProducts	retail
Retailers.manage.Imports	retail
Retailers.understand.Import	retail
Retailers.understand.Regulations	retail
Retailers.establish.Import	retail
Retailers.establish.Procedures	retail
Retailers.monitor.Import	retail
Retailers.report.Violations	retail
Retailers.resolve.Violations	retail
Retailers.operate.OutboundTransportation	retail
Retailers.plan.OutboundProduct	retail
Retailers.transport.OutboundProduct	retail
Retailers.deliver.OutboundProduct	retail
Retailers.manage.TransportationFleet	retail
Retailers.process.CarrierInvoicesDocuments	retail
Retailers.audit.CarrierInvoicesDocuments	retail
Retailers.plan.Carriers	retail
Retailers.plan.Routes	retail
Retailers.contract.TransportationSuppliers	retail
Retailers.optimize.BackhaulOpportunities	retail
Retailers.track.CarrierPerformance	retail
Retailers.manage.EnterpriseInventory	retail
Retailers.replenish.RetailStores	retail
Retailers.monitor.RetailStoreInventoryLevels	retail
Retailers.generate.ReplenishmentOrders	retail
Retailers.execute.ReplenishmentOrders.from.Warehouse	retail
Retailers.balance.EnterpriseInventory	retail
Retailers.allocate.Inventory.to.Stores	retail
Retailers.monitor.InventoryLevels	retail
Retailers.adjust.InventoryLevels	retail
Retailers.balance.Inventory.to.MaximizeSales	retail
Retailers.manage.Ship.from.StorePickupInventoryLevels	retail
Retailers.manage.Ship.from.StorePickupInventoryLevels	retail
Retailers.manage.Pullbacks.from.Stores	retail
Retailers.replenish.FulfillmentCenters	retail
Retailers.monitor.EnterpriseInventoryLevels	retail
Retailers.generate.PurchaseOrders	retail
Retailers.receive.ReplenishmentOrders.from.Suppliers	retail
Retailers.distribute.ReplenishmentOrders.from.Suppliers	retail
Retailers.manage.Direct	retail
Retailers.deliver.Services	retail
Retailers.establish.ServiceDeliveryGovernance	retail
Retailers.establish.Strategies	retail
Retailers.establish.ServiceDeliveryGovernance	retail
Retailers.set.up.ServiceDeliveryGovernanceSystem	retail
Retailers.set.ManagementSystem	retail
Retailers.set.MaintainServiceDeliveryGovernanceSystem	retail
Retailers.set.ManagementSystem	retail
Retailers.manage.ServiceDeliveryPerformance	retail
Retailers.manage.ServiceDeliveryDevelopment	retail
Retailers.manage.Direction	retail
Retailers.solicit.Feedback.from.Customer.on.ServiceDeliverySatisfaction	retail
Retailers.develop.ServiceDeliveryStrategies	retail
Retailers.define.ServiceDeliveryGoals	retail
Retailers.define.LaborPolicies	retail
Retailers.evaluate.ResourceAvailability	retail
Retailers.define.ServiceDeliveryNetworkConstraints	retail
Retailers.define.SupplyConstraints	retail
Retailers.define.ServiceDeliveryProcess	retail
Retailers.review.ServiceDeliveryProcedures	retail
Retailers.validate.ServiceDeliveryProcedures	retail
Retailers.define.ServiceDeliveryWorkplaceLayout	retail
Retailers.define.Infrastructure	retail
Retailers.manage.ServiceDeliveryResources	retail
Retailers.manage.ServiceDeliveryResourceDemand	retail
Retailers.monitor.Pipeline	retail
Retailers.develop.BaselineForecasts	retail
Retailers.collaborate.with.Customers	retail
Retailers.develop.ConsensusForecast	retail
Retailers.determine.Availability.of.Skills.to.Deliver.on.CurrentCustomerOrders	retail
Retailers.determine.Availability.of.ForecastCustomerOrders	retail
Retailers.monitor.Activity.against.ForecastForecast	retail
Retailers.monitor.ReviseForecast	retail
Retailers.evaluate.ForecastingApproach	retail
Retailers.revise.ForecastingApproach	retail
Retailers.measure.ForecastAccuracy	retail
Retailers.create.ResourcePlan	retail
Retailers.manage.ResourcePlan	retail
Retailers.define.SkillsTaxonomy	retail
Retailers.manage.SkillsTaxonomy	retail
Retailers.create.ResourcePlan	retail
Retailers.match.ResourceDemand.with.Capacity	retail
Retailers.match.ResourceDemand.with.Capabilities	retail
Retailers.collaborate.with.Suppliers.to.SupplementSkills	retail
Retailers.collaborate.with.Suppliers.to.Capabilities	retail
Retailers.collaborate.Partners.to.SupplementSkills	retail
Retailers.collaborate.Partners.to.Capabilities	retail
Retailers.identify.CriticalResourcesCapacity	retail
Retailers.identify.SupplierCapacity	retail
Retailers.monitor.ResourceCapacityAvailability	retail
Retailers.manage.ResourceCapacityAvailability	retail
Retailers.enable.ServiceDeliveryResources	retail
Retailers.develop.ServiceDeliveryTrainingPlan	retail
Retailers.develop.TrainingMaterials	retail
Retailers.manage.TrainingSchedule	retail
Retailers.deliver.OperationsTraining	retail
Retailers.deliver.TechnicalTraining	retail
Retailers.perform.SkillTesting	retail
Retailers.perform.CapabilityTesting	retail
Retailers.evaluate.TrainingEffectiveness	retail
Retailers.deliver.Service.to.Customer	retail
Retailers.initiate.ServiceDelivery	retail
Retailers.review.ContractTerms	retail
Retailers.review.AgreedTerms	retail
Retailers.understand.CustomerRequirementsRefineApproach	retail
Retailers.understand.DefineRefineApproach	retail
Retailers.modify.ApproveProjectPlan	retail
Retailers.revise.ApproveProjectPlan	retail
Retailers.review.CustomerBusinessObjectives	retail
Retailers.confirm.EnvironmentalReadiness	retail
Retailers.identify.Resources	retail
Retailers.select.Resources	retail
Retailers.assign.Resources	retail
Retailers.establish.PeopleObjectives	retail
Retailers.establish.EngagementRules	retail
Retailers.plan.for.ServiceDelivery	retail
Retailers.execute.ServiceDelivery	retail
Retailers.analyze.EnvironmentNeeds	retail
Retailers.analyze.CustomerNeeds	retail
Retailers.define.Solution	retail
Retailers.validate.Solution	retail
Retailers.identify.Changes	retail
Retailers.obtain.Approval.to.Proceed	retail
Retailers.make.Build	retail
Retailers.deploy.Solution	retail
Retailers.complete.ServiceDelivery	retail
Retailers.conduct.ServiceDelivery	retail
Retailers.conduct.EvaluateSuccess	retail
Retailers.complete.FinancialManagementActivities	retail
Retailers.finalize.FinancialManagementActivities	retail
Retailers.confirm.DeliveryAccording.to.ContractTerms	retail
Retailers.release.Resources	retail
Retailers.manage.ServiceDeliveryCompletion	retail
Retailers.harvest.Knowledge	retail
Retailers.archive.RecordsSystems	retail
Retailers.archive.UpdateSystems	retail
Retailers.develop.HumanCapital	retail
Retailers.manage.HumanCapital	retail
Retailers.develop.HumanResources	retail
Retailers.manage.HumanResources	retail
Retailers.develop.HumanResourcesStrategy	retail
Retailers.identify.StrategicHrNeeds	retail
Retailers.define.HrFunctionRoles	retail
Retailers.define.Accountability	retail
Retailers.define.BusinessFunctionRoles	retail
Retailers.define.Accountability	retail
Retailers.determine.HrCosts	retail
Retailers.establish.HrMeasures	retail
Retailers.communicate.HrStrategies	retail
Retailers.develop.Strategy.for.HrSystems	retail
Retailers.manage.EmployerBranding	retail
Retailers.develop.WorkforceStrategyPolicies	retail
Retailers.implement.WorkforceStrategyPolicies	retail
Retailers.gather.SkillRequirementsAccording.to.CorporateStrategyEnvironment	retail
Retailers.gather.SkillRequirementsAccording.to.MarketEnvironment	retail
Retailers.plan.EmployeeResourcingRequirementsPerUnit	retail
Retailers.develop.CompensationPlan	retail
Retailers.establish.IncentivePlan	retail
Retailers.develop.SuccessionPlan	retail
Retailers.develop.HighPerformers	retail
Retailers.develop.EmployeeDiversityPlan	retail
Retailers.develop.TrainingProgram	retail
Retailers.develop.RecruitmentProgram	retail
Retailers.develop.OtherHrPrograms	retail
Retailers.develop.HrPolicies	retail
Retailers.administer.HrPolicies	retail
Retailers.plan.EmployeeBenefits	retail
Retailers.develop.WorkForceStrategyModels	retail
Retailers.implement.WorkforceStrategyModels	retail
Retailers.monitor.Plans	retail
Retailers.update.Plans	retail
Retailers.measure.Realization.of.Objectives	retail
Retailers.measure.Contribution.to.BusinessStrategy	retail
Retailers.communicate.PlansUpdates.to.Stakeholders	retail
Retailers.communicate.ProvideUpdates.to.Stakeholders	retail
Retailers.review.HrPlans	retail
Retailers.revise.HrPlans	retail
Retailers.develop.CompetencyManagementModels	retail
Retailers.recruit.Employees	retail
Retailers.source.Employees	retail
Retailers.select.Employees	retail
Retailers.manage.EmployeeRequisitions	retail
Retailers.align.StaffingPlan.to.WorkForcePlanUnitStrategies	retail
Retailers.align.StaffingPlan.to.BusinessUnitStrategies	retail
Retailers.develop.JobRequisitions	retail
Retailers.open.JobRequisitions	retail
Retailers.develop.JobDescriptions	retail
Retailers.post.Requisitions	retail
Retailers.manage.Internal	retail
Retailers.modify.Requisitions	retail
Retailers.notify.HiringManager	retail
Retailers.manage.RequisitionDates	retail
Retailers.recruit.Candidates	retail
Retailers.source.Candidates	retail
Retailers.determine.RecruitmentMethods	retail
Retailers.determine.Channels	retail
Retailers.perform.RecruitingActivities	retail
Retailers.manage.RecruitmentVendors	retail
Retailers.manage.EmployeeReferralPrograms	retail
Retailers.manage.RecruitmentChannels	retail
Retailers.screen.Candidates	retail
Retailers.select.Candidates	retail
Retailers.identify.CandidateSelectionTools	retail
Retailers.deploy.CandidateSelectionTools	retail
Retailers.interview.Candidates	retail
Retailers.test.Candidates	retail
Retailers.select.RejectCandidates	retail
Retailers.manage.NewHire	retail
Retailers.draw.up.Offer	retail
Retailers.draw.MakeOffer	retail
Retailers.negotiate.Offer	retail
Retailers.hire.Candidate	retail
Retailers.manage.ApplicantInformation	retail
Retailers.obtain.CandidateBackgroundInformation	retail
Retailers.create.ApplicantRecord	retail
Retailers.manage.ApplicantData	retail
Retailers.track.ApplicantData	retail
Retailers.complete.PositionClassification.of.Experience	retail
Retailers.complete.Level.of.Experience	retail
Retailers.archive.Records.of.Non	retail
Retailers.retain.Records.of.Non	retail
Retailers.manage.Employee.on	retail
Retailers.manage.Training	retail
Retailers.manage.EmployeeOrientation	retail
Retailers.manage.Deployment	retail
Retailers.create.Employee.on	retail
Retailers.maintain.Employee.on	retail
Retailers.develop.EmployeeInductionProgram	retail
Retailers.maintain.EmployeeInductionProgram	retail
Retailers.update.EmployeeInductionProgram	retail
Retailers.evaluate.Effectiveness.of.Employee.on	retail
Retailers.execute.on	retail
Retailers.manage.EmployeePerformance	retail
Retailers.define.EmployeePerformanceObjectives	retail
Retailers.review.EmployeePerformance	retail
Retailers.appraise.EmployeePerformance	retail
Retailers.manage.EmployeePerformance	retail
Retailers.evaluate.PerformanceProgram	retail
Retailers.review.PerformanceProgram	retail
Retailers.manage.EmployeeDevelopment	retail
Retailers.define.EmployeeDevelopmentGuidelines	retail
Retailers.develop.EmployeeCareerPlansPaths	retail
Retailers.develop.CareerPaths	retail
Retailers.manage.EmployeeSkillDevelopment	retail
Retailers.manage.CompetencyDevelopment	retail
Retailers.develop.Employees	retail
Retailers.train.Employees	retail
Retailers.align.Employee.with.OrganizationDevelopmentNeeds	retail
Retailers.define.EmployeeCompetencies	retail
Retailers.align.LearningPrograms.with.Competencies	retail
Retailers.establish.TrainingNeeds.by.Analysis.of.RequiredSkills	retail
Retailers.establish.TrainingNeeds.by.AvailableSkills	retail
Retailers.develop.Employee	retail
Retailers.conduct.Employee	retail
Retailers.manage.Employee	retail
Retailers.manage.Examinations	retail
Retailers.manage.Certifications	retail
